ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
8012953	0.0047117	1.40e-05	6.75	3.48065	1.59	TRIM16	tripartite motif containing 16	10626
7938485	0.0047539	1.43e-05	6.74	3.462771	1.34	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	9645
8042270	0.0048466	1.47e-05	6.72	3.435189	1.04	UGP2	UDP-glucose pyrophosphorylase 2	7360
8061471	0.0049807	1.53e-05	6.69	3.39852	1.67	GINS1	GINS complex subunit 1	9837
7981530	0.0049807	1.55e-05	-6.68	3.382293	-1.25	GPR132	G protein-coupled receptor 132	29933
8136930	0.0049807	1.57e-05	-6.68	3.375298	-1.41	TAS2R60	taste 2 receptor member 60	338398
8112902	0.0049807	1.57e-05	6.68	3.372813	1.52	DHFR	dihydrofolate reductase	1719
8162455	0.0052589	1.67e-05	-6.63	3.312546	-1.07	NINJ1	ninjurin 1	4814
8090448	0.0052669	1.69e-05	6.63	3.302241	1.43	RUVBL1///RUVBL1	RuvB like AAA ATPase 1///RuvB like AAA ATPase 1	8607///8607
7922104	0.0052781	1.71e-05	6.62	3.291446	1.22	GCSHP3///LOC729080///LOC641746///GCSH	glycine cleavage system protein H pseudogene 3///glycine cleavage system protein H (aminomethyl carrier) pseudogene///glycine cleavage system protein H (aminomethyl carrier) pseudogene///glycine cleavage system protein H	100329109///729080///641746///2653
8047403	0.0053464	1.75e-05	6.61	3.270592	1.29	CASP10	caspase 10	843
7996064	0.0053757	1.78e-05	6.60	3.256797	1.61	ADGRG5	adhesion G protein-coupled receptor G5	221188
8021716	0.005389	1.80e-05	6.59	3.245905	1.07	TIMM21	translocase of inner mitochondrial membrane 21	29090
8132743	0.0054404	1.84e-05	-6.57	3.223347	-1.36	ABCA13	ATP binding cassette subfamily A member 13	154664
8126153	0.0054404	1.85e-05	6.57	3.21921	1.42	KCNK5	potassium two pore domain channel subfamily K member 5	8645
8114938	0.0054404	1.86e-05	6.57	3.211724	1.38	JAKMIP2	janus kinase and microtubule interacting protein 2	9832
8103415	0.0055601	1.93e-05	-6.54	3.17746	-1.91	FAM198B	family with sequence similarity 198 member B	51313
7962058	0.0055601	1.94e-05	-6.54	3.174692	-1.74	TMTC1	transmembrane and tetratricopeptide repeat containing 1	83857
8014316	0.0057	2.00e-05	6.52	3.143048	2.10	CCL5	C-C motif chemokine ligand 5	6352
8040103	0.0057613	2.04e-05	-6.51	3.124873	-1.92	ID2	inhibitor of DNA binding 2, HLH protein	3398
8045539	0.0059379	2.12e-05	6.48	3.088287	2.30	KYNU	kynureninase	8942
7982271	0.006323	2.28e-05	6.44	3.020821	1.19	GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8IP	golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member I, pseudogene	653720///653125///653075///653073///283796
8173503	0.0063872	2.32e-05	-6.42	3.003367	-1.38	RGAG4	retrotransposon gag domain containing 4	340526
8002999	0.0064383	2.36e-05	6.41	2.988001	1.21	GCSHP3///LOC729080///LOC641746///GCSH	glycine cleavage system protein H pseudogene 3///glycine cleavage system protein H (aminomethyl carrier) pseudogene///glycine cleavage system protein H (aminomethyl carrier) pseudogene///glycine cleavage system protein H	100329109///729080///641746///2653
8174051	0.0064552	2.38e-05	6.41	2.977783	1.55	BTK	Bruton tyrosine kinase	695
8148280	0.0064862	2.43e-05	6.39	2.960442	1.05	SQLE	squalene epoxidase	6713
7945014	0.0064862	2.47e-05	6.38	2.943519	1.39	CHEK1	checkpoint kinase 1	1111
7943827	0.0064862	2.48e-05	6.38	2.938708	1.14	DLAT	dihydrolipoamide S-acetyltransferase	1737
7894627	0.0064862	2.49e-05	6.38	2.937789	1.97			
8064978	0.0064862	2.51e-05	-6.37	2.928955	-1.55	JAG1	jagged 1	182
8121095	0.0064862	2.51e-05	-6.37	2.928042	-1.00	ANKRD6	ankyrin repeat domain 6	22881
8092230	0.0064904	2.53e-05	6.37	2.920101	1.21	ZMAT3	zinc finger matrin-type 3	64393
8155930	0.0065061	2.58e-05	6.36	2.902295	1.02	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	2650
8044933	0.0065061	2.58e-05	6.36	2.901694	1.26	GLI2	GLI family zinc finger 2	2736
8122265	0.0065061	2.61e-05	-6.35	2.892179	-1.71	TNFAIP3	TNF alpha induced protein 3	7128
8008598	0.0065061	2.62e-05	6.35	2.889039	1.24	PCTP	phosphatidylcholine transfer protein	58488
7976783	0.0066379	2.69e-05	-6.33	2.862878	-2.05	DLK1	delta like non-canonical Notch ligand 1	8788
8060758	0.0066379	2.71e-05	-6.32	2.855932	-1.23	PRNP	prion protein	5621
8033605	0.006883	2.83e-05	6.30	2.814523	1.28	MYO1F	myosin IF	4542
8131573	0.0069094	2.86e-05	-6.29	2.803973	-1.21	ARL4A	ADP ribosylation factor like GTPase 4A	10124
8094778	0.0070854	2.96e-05	-6.27	2.7732	-1.59	UCHL1	ubiquitin C-terminal hydrolase L1	7345
8043276	0.007119	2.99e-05	-6.26	2.761885	-1.19	SNORD94	small nucleolar RNA, C/D box 94	692225
7965812	0.0072889	3.09e-05	6.24	2.732677	1.27	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	79158
8115490	0.0073172	3.12e-05	6.24	2.722278	1.13	ADAM19	ADAM metallopeptidase domain 19	8728
8070239	0.0073372	3.15e-05	6.23	2.713007	9.44e-01	HLCS	holocarboxylase synthetase	3141
8170390	0.00749	3.24e-05	-6.21	2.686757	-1.26	IDS	iduronate 2-sulfatase	3423
8171392	0.0075178	3.30e-05	6.20	2.670154	1.06	ASB9	ankyrin repeat and SOCS box containing 9	140462
8083968	0.0075178	3.30e-05	-6.20	2.670099	-1.49	NLGN1	neuroligin 1	22871
7896324	0.0075293	3.32e-05	6.20	2.662154	1.27			
7986947	0.0075794	3.37e-05	6.19	2.649378	1.03	GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	golgin A8 family member R///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene	101059918///728047///653720///653125///653075///653073///643699///283796
8036503	0.0080642	3.64e-05	6.14	2.576466	1.61	RASGRP4	RAS guanyl releasing protein 4	115727
8030804	0.0080642	3.64e-05	6.14	2.574962	1.39	CD33	CD33 molecule	945
7894023	0.0080642	3.66e-05	6.14	2.571214	1.81			
7923582	0.0081166	3.73e-05	6.12	2.55217	1.50			
8131374	0.0081166	3.75e-05	6.12	2.548495	1.16	AIMP2///EIF2AK1	aminoacyl tRNA synthetase complex interacting multifunctional protein 2///eukaryotic translation initiation factor 2 alpha kinase 1	7965///27102
8015769	0.0081166	3.75e-05	6.12	2.54629	1.32	BRCA1	BRCA1, DNA repair associated	672
8103728	0.0082279	3.84e-05	6.11	2.523707	1.10	HMGB2	high mobility group box 2	3148
8111915	0.0082279	3.85e-05	-6.10	2.521005	-2.66	SEPP1	selenoprotein P, plasma, 1	6414
7938890	0.0083716	3.98e-05	6.08	2.491318	1.02	PRMT3	protein arginine methyltransferase 3	10196
8022640	0.0083716	3.99e-05	6.08	2.489064	1.60	DHFR	dihydrofolate reductase	1719
8007355	0.0083716	4.01e-05	6.08	2.482927	1.08	VPS25	vacuolar protein sorting 25 homolog	84313
8083876	0.0083716	4.06e-05	-6.07	2.472711	-3.01	SKIL	SKI-like proto-oncogene	6498
8024532	0.0083716	4.10e-05	6.07	2.463187	1.20	ZNF57	zinc finger protein 57	126295
7915261	0.0083716	4.11e-05	6.06	2.46025	9.30e-01	TRIT1	tRNA isopentenyltransferase 1	54802
7965836	0.0083716	4.12e-05	6.06	2.458411	1.62			
7982256	0.0083716	4.14e-05	6.06	2.454018	1.12	GOLGA8R///GOLGA8O///GOLGA8N///GOLGA8IP	golgin A8 family member R///golgin A8 family member O///golgin A8 family member N///golgin A8 family member I, pseudogene	101059918///728047///643699///283796
8110166	0.0083716	4.16e-05	6.06	2.44942	1.03	HIGD2A	HIG1 hypoxia inducible domain family member 2A	192286
8097128	0.0083716	4.21e-05	6.05	2.436168	9.14e-01	EXOSC9	exosome component 9	5393
8127743	0.0083716	4.23e-05	6.05	2.432952	1.30	HMGN3	high mobility group nucleosomal binding domain 3	9324
7982350	0.0083716	4.27e-05	6.04	2.424355	1.15	GOLGA8R///GOLGA8O///GOLGA8N	golgin A8 family member R///golgin A8 family member O///golgin A8 family member N	101059918///728047///643699
7987139	0.0083716	4.27e-05	6.04	2.424355	1.15	GOLGA8R///GOLGA8O///GOLGA8N	golgin A8 family member R///golgin A8 family member O///golgin A8 family member N	101059918///728047///643699
7895153	0.0083716	4.30e-05	6.04	2.416832	1.24			
8052526	0.0083716	4.36e-05	6.03	2.402488	1.31	XPO1	exportin 1	7514
7926506	0.0083716	4.37e-05	6.03	2.401537	1.28	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	783
8160912	0.0083716	4.38e-05	-6.02	2.399779	-1.54	C9orf131	chromosome 9 open reading frame 131	138724
8151917	0.0083716	4.41e-05	6.02	2.393591	1.05	MTERF3	mitochondrial transcription termination factor 3	51001
7967685	0.0083716	4.43e-05	6.02	2.387447	1.12	STX2	syntaxin 2	2054
8096808	0.0083716	4.44e-05	6.02	2.386871	1.43	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	55013
8142061	0.0083716	4.45e-05	6.01	2.384001	1.23	PUS7	pseudouridylate synthase 7 (putative)	54517
7989315	0.008391	4.49e-05	6.01	2.376412	1.33	GTF2A2	general transcription factor IIA subunit 2	2958
8134024	0.0084072	4.52e-05	-6.01	2.36922	-1.48			
8027348	0.0084984	4.60e-05	5.99	2.351453	1.68	ZNF730	zinc finger protein 730	100129543
8043621	0.0084984	4.62e-05	-5.99	2.348307	-1.35	ARID5A	AT-rich interaction domain 5A	10865
7954527	0.008764	4.79e-05	5.97	2.313638	1.09	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	56938
8018114	0.0089222	4.98e-05	-5.95	2.276087	-1.32	SDK2	sidekick cell adhesion molecule 2	54549
8084488	0.0089222	5.00e-05	5.94	2.273248	1.13	POLR2H	RNA polymerase II subunit H	5437
8140504	0.0089222	5.00e-05	-5.94	2.273235	-1.04	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	9863
8075142	0.0089222	5.02e-05	-5.94	2.269775	-1.13	TTC28	tetratricopeptide repeat domain 28	23331
8169365	0.0089222	5.03e-05	5.94	2.267213	1.23	TMEM164	transmembrane protein 164	84187
8042259	0.0089222	5.04e-05	5.94	2.264866	1.24	MDH1	malate dehydrogenase 1	4190
8169249	0.0089222	5.06e-05	-5.94	2.260482	-1.16	MID2	midline 2	11043
8123148	0.009134	5.24e-05	5.91	2.227962	1.24	MRPL18	mitochondrial ribosomal protein L18	29074
7989647	0.009134	5.25e-05	5.91	2.226469	1.60	KIAA0101	KIAA0101	9768
7978846	0.009134	5.27e-05	5.91	2.222985	1.61	POLE2	DNA polymerase epsilon 2, accessory subunit	5427
7982206	0.0091432	5.32e-05	5.90	2.213041	1.06	GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP	golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member E, pseudogene///golgin A8 family member I, pseudogene	101059918///100132979///729786///728047///653720///653125///653075///653073///653061///643699///390535///283796
8121118	0.0091432	5.33e-05	5.90	2.212119	1.18	CASP8AP2	caspase 8 associated protein 2	9994
8075657	0.0093658	5.48e-05	-5.89	2.184192	-9.54e-01			
7987027	0.0094533	5.58e-05	5.88	2.168199	1.04	GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP	golgin A8 family member R///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member E, pseudogene	101059918///728047///653720///653125///653075///653073///653061///643699///390535
8047443	0.0094533	5.59e-05	5.87	2.165529	9.64e-01	STRADB	STE20-related kinase adaptor beta	55437
7975045	0.0094684	5.63e-05	5.87	2.159163	1.26	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	4522
7981859	0.009692	5.79e-05	5.85	2.132002	9.66e-01	GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene	728047///653720///653125///653075///653073///643699///283796
7996947	0.0097958	5.88e-05	5.84	2.117014	9.70e-01	CYB5B	cytochrome b5 type B	80777
7982326	0.0098467	5.94e-05	-5.84	2.107272	-9.38e-01	KLF13	Kruppel like factor 13	51621
7957023	0.0098966	6.02e-05	-5.83	2.095113	-1.67	LYZ	lysozyme	4069
8106931	0.0098966	6.03e-05	5.83	2.092951	1.25	SLF1	SMC5-SMC6 complex localization factor 1	84250
7901336	0.0099391	6.09e-05	5.82	2.084144	9.76e-01	STRADB	STE20-related kinase adaptor beta	55437
8152617	0.0100199	6.17e-05	-5.81	2.071714	-1.90	HAS2	hyaluronan synthase 2	3037
7928937	0.0102914	6.37e-05	5.80	2.041447	1.26	MINPP1	multiple inositol-polyphosphate phosphatase 1	9562
8115543	0.0103411	6.44e-05	5.79	2.030761	1.14	EBF1///PDGFRB	early B-cell factor 1///platelet derived growth factor receptor beta	1879///5159
7924150	0.0103411	6.46e-05	5.79	2.027573	9.84e-01	TMEM206	transmembrane protein 206	55248
7923007	0.0105061	6.59e-05	5.77	2.007813	1.03	UCHL5	ubiquitin C-terminal hydrolase L5	51377
7911897	0.010524	6.64e-05	5.77	2.001606	1.02	C1orf174	chromosome 1 open reading frame 174	339448
8112376	0.0108214	6.86e-05	5.75	1.970355	1.35	CENPK	centromere protein K	64105
8157021	0.0108401	6.96e-05	5.74	1.95611	1.20	NIPSNAP3A	nipsnap homolog 3A	25934
8073334	0.0108401	6.96e-05	5.74	1.956098	8.66e-01	RBX1	ring-box 1	9978
7905986	0.0108401	7.02e-05	5.74	1.947371	8.42e-01	FDPS	farnesyl diphosphate synthase	2224
8097288	0.0108401	7.03e-05	-5.74	1.946388	-1.49	FAT4	FAT atypical cadherin 4	79633
7902102	0.0108401	7.04e-05	5.73	1.944745	1.05			
8129974	0.0108401	7.06e-05	5.73	1.941815	9.32e-01	FUCA2	fucosidase, alpha-L- 2, plasma	2519
8115666	0.0108911	7.13e-05	5.73	1.932911	1.11	NUDCD2	NudC domain containing 2	134492
8134036	0.0109069	7.17e-05	-5.72	1.927131	-1.27	STEAP2	STEAP2 metalloreductase	261729
8105067	0.0109848	7.26e-05	-5.72	1.915939	-1.42	PTGER4	prostaglandin E receptor 4	5734
8004671	0.0110018	7.30e-05	-5.71	1.910107	-1.38	KDM6B	lysine demethylase 6B	23135
8123137	0.0112936	7.53e-05	5.69	1.880675	9.14e-01	ACAT2	acetyl-CoA acetyltransferase 2	39
8002381	0.0114318	7.66e-05	5.68	1.864697	9.54e-01	COG4	component of oligomeric golgi complex 4	25839
7909568	0.0114942	7.79e-05	5.67	1.847864	1.59	DTL	denticleless E3 ubiquitin protein ligase homolog	51514
8122013	0.0114942	7.80e-05	5.67	1.84703	1.16	L3MBTL3	l(3)mbt-like 3 (Drosophila)	84456
8066074	0.0114942	7.83e-05	5.67	1.843321	1.22	DSN1	DSN1 homolog, MIS12 kinetochore complex component	79980
7917771	0.0114942	7.88e-05	-5.67	1.837542	-9.50e-01	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	30836
8057578	0.0114942	7.89e-05	5.67	1.835592	1.44	CALCRL	calcitonin receptor like receptor	10203
