layer,source,target,edge_type,edge_subtype,mean_attention,head_1_attention,head_2_attention,head_3_attention,head_4_attention
3,miR-21,PTEN,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
3,miR-155,BRCA1,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
3,miR-21,CDKN1A,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
4,TP53,FU_TP53,association,gene_to_fu,0.3331284821033478,0.3326146602630615,0.3334321081638336,0.3333286643028259,0.33313852548599243
4,MDM2,FU_MDM2,association,gene_to_fu,0.4999609589576721,0.49966609477996826,0.5001580119132996,0.4999890625476837,0.5000305771827698
4,CDKN1A,FU_CDKN1A,association,gene_to_fu,0.33311039209365845,0.33246684074401855,0.3335023522377014,0.33332377672195435,0.33314862847328186
4,BRCA1,FU_BRCA1,association,gene_to_fu,1.0,1.0,1.0,1.0,1.0
4,MYC,FU_MYC,association,gene_to_fu,0.33331596851348877,0.3331848978996277,0.3334035575389862,0.3333284854888916,0.3333469033241272
4,PTEN,FU_PTEN,association,gene_to_fu,1.0,1.0,1.0,1.0,1.0
4,FU_TP53,FU_MDM2,interaction,protein_protein_interaction,0.5000390410423279,0.5003339052200317,0.49984195828437805,0.5000109672546387,0.4999694526195526
4,FU_MDM2,FU_TP53,interaction,protein_protein_interaction,0.33374303579330444,0.33477070927619934,0.33313584327697754,0.33334270119667053,0.3337229788303375
4,FU_TP53,FU_CDKN1A,regulation,gene_expression_regulation,0.3331622779369354,0.3329111635684967,0.33329159021377563,0.3333383798599243,0.33310791850090027
4,FU_TP53,FU_MYC,regulation,gene_expression_regulation,0.33336809277534485,0.33363020420074463,0.3331928849220276,0.3333430886268616,0.3333061635494232
4,FU_BRCA1,FU_TP53,interaction,protein_protein_interaction,0.3331284821033478,0.3326146602630615,0.3334321081638336,0.3333286643028259,0.33313852548599243
4,FU_PTEN,FU_MYC,regulation,gene_expression_regulation,0.33331596851348877,0.3331848978996277,0.3334035575389862,0.3333284854888916,0.3333469033241272
4,FU_MDM2,FU_CDKN1A,regulation,gene_expression_regulation,0.33372732996940613,0.33462193608283997,0.33320602774620056,0.33333784341812134,0.33374345302581787
4,miR-34a,TP53,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
4,miR-21,PTEN,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
4,miR-155,BRCA1,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
4,miR-21,CDKN1A,regulation,mir_regulates_mrna,1.0,1.0,1.0,1.0,1.0
