Gene Symbol Origin,Gene Symbol Target,Combined Score
SNX17,GMPR2,0.478
SNX17,VLDLR,0.529
SNX17,LRP8,0.814
REEP6,SNX15,0.489
REEP6,REEP5,0.574
REEP6,TMEM208,0.42
REEP6,PLP1,0.416
REEP6,FAM160A2,0.564
WBP1,RUVBL1,0.778
WBP1,YAP1,0.431
WBP1,MMS19,0.545
WBP1,SYVN1,0.441
WBP1,RUVBL2,0.777
WBP1,ACTR5,0.643
WBP1,CIAO1,0.467
WBP1,INO80C,0.518
WBP1,WWOX,0.619
NDUFS7,COX6B1,0.842
NDUFS7,UQCR11,0.812
NDUFS7,ALDH6A1,0.629
NDUFS7,UQCRB,0.866
NDUFS7,COX5A,0.837
NDUFS7,ND2,0.999
NDUFS7,LONP1,0.697
NDUFS7,ND4,0.999
NDUFS7,ND6,0.991
NDUFS7,PALB2,0.722
NDUFS7,NDUFAF6,0.499
NDUFS7,UQCRFS1,0.867
NDUFS7,NDUFA3,0.996
NDUFS7,SCO1,0.697
NDUFS7,COX7C,0.832
NDUFS7,NDUFS2,0.999
NDUFS7,COX6C,0.412
NDUFS7,NDUFV2,0.999
NDUFS7,COA1,0.499
NDUFS7,NDUFS1,0.999
NDUFS7,ND3,0.999
NDUFS7,NDUFS4,0.999
NDUFS7,NDUFV3,0.997
NDUFS7,NDUFA13,0.999
NDUFS7,NDUFAF5,0.861
NDUFS7,SLC25A25,0.576
NDUFS7,NDUFAF3,0.965
NDUFS7,NDUFC2,0.996
NDUFS7,NDUFS8,0.999
NDUFS7,NDUFB9,0.999
NDUFS7,NDUFA4,0.95
NDUFS7,NDUFB10,0.997
NDUFS7,NDUFA1,0.996
NDUFS7,COX2,0.449
NDUFS7,NDUFAF1,0.987
NDUFS7,COX5B,0.81
NDUFS7,NDUFB3,0.997
NDUFS7,TMEM186,0.499
NDUFS7,COX7A1,0.812
NDUFS7,NDUFB1,0.986
NDUFS7,NDUFB2,0.993
NDUFS7,NDUFAF2,0.784
NDUFS7,NDUFS6,0.999
NDUFS7,UQCRH,0.877
NDUFS7,CYC1,0.884
NDUFS7,COX7B,0.814
NDUFS7,NDUFAF4,0.967
NDUFS7,ETHE1,0.629
NDUFS7,NDUFS5,0.996
NDUFS7,NDUFA2,0.999
NDUFS7,NDUFB6,0.997
NDUFS7,COX1,0.812
NDUFS7,NDUFB8,0.997
NDUFS7,COX4I1,0.847
NDUFS7,NDUFV1,0.999
NDUFS7,FOXRED1,0.72
NDUFS7,UQCRC2,0.88
NDUFS7,NDUFA5,0.999
NDUFS7,NDUFB5,0.998
NDUFS7,NDUFAB1,0.996
NDUFS7,TIMMDC1,0.861
NDUFS7,NDUFA9,0.999
NDUFS7,UQCR10,0.866
NDUFS7,COX3,0.812
NDUFS7,ACAD9,0.734
NDUFS7,NQO1,0.629
NDUFS7,SLC25A23,0.576
NDUFS7,NDUFS3,0.999
NDUFS7,NDUFA7,0.997
NDUFS7,NDUFA6,0.999
NDUFS7,NDUFB11,0.997
NDUFS7,NDUFA12,0.999
NDUFS7,MGLL,0.591
NDUFS7,NDUFA10,0.997
NDUFS7,NDUFA8,0.998
NDUFS7,UQCRQ,0.878
NDUFS7,NDUFC1,0.993
NDUFS7,SLC25A24,0.576
NDUFS7,NDUFA11,0.998
PCGF1,ANAPC13,0.54
PCGF1,RING1,0.999
PCGF1,CBX2,0.978
PCGF1,H2AX,0.43
PCGF1,CBX4,0.943
PCGF1,CDC20,0.54
PCGF1,PCGF6,0.981
PCGF1,BRCA2,0.54
PCGF1,USP7,0.669
PCGF1,BMI1,0.99
PCGF1,EZH2,0.969
PCGF1,RBBP7,0.9
PCGF1,AEBP2,0.9
PCGF1,UBAP2L,0.9
PCGF1,ANAPC7,0.54
PCGF1,BRCC3,0.54
PCGF1,PCGF5,0.983
PCGF1,ZFP42,0.54
PCGF1,BABAM2,0.54
PCGF1,RBBP4,0.9
PCGF1,CSNK2A2,0.581
PCGF1,BCOR,0.995
PCGF1,CBX8,0.95
PCGF1,CUL7,0.54
PCGF1,PCGF2,0.986
PCGF1,MLLT1,0.457
PCGF1,YAF2,0.989
PCGF1,ANAPC1,0.54
PCGF1,PCGF3,0.978
PCGF1,PHC3,0.943
PCGF1,BARD1,0.54
PCGF1,ANAPC16,0.54
PCGF1,UBE2S,0.54
PCGF1,CDC26,0.54
PCGF1,SUZ12,0.926
PCGF1,UBE2C,0.54
PCGF1,ANAPC11,0.54
PCGF1,ANAPC4,0.54
PCGF1,PHC2,0.945
PCGF1,CDC23,0.54
PCGF1,RYBP,0.992
PCGF1,RNF2,0.999
PCGF1,H2AC8,0.457
PCGF1,MORC4,0.666
PCGF1,BRCA1,0.54
PCGF1,BCORL1,0.985
PCGF1,EED,0.9
PCGF1,KDM2B,0.999
PCGF1,ASXL2,0.54
PCGF1,EZH1,0.9
PCGF1,ASXL1,0.9
PCGF1,ANAPC5,0.54
PCGF1,BAP1,0.9
PCGF1,POU5F1,0.527
PCGF1,ANAPC10,0.54
PCGF1,YY1,0.54
PCGF1,PHC1,0.962
PCGF1,ANKRD39,0.54
PCGF1,CDC20B,0.54
PCGF1,HDAC2,0.9
PCGF1,BUB1B,0.54
PCGF1,ANAPC2,0.54
PCGF1,ANAPC15,0.54
PCGF1,RAD51,0.54
PCGF1,ASB6,0.54
PCGF1,FZR1,0.54
PCGF1,KDM2A,0.444
PCGF1,CDC16,0.54
PCGF1,MLLT3,0.457
PCGF1,CBX6,0.947
PCGF1,SCML2,0.923
PCGF1,CDC27,0.54
DOK1,PTK6,0.9
DOK1,GFRA1,0.499
DOK1,CRKL,0.479
DOK1,GFRA3,0.499
DOK1,ARTN,0.499
DOK1,INPP5D,0.457
DOK1,EGFR,0.523
DOK1,NRTN,0.499
DOK1,LYN,0.457
DOK1,RET,0.792
DOK1,RASA1,0.974
DOK1,NCK1,0.716
IGFBP2,EGFR,0.535
IGFBP2,IGF2,0.995
IGFBP2,ITGA5,0.546
IGFBP2,IGF1,0.995
IGFBP5,IGFBP3,0.971
IGFBP5,SPP1,0.52
IGFBP5,IGF2,0.994
IGFBP5,IGFBP6,0.54
IGFBP5,PAPPA,0.9
IGFBP5,PDGFB,0.54
IGFBP5,SLC38A1,0.487
IGFBP5,IGF1,0.999
IGFBP5,FHL2,0.523
IGFBP5,FAM20C,0.63
IGFBP5,THBS1,0.691
IGFBP5,PDGFA,0.54
HSPE1,CCT7,0.414
HSPE1,CASP3,0.605
HSPE1,CCT6A,0.414
HSPE1,BBS10,0.414
HSPE1,ERMARD,0.414
HSPE1,FAM161A,0.414
HSPE1,CKB,0.431
HSPE1,CCT3,0.504
HSPE1,CCT5,0.501
HSPE1,HSPA9,0.748
HSPE1,CCT4,0.503
HSPE1,MKKS,0.414
HSPE1,CCT6B,0.414
HSPE1,TCP1,0.414
HSPE1,HSPD1,0.999
HSPE1,RHOG,0.551
HSPE1,CCT2,0.502
WNT6,FZD8,0.61
WNT6,SEC11C,0.591
WNT6,SEC11A,0.477
WNT6,FZD7,0.585
WNT6,SPCS2,0.591
WNT6,FZD3,0.709
WNT6,FZD2,0.668
WNT6,FZD6,0.705
WNT6,FZD1,0.662
WNT6,WLS,0.596
WNT6,FZD5,0.701
WNT6,FZD4,0.719
PPP1R7,PPP1CA,0.877
PPP1R7,SH2D4A,0.661
PPP1R7,UBXN2B,0.463
PPP1R7,PPP1R3E,0.54
PPP1R7,PPP1R3B,0.54
PPP1R7,PPP1R9B,0.54
PPP1R7,POLR2E,0.407
PPP1R7,PPP1R11,0.802
PPP1R7,PPP1CC,0.964
PPP1R7,LRRC43,0.54
PPP1R7,WBP11,0.407
PPP1R7,KIF18A,0.407
PPP1R7,PQBP1,0.407
PPP1R7,PPP1R13L,0.508
PPP1R7,PPP1R3D,0.54
PPP1R7,PPP1R15B,0.54
PPP1R7,SHOC2,0.54
PPP1R7,PPP1CB,0.905
PPP1R7,PPP1R3C,0.54
PPP1R7,URI1,0.407
PPP1R7,PPP1R2,0.544
PPP1R7,UXT,0.407
PPP1R7,NCK1,0.54
PPP1R7,LRRC46,0.54
PPP1R7,PPP1R16B,0.655
PPP1R7,RIF1,0.407
ID2,CDK2,0.457
ID2,MYOD1,0.605
ID2,RB1,0.457
ID2,ELOC,0.549
ID2,TCF3,0.696
ID2,NKX2-5,0.747
ID2,E2F4,0.539
ID2,RBL2,0.457
ID2,ID4,0.614
ID2,TCF4,0.793
ID2,TCF12,0.677
ID2,SQSTM1,0.567
ODC1,NQO1,0.931
ODC1,OAZ3,0.91
ODC1,AZIN1,0.535
ODC1,OAZ2,0.771
ODC1,OAZ1,0.983
GORASP2,MAN1A1,0.41
GORASP2,TMED4,0.582
GORASP2,GOLGA2,0.899
GORASP2,SLC30A6,0.502
GORASP2,GALNT2,0.41
GORASP2,TMED10,0.433
GORASP2,JAM3,0.422
GORASP2,SEC22A,0.538
GORASP2,BLZF1,0.998
GORASP2,CDK18,0.426
GORASP2,KIF14,0.493
GORASP2,GORASP1,0.445
GORASP2,TMED2,0.457
GORASP2,JAM2,0.422
GORASP2,RAB2A,0.85
GORASP2,GNG7,0.591
GORASP2,TMED7,0.61
GORASP2,TAGLN,0.591
GORASP2,RAB1A,0.508
CEBPZ,EBNA1BP2,0.483
CEBPZ,RRP8,0.41
CEBPZ,ZNF512,0.478
CEBPZ,NFYB,0.527
CEBPZ,SRP68,0.478
CEBPZ,MAK16,0.451
CEBPZ,GTPBP4,0.475
CEBPZ,NIP7,0.56
CEBPZ,NOC2L,0.827
CEBPZ,NOLC1,0.42
CEBPZ,RBM34,0.539
CEBPZ,PUM3,0.467
CEBPZ,RSBN1,0.495
CEBPZ,PES1,0.548
CEBPZ,NOP2,0.643
CEBPZ,PDCD11,0.944
CEBPZ,DDX56,0.529
CEBPZ,WDR46,0.42
RMDN2,SLC39A8,0.553
RMDN2,VAPB,0.536
RMDN2,VAPA,0.445
RMDN2,RMDN3,0.68
DLX2,MSX1,0.454
DLX2,MSX2,0.438
SLC1A4,SLC1A5,0.493
ORC2,MCM4,0.92
ORC2,ORC5,0.998
ORC2,CDK2,0.867
ORC2,ORC3,0.998
ORC2,TERF2,0.457
ORC2,MCM2,0.951
ORC2,REPIN1,0.72
ORC2,RPA2,0.8
ORC2,MCM6,0.904
ORC2,RAD18,0.457
ORC2,DBF4,0.861
ORC2,RPA1,0.799
ORC2,LRWD1,0.97
ORC2,CCNA2,0.524
ORC2,CDC5L,0.719
ORC2,MCM10,0.883
ORC2,ORC4,0.998
ORC2,CDT1,0.916
ORC2,XRCC5,0.429
ORC2,MCM3,0.942
ORC2,CDC7,0.499
ORC2,CDK1,0.598
ORC2,CDC45,0.916
ORC2,FXR1,0.524
ORC2,BRCA1,0.4
ORC2,XRCC6,0.485
ORC2,HMGA1,0.457
ORC2,MCM8,0.937
ORC2,MCM7,0.93
ORC2,CCNB1,0.499
ORC2,ORC1,0.998
PPP3R1,PPP3CA,0.999
PPP3R1,PPP2R5C,0.9
PPP3R1,NFATC2,0.499
PPP3R1,AKAP5,0.601
PPP3R1,PPP2R2A,0.9
PPP3R1,PDHB,0.574
PPP3R1,PPIA,0.963
PPP3R1,PPP2R3B,0.72
PPP3R1,NFATC1,0.971
PPP3R1,PPP2R2C,0.54
PPP3R1,SRBD1,0.457
PPP3R1,PPP4C,0.587
PPP3R1,PPP3CC,0.993
PPP3R1,RCAN3,0.684
PPP3R1,CALML5,0.931
PPP3R1,CALML3,0.931
PPP3R1,TMEM200A,0.422
PPP3R1,PPP4R1,0.72
PPP3R1,PPP4R3A,0.54
PPP3R1,SLC9A1,0.9
PPP3R1,PPP4R3B,0.54
PPP3R1,PPP3CB,0.994
PPP3R1,PPP2R5D,0.54
PPP3R1,PTPA,0.72
PPP3R1,FKBP1A,0.972
PPP3R1,PPP2R5A,0.9
PPP3R1,FAM122A,0.55
PPP3R1,PPP2R2D,0.72
PPP3R1,PPP2R3A,0.72
PPP3R1,PPP2R5E,0.54
PPP3R1,CALM1,0.614
PPP3R1,RCAN1,0.605
PPP3R1,PPP4R2,0.9
PPP3R1,PPP2CA,0.904
PPP3R1,CALML4,0.927
PPP3R1,FKBP1B,0.42
PPP3R1,PPP2R1A,0.9
PPP3R1,IGFBP6,0.517
PPP3R1,NFATC3,0.499
PPP3R1,PICK1,0.487
PPP3R1,RCAN2,0.61
PPP3R1,PPP2R1B,0.54
PLEK,CAVIN2,0.567
KISS1R,GNAQ,0.693
VAX2,CHMP3,0.465
ATP6V1B1,ATP6AP2,0.782
ATP6V1B1,SLC30A5,0.515
ATP6V1B1,LAMTOR1,0.65
ATP6V1B1,ATP6V0D1,0.979
ATP6V1B1,ATP6V1E2,0.962
ATP6V1B1,ATP6V0E2,0.818
ATP6V1B1,RRAGD,0.499
ATP6V1B1,LAMTOR2,0.499
ATP6V1B1,ATP6V1G1,0.977
ATP6V1B1,TMEM199,0.9
ATP6V1B1,MTOR,0.499
ATP6V1B1,LAMTOR3,0.499
ATP6V1B1,ATP6AP1L,0.612
ATP6V1B1,ATP6V0A4,0.92
ATP6V1B1,LAMTOR4,0.499
ATP6V1B1,ATP5F1B,0.925
ATP6V1B1,ATP5MC1,0.58
ATP6V1B1,TBC1D24,0.42
ATP6V1B1,ATP5F1C,0.919
ATP6V1B1,ATP5MC2,0.58
ATP6V1B1,ATP6V1C1,0.948
ATP6V1B1,WDR7,0.639
ATP6V1B1,ATP6V1C2,0.913
ATP6V1B1,CNST,0.73
ATP6V1B1,ATP6AP1,0.642
ATP6V1B1,ATP6V0A2,0.909
ATP6V1B1,RPTOR,0.499
ATP6V1B1,ATP6V0C,0.943
ATP6V1B1,ATP6V0E1,0.738
ATP6V1B1,RRAGC,0.499
ATP6V1B1,ATP6V1B2,0.967
ATP6V1B1,ATP6V0A1,0.965
ATP6V1B1,RRAGB,0.546
ATP6V1B1,ATP6V1A,0.995
ATP6V1B1,LAMTOR5,0.499
ATP6V1B1,ATP6V1E1,0.992
ATP6V1B1,DMXL1,0.683
ATP6V1B1,ATP5F1E,0.54
ATP6V1B1,CCDC115,0.9
ATP6V1B1,TCIRG1,0.89
ATP6V1B1,ATP6V0B,0.907
ATP6V1B1,ATP5F1A,0.904
ATP6V1B1,ATP5PO,0.8
ATP6V1B1,ATP6V1F,0.995
ATP6V1B1,SLC38A9,0.499
ATP6V1B1,ATP6V1H,0.937
ATP6V1B1,NCOA7,0.667
ATP6V1B1,ATP5MC3,0.58
ATP6V1B1,MLST8,0.499
ATP6V1B1,RRAGA,0.546
MSH6,PAXX,0.9
MSH6,XRCC6,0.977
MSH6,XPC,0.9
MSH6,RECQL4,0.496
MSH6,PMS1,0.986
MSH6,BRCA2,0.686
MSH6,ASCC3,0.604
MSH6,H2AX,0.457
MSH6,MCM9,0.688
MSH6,RAD23B,0.9
MSH6,PALB2,0.54
MSH6,ERCC4,0.901
MSH6,KDM1A,0.9
MSH6,MUTYH,0.859
MSH6,BIVM-ERCC5,0.906
MSH6,RPA1,0.408
MSH6,BARD1,0.67
MSH6,NUDCD1,0.619
MSH6,POLD1,0.9
MSH6,ASCC2,0.54
MSH6,FANCD2,0.54
MSH6,ERCC8,0.9
MSH6,PHF21A,0.9
MSH6,ATP23,0.9
MSH6,SMARCAD1,0.456
MSH6,PMS2,0.996
MSH6,ATM,0.995
MSH6,BRCA1,0.936
MSH6,H2AZ1,0.697
MSH6,ASCC1,0.54
MSH6,PCNA,0.887
MSH6,XRCC4,0.9
MSH6,RAD52,0.512
MSH6,RCOR1,0.9
MSH6,XRCC5,0.926
MSH6,DTL,0.536
MSH6,SWSAP1,0.9
MSH6,MSH3,0.999
MSH6,NBN,0.553
MSH6,CETN2,0.9
MSH6,XPA,0.54
MSH6,ERCC3,0.54
MSH6,FEN1,0.629
MSH6,RAD21,0.483
MSH6,LIG4,0.9
MSH6,EXO1,0.928
MSH6,ZSWIM7,0.9
MSH6,BLM,0.863
MSH6,DCLRE1C,0.9
MSH6,FANCM,0.459
MSH6,FBXW7,0.457
MSH6,FANCI,0.54
MSH6,ATR,0.402
MSH6,MLH3,0.974
MSH6,PRKDC,0.926
MSH6,MAP2K1,0.488
MSH6,H3C1,0.457
MSH6,BRD4,0.457
PLEKHA3,SEC24B,0.435
PLEKHA3,SEC24D,0.482
PLEKHA3,OSBP,0.474
PLEKHA3,SEC23B,0.47
PLEKHA3,ARF1,0.991
SPR,CBR1,0.9
SPR,COX17,0.465
SPR,SBDS,0.424
SPR,UFC1,0.422
BCL9,TCF4,0.926
BCL9,LDB1,0.918
BCL9,H3C6,0.8
BCL9,TLE4,0.9
BCL9,H3C1,0.8
BCL9,TCF7,0.54
BCL9,CTNNB1,0.999
BCL9,H3-3A,0.8
BCL9,CDC73,0.556
BCL9,PYGO2,0.985
BCL9,TCF7L2,0.968
BCL9,ASH2L,0.499
BCL9,KMT2D,0.499
BCL9,RBBP5,0.553
BCL9,MEN1,0.499
BCL9,LEF1,0.68
BCL9,H3C8,0.8
BCL9,TCF7L1,0.74
BCL9,TLE3,0.9
BCL9,TLE1,0.9
BCL9,BCL9L,0.949
TMEM59,DNAJC2,0.453
TMEM59,RND1,0.552
TMEM59,STIP1,0.411
TMEM59,ATG16L1,0.744
TMEM59,RHOH,0.563
WDR77,SNRPD2,0.943
WDR77,PCBP2,0.487
WDR77,ZNF207,0.487
WDR77,TSC22D2,0.559
WDR77,HNRNPM,0.616
WDR77,LSM11,0.457
WDR77,SUZ12,0.457
WDR77,HNRNPH1,0.422
WDR77,SF3B4,0.487
WDR77,QKI,0.487
WDR77,SMARCA4,0.63
WDR77,SMARCC1,0.499
WDR77,WIZ,0.428
WDR77,CPSF1,0.458
WDR77,LSM3,0.487
WDR77,SNRPE,0.926
WDR77,ARID1B,0.499
WDR77,CCT3,0.479
WDR77,CCT5,0.437
WDR77,RBM5,0.487
WDR77,RBBP6,0.544
WDR77,SMN1,0.457
WDR77,SMARCC2,0.499
WDR77,ERH,0.9
WDR77,SNRPB,0.956
WDR77,THOC1,0.487
WDR77,SIRT7,0.457
WDR77,ARID2,0.499
WDR77,PRMT1,0.908
WDR77,SUPT5H,0.443
WDR77,SNRPC,0.487
WDR77,BAG2,0.487
WDR77,SF1,0.487
WDR77,PPIL1,0.487
WDR77,SMARCE1,0.499
WDR77,CIRBP,0.457
WDR77,SMARCD2,0.499
WDR77,SMARCD1,0.499
WDR77,CTDP1,0.457
WDR77,SMARCD3,0.499
WDR77,PRMT5,0.999
WDR77,MBD2,0.457
WDR77,SMARCA2,0.499
WDR77,RBM39,0.457
WDR77,CCT7,0.479
WDR77,ARID1A,0.499
WDR77,CLNS1A,0.996
WDR77,CDK19,0.594
WDR77,H4C5,0.8
WDR77,SMARCB1,0.499
WDR77,CPSF3,0.449
WDR77,CDK4,0.762
WDR77,H4C8,0.8
WDR77,H4C11,0.8
WDR77,H4C9,0.8
WDR77,SNRPG,0.9
WDR77,CDK8,0.653
WDR77,PBRM1,0.499
WDR77,PPP1R8,0.487
WDR77,SNRPD1,0.966
WDR77,SNRPF,0.926
WDR77,AR,0.457
WDR77,RIOK1,0.919
WDR77,COPRS,0.797
WDR77,CPSF2,0.47
WDR77,TP53,0.695
WDR77,SAP30BP,0.487
WDR77,PQBP1,0.616
WDR77,TOE1,0.487
C1orf21,PPP2R5A,0.603
C1orf21,PPP2R5E,0.424
C1orf21,TMEM185A,0.414
MAD2L2,POLG,0.9
MAD2L2,POLG2,0.9
MAD2L2,ADAM15,0.42
MAD2L2,PRCC,0.746
MAD2L2,BUB3,0.8
MAD2L2,PCNA,0.499
MAD2L2,CHAMP1,0.708
MAD2L2,MCM3,0.72
MAD2L2,POLA1,0.949
MAD2L2,ADAM9,0.641
MAD2L2,POLA2,0.9
MAD2L2,CBX3,0.42
MAD2L2,TP53BP1,0.85
MAD2L2,RFC3,0.499
MAD2L2,GYG1,0.452
MAD2L2,RFC5,0.499
MAD2L2,RFC1,0.543
MAD2L2,SHLD2,0.999
MAD2L2,CTU2,0.452
MAD2L2,POLI,0.712
MAD2L2,SHLD1,0.987
MAD2L2,POLD4,0.54
MAD2L2,POLE3,0.9
MAD2L2,BUB1B,0.8
MAD2L2,FZR1,0.457
MAD2L2,REV3L,0.999
MAD2L2,CDC27,0.457
MAD2L2,MAD2L1,0.943
MAD2L2,RPA2,0.499
MAD2L2,RAN,0.457
MAD2L2,UBC,0.499
MAD2L2,POGZ,0.639
MAD2L2,CRCP,0.9
MAD2L2,PRIM2,0.9
MAD2L2,UBB,0.499
MAD2L2,EHMT2,0.478
MAD2L2,CDC20,0.631
MAD2L2,ELK1,0.457
MAD2L2,POLK,0.681
MAD2L2,POLD3,0.995
MAD2L2,GYG2,0.452
MAD2L2,POLE,0.954
MAD2L2,PRRC2A,0.42
MAD2L2,RPS27A,0.499
MAD2L2,REV1,0.999
MAD2L2,RPA1,0.499
MAD2L2,UBA52,0.499
MAD2L2,POLD2,0.999
MAD2L2,POLD1,0.954
MAD2L2,MAD1L1,0.9
MAD2L2,RFC4,0.499
MAD2L2,CLTA,0.459
MAD2L2,POLE4,0.9
MAD2L2,GTF2I,0.606
MAD2L2,POLH,0.635
MAD2L2,PRIM1,0.9
MIIP,STK16,0.587
MIIP,PPP1CA,0.403
MIIP,YWHAE,0.405
PRDM2,RB1,0.457
PRDM2,ESR1,0.457
PRDM2,CTBP1,0.671
PRDM2,SMARCA1,0.454
RGS2,GNAI3,0.938
RGS2,GNAS,0.418
RGS2,MARCHF6,0.457
RGS2,GNAQ,0.96
RGS2,CTSB,0.442
RGS2,GNA15,0.63
RGS2,GNA14,0.579
RGS2,DDB1,0.457
RGS2,FBXO44,0.457
RGS2,PRKG1,0.489
WARS2,WARS1,0.9
AKR7A2,SEC13,0.416
AKR7A2,ZBTB1,0.542
AKR7A2,DCTN2,0.61
AKR7A2,NUP133,0.414
AKR7A2,AKR7A3,0.955
AKR7A2,DCTN4,0.547
AKR7A2,ACTR1B,0.547
AKR7A2,ACTR10,0.457
AKR7A2,ACTR1A,0.607
P3H1,COL4A4,0.499
P3H1,COL21A1,0.499
P3H1,COL4A3,0.499
P3H1,COL4A5,0.499
P3H1,COL4A6,0.499
P3H1,UQCC2,0.429
P3H1,NUDT21,0.422
P3H1,COL9A2,0.499
P3H1,NUDCD1,0.619
P3H1,COL9A3,0.499
P3H1,COL13A1,0.499
P3H1,COL11A2,0.499
P3H1,COL16A1,0.499
P3H1,PPIB,0.996
P3H1,COL11A1,0.499
P3H1,COL8A2,0.601
P3H1,COL22A1,0.499
P3H1,COL6A3,0.58
P3H1,CRTAP,0.997
P3H1,COL6A1,0.523
P3H1,COL2A1,0.584
P3H1,COL8A1,0.545
P3H1,VPS37D,0.448
P3H1,COL4A1,0.499
P3H1,COL12A1,0.499
P3H1,COL6A2,0.499
P3H1,COL7A1,0.499
P3H1,COL4A2,0.618
P3H1,COL27A1,0.553
P3H1,COL28A1,0.499
P3H1,COL5A1,0.507
P3H1,COL26A1,0.499
P3H1,COL3A1,0.499
P3H1,COL5A3,0.499
P3H1,COL6A6,0.499
P3H1,COL5A2,0.499
P3H1,COL18A1,0.499
P3H1,COL10A1,0.659
P3H1,COL15A1,0.499
P3H1,COL14A1,0.499
P3H1,COL1A2,0.499
SLC19A2,TSPAN1,0.707
SLC19A2,ATP5F1B,0.448
SLC19A2,ATP5PB,0.528
VAMP4,TFRC,0.4
VAMP4,SYS1,0.499
VAMP4,STX2,0.736
VAMP4,RAB6A,0.499
VAMP4,SCFD1,0.653
VAMP4,STX8,0.871
VAMP4,IGF2R,0.4
VAMP4,STX10,0.909
VAMP4,STX7,0.867
VAMP4,VTI1A,0.999
VAMP4,AP2A1,0.499
VAMP4,SLC2A8,0.4
VAMP4,GOLGA1,0.528
VAMP4,TGOLN2,0.818
VAMP4,SNAP23,0.84
VAMP4,AP1M1,0.512
VAMP4,NAPA,0.878
VAMP4,STX18,0.807
VAMP4,VAMP8,0.54
VAMP4,NSF,0.776
VAMP4,CLEC12A,0.57
VAMP4,BET1L,0.544
VAMP4,STXBP5,0.54
VAMP4,NBAS,0.605
VAMP4,COG5,0.499
VAMP4,VAMP2,0.624
VAMP4,RIC1,0.499
VAMP4,RAB6B,0.499
VAMP4,STX11,0.819
VAMP4,VPS45,0.599
VAMP4,VPS52,0.645
VAMP4,VTI1B,0.944
VAMP4,AP2A2,0.499
VAMP4,AP2M1,0.499
VAMP4,STX6,0.999
VAMP4,ARFRP1,0.499
VAMP4,STX4,0.852
VAMP4,CD3G,0.4
VAMP4,STX12,0.987
VAMP4,GOSR2,0.792
VAMP4,COG8,0.499
VAMP4,COG4,0.499
VAMP4,VAMP7,0.686
VAMP4,STX16,0.995
VAMP4,VPS54,0.741
VAMP4,VAMP1,0.599
VAMP4,VPS51,0.598
VAMP4,SCARB2,0.4
VAMP4,COG1,0.499
VAMP4,CPLX3,0.54
VAMP4,STX17,0.617
VAMP4,STX5,0.856
VAMP4,VPS53,0.838
VAMP4,COG6,0.499
VAMP4,STX19,0.656
VAMP4,AP2B1,0.528
VAMP4,SNX4,0.54
VAMP4,CPLX1,0.54
VAMP4,NAPG,0.834
VAMP4,GCC2,0.499
VAMP4,SEC22B,0.54
VAMP4,COG3,0.499
VAMP4,TMF1,0.499
VAMP4,AP2S1,0.499
VAMP4,TF,0.4
VAMP4,SCFD2,0.614
VAMP4,GOLGA4,0.499
VAMP4,COG7,0.499
VAMP4,SNAP47,0.864
VAMP4,TSNARE1,0.586
VAMP4,STX3,0.852
VAMP4,IL7R,0.4
VAMP4,RGP1,0.499
VAMP4,CD3D,0.4
VAMP4,COG2,0.499
VAMP4,ARL1,0.499
VAMP4,GCC1,0.499
VAMP4,USE1,0.814
VAMP4,NAPB,0.877
SYF2,EIF4A3,0.8
SYF2,SNRPA1,0.997
SYF2,MCM3,0.649
SYF2,ISY1,0.984
SYF2,SNIP1,0.516
SYF2,SNRPB2,0.984
SYF2,CCDC12,0.811
SYF2,CWC15,0.992
SYF2,CWC25,0.866
SYF2,TFIP11,0.889
SYF2,CASC3,0.8
SYF2,DHX16,0.506
SYF2,ZC3H18,0.457
SYF2,DHX35,0.748
SYF2,MYEF2,0.56
SYF2,PRKRIP1,0.8
SYF2,CWF19L2,0.982
SYF2,BCAS2,0.994
SYF2,CWC22,0.985
SYF2,MAGOH,0.8
SYF2,SNRPG,0.991
SYF2,PRPF8,0.993
SYF2,CDC5L,0.999
SYF2,SNRPD1,0.985
SYF2,MAGOHB,0.8
SYF2,BUD31,0.997
SYF2,SNRPF,0.987
SYF2,YJU2,0.95
SYF2,PPIG,0.8
SYF2,PPIL1,0.997
SYF2,FAM32A,0.8
SYF2,SNRPB,0.987
SYF2,NKAPD1,0.447
SYF2,NKAP,0.8
SYF2,PSME3IP1,0.8
SYF2,SLU7,0.862
SYF2,CWF19L1,0.815
SYF2,SNRNP40,0.987
SYF2,GCFC2,0.911
SYF2,SNRNP200,0.94
SYF2,HSPA8,0.54
SYF2,CDC40,0.995
SYF2,DVL3,0.597
SYF2,PPWD1,0.8
SYF2,SNRPE,0.992
SYF2,PPIE,0.992
SYF2,CRNKL1,0.999
SYF2,CCNDBP1,0.681
SYF2,TSSC4,0.616
SYF2,HNRNPM,0.54
SYF2,WDR83,0.562
SYF2,DHX15,0.972
SYF2,SRRM2,0.986
SYF2,WDR70,0.8
SYF2,EFTUD2,0.994
SYF2,RBM8A,0.8
SYF2,SNRPD2,0.985
SYF2,PLRG1,0.997
SYF2,CTNNBL1,0.54
SYF2,ESS2,0.583
SYF2,XAB2,0.999
SYF2,CCDC130,0.737
SYF2,SNRPN,0.676
SYF2,DHX38,0.9
SYF2,CACTIN,0.8
SYF2,SNW1,0.997
SYF2,SDE2,0.8
SYF2,ELAVL2,0.414
CTSD,ATP6AP2,0.703
CTSD,SPRED2,0.427
