ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
7922870,TRMT1L,tRNA methyltransferase 1 like,81627,0.05647,0.000275,4.98,0.68242,0.71
8163402,PTBP3,polypyrimidine tract binding protein 3,9991,0.05647,0.000279,4.98,0.67029,0.702
8095585,SLC4A4,solute carrier family 4 member 4,8671,0.05647,0.000279,4.98,0.66914,1.03
7917359,ZNHIT6,zinc finger HIT-type containing 6,54680,0.05647,0.00028,4.97,0.6645,0.764
8112033,ARL15,ADP ribosylation factor like GTPase 15,54622,0.057587,0.000296,4.94,0.61558,0.74
8089448,DPPA4,developmental pluripotency associated 4,55211,0.059421,0.000312,4.91,0.56524,0.824
8093336,ABCA11P,"ATP binding cassette subfamily A member 11, pseudogene///zinc finger protein 141",79963,0.060059,0.000317,4.9,0.5501,0.824
8079198,ZNF660,zinc finger protein 660,285349,0.063698,0.000346,4.85,0.4707,0.836
8148280,SQLE,squalene epoxidase,6713,0.063698,0.000346,4.85,0.4698,0.774
8044919,RALB,RALB Ras like proto-oncogene B,5899,0.063713,0.00035,4.85,0.4594,0.778
8174051,BTK,Bruton tyrosine kinase,695,0.064315,0.000355,4.84,0.44567,0.858
8122013,L3MBTL3,l(3)mbt-like 3 (Drosophila),84456,0.06445,0.000358,4.83,0.4387,0.744
7933999,RUFY2,RUN and FYVE domain containing 2,55680,0.064606,0.000363,4.83,0.42651,0.682
8047174,SLC39A10,solute carrier family 39 member 10,57181,0.06524,0.000368,4.82,0.41254,0.768
7972297,ABCC4,ATP binding cassette subfamily C member 4,10257,0.065245,0.000372,4.81,0.40382,0.726
7921144,SH2D2A,SH2 domain containing 2A,9047,0.065459,0.000375,4.81,0.39477,0.782
7980537,STON2,stonin 2,85439,0.066781,0.000389,4.79,0.36182,1.21
8014316,CCL5,C-C motif chemokine ligand 5,6352,0.067658,0.000398,4.77,0.34023,1.89
8040113,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",8853,0.068873,0.000409,4.76,0.31604,0.844
8163505,HDHD3,haloacid dehalogenase like hydrolase domain containing 3,81932,0.069643,0.000416,4.75,0.29936,0.688
8176234,CLIC2,chloride intracellular channel 2,1193,0.071726,0.000434,4.72,0.25972,1.02
8042373,ETAA1,Ewing tumor associated antigen 1,54465,0.071726,0.000435,4.72,0.25817,0.782
8067113,ZNF217,zinc finger protein 217,7764,0.072063,0.000439,4.72,0.24924,0.96
7938485,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",9645,0.073422,0.00045,4.7,0.22736,0.87
8057719,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,26275,0.073477,0.000457,4.7,0.21311,0.706
8052526,XPO1,exportin 1,7514,0.074031,0.000469,4.68,0.18848,0.764
7938989,GAS2,growth arrest specific 2,2620,0.075922,0.000488,4.66,0.15218,0.698
8024518,ZNF555,zinc finger protein 555,148254,0.075922,0.000489,4.66,0.15027,1.21
8050160,MBOAT2,membrane bound O-acyltransferase domain containing 2,129642,0.077127,0.000501,4.64,0.12725,0.83
7960637,LPAR5,lysophosphatidic acid receptor 5,57121,0.077127,0.000508,4.64,0.11438,0.726
7936463,ABLIM1,actin binding LIM protein 1,3983,0.077127,0.000509,4.63,0.11305,0.824
7966127,SELPLG,selectin P ligand,6404,0.077127,0.000512,4.63,0.10739,0.728
7932765,MPP7,membrane palmitoylated protein 7,143098,0.077844,0.000519,4.62,0.09459,0.904
8005475,TRIM16L,tripartite motif containing 16-like///tripartite motif containing 16,147166,0.078701,0.000539,4.6,0.05967,0.826
8165911,TBL1X,transducin (beta)-like 1X-linked,6907,0.080825,0.000558,4.58,0.02681,0.792
8132399,YAE1D1,Yae1 domain containing 1,57002,0.08145,0.000571,4.57,0.00669,0.992
7996341,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2,57546,0.08145,0.000572,4.57,0.00443,0.812
8080621,CCDC66,coiled-coil domain containing 66,285331,0.08145,0.000572,4.57,0.00363,0.742
8046318,DCAF17,DDB1 and CUL4 associated factor 17,80067,0.08303,0.000588,4.55,-0.02213,0.748
7969228,ALG11,"ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)",440138,0.08375,0.000599,4.54,-0.038,0.724
8120067,SLC25A27,solute carrier family 25 member 27,9481,0.08472,0.000611,4.53,-0.0565,0.882
8099850,TMEM156,transmembrane protein 156,80008,0.085061,0.000616,4.53,-0.06531,1.22
7906767,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIb,9103,0.085061,0.000618,4.53,-0.06794,0.94
8170187,CD40LG,CD40 ligand,959,0.086039,0.000638,4.51,-0.0976,1.66
7947363,WT1,Wilms tumor 1,7490,0.087125,0.000654,4.49,-0.12036,0.856
7930614,NHLRC2,NHL repeat containing 2///NHL repeat containing 2,374354,0.087125,0.000661,4.49,-0.1302,0.714
8052233,CLHC1,clathrin heavy chain linker domain containing 1,130162,0.087125,0.000667,4.48,-0.13917,0.75
8092134,PLD1,phospholipase D1,5337,0.087125,0.000674,4.48,-0.14873,0.716
7981992,SNORD116-22,"small nucleolar RNA, C/D box 116-22",100033433,0.087125,0.000683,4.47,-0.16068,0.856
8168359,NHSL2,NHS like 2,340527,0.087125,0.000684,4.47,-0.16203,0.782
8174474,ACSL4,acyl-CoA synthetase long-chain family member 4,2182,0.087125,0.000686,4.47,-0.16411,0.732
8156228,CTSL,cathepsin L,1514,0.087209,0.000694,4.46,-0.17561,0.9
7951422,MSANTD4,Myb/SANT DNA binding domain containing 4 with coiled-coils,84437,0.087746,0.000701,4.46,-0.18482,0.694
8058221,TRAK2,trafficking kinesin protein 2,66008,0.088957,0.000716,4.44,-0.20455,0.772
8036503,RASGRP4,RAS guanyl releasing protein 4,115727,0.090631,0.000735,4.43,-0.22883,0.892
7910694,EDARADD,EDAR associated death domain,128178,0.092211,0.000762,4.41,-0.262,0.806
8117655,ZSCAN9,zinc finger and SCAN domain containing 9,7746,0.093326,0.000782,4.39,-0.28664,0.718
8030954,ZNF137P,"zinc finger protein 137, pseudogene",7696,0.093909,0.00079,4.39,-0.29577,0.738
7965812,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits,79158,0.095054,0.000818,4.37,-0.32815,0.684
8109403,MFAP3,microfibrillar associated protein 3,4238,0.095054,0.00082,4.37,-0.33111,0.984
8138277,VWDE,von Willebrand factor D and EGF domains,221806,0.095413,0.00084,4.36,-0.35284,0.986
7990511,PTPN9,"protein tyrosine phosphatase, non-receptor type 9",5780,0.095554,0.000846,4.35,-0.36003,0.724
7908351,PLA2G4A,phospholipase A2 group IVA,5321,0.095554,0.000853,4.35,-0.36813,0.742
7983940,FAM63B,family with sequence similarity 63 member B,54629,0.095554,0.000858,4.34,-0.37254,0.78
7933092,ZNF248,zinc finger protein 248,57209,0.095554,0.000858,4.34,-0.37311,0.69
7902235,LRRC7,leucine rich repeat containing 7,57554,0.097949,0.000891,4.32,-0.40856,1.37
8031632,ZNF542P,"zinc finger protein 542, pseudogene",147947,0.098125,0.000898,4.32,-0.41598,0.752
8012953,TRIM16,tripartite motif containing 16,10626,0.099408,0.00092,4.3,-0.43759,0.888
8133062,ZNF273,zinc finger protein 273,10793,0.100147,0.000932,4.3,-0.45053,0.684
7902965,BTBD8,BTB domain containing 8,284697,0.101036,0.00095,4.29,-0.46775,1.06
7938890,PRMT3,protein arginine methyltransferase 3,10196,0.102713,0.000983,4.27,-0.49936,0.698
7918467,LRIF1,ligand dependent nuclear receptor interacting factor 1,55791,0.102713,0.000984,4.27,-0.50037,1.02
8039062,ZNF665,zinc finger protein 665,79788,0.102713,0.000989,4.26,-0.50583,0.916
8147101,E2F5,E2F transcription factor 5,1875,0.102713,0.000991,4.26,-0.50711,0.698
8036813,ZNF780B,zinc finger protein 780B,163131,0.102713,0.000996,4.26,-0.5122,0.764
8027292,ZNF431,zinc finger protein 431,170959,0.102944,0.00101,4.26,-0.52072,0.708
7908488,CFHR1,complement factor H related 1,3078,0.102944,0.00101,4.25,-0.52284,0.952
8007949,EFCAB13,EF-hand calcium binding domain 13,124989,0.105267,0.00105,4.23,-0.55784,0.84
7969050,CYSLTR2,cysteinyl leukotriene receptor 2,57105,0.107733,0.00109,4.21,-0.59382,0.928
7902043,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6,9829,0.109166,0.00112,4.2,-0.62226,0.698
7937335,IFITM1,interferon induced transmembrane protein 1,8519,0.109166,0.00112,4.2,-0.62287,1.05
7932433,NSUN6,NOP2/Sun RNA methyltransferase family member 6,221078,0.109166,0.00112,4.2,-0.62297,0.78
7958262,TCP11L2,t-complex 11 like 2,255394,0.109166,0.00113,4.19,-0.62783,0.974
8117243,CARMIL1,capping protein regulator and myosin 1 linker 1,55604,0.109166,0.00113,4.19,-0.63011,0.696
8102988,GYPE,glycophorin E (MNS blood group),2996,0.109166,0.00113,4.19,-0.63071,1.45
7943349,ARHGAP42,Rho GTPase activating protein 42,143872,0.110123,0.00115,4.18,-0.64297,0.978
8025984,ZNF844,zinc finger protein 844,284391,0.110123,0.00115,4.18,-0.64926,1
7964665,DPY19L2,dpy-19 like 2,283417,0.110227,0.00117,4.17,-0.66112,0.768
7924817,PRO2012,uncharacterized protein PRO2012,55478,0.111635,0.00119,4.17,-0.67561,0.814
8011415,P2RX5-TAX1BP3,P2RX5-TAX1BP3 readthrough (NMD candidate)///purinergic receptor P2X 5,100533970,0.111747,0.00119,4.16,-0.67918,0.864
8002381,COG4,component of oligomeric golgi complex 4,25839,0.112198,0.0012,4.16,-0.68966,0.724
8092230,ZMAT3,zinc finger matrin-type 3,64393,0.114641,0.00125,4.14,-0.72383,0.702
8034315,ZNF823,zinc finger protein 823,55552,0.115583,0.00127,4.13,-0.73662,0.926
8036318,ZNF566,zinc finger protein 566,84924,0.115583,0.00127,4.13,-0.73806,0.856
8041519,RMDN2,regulator of microtubule dynamics 2,151393,0.119525,0.00136,4.09,-0.80285,0.804
8098556,PRIMPOL,primase and DNA directed polymerase,201973,0.119525,0.00136,4.09,-0.80529,0.786
7962794,ZNF641,zinc finger protein 641,121274,0.119525,0.00136,4.09,-0.8055,0.76
7920687,GBAP1,glucosylceramidase beta pseudogene 1,2630,0.11968,0.00138,4.08,-0.81947,0.758
8152988,SLA,Src-like-adaptor,6503,0.11968,0.00139,4.08,-0.82073,0.864
8166723,XK,X-linked Kx blood group,7504,0.11968,0.00139,4.08,-0.82084,1
8089299,CD47,CD47 molecule,961,0.11968,0.00139,4.08,-0.82133,0.828
8046502,SCRN3,secernin 3,79634,0.121056,0.00141,4.07,-0.83683,0.768
8038824,SIGLEC10,sialic acid binding Ig like lectin 10,89790,0.121086,0.00142,4.07,-0.84436,0.732
8066985,FAM65C,family with sequence similarity 65 member C,140876,0.121217,0.00143,4.06,-0.85002,0.73
7916219,COA7,cytochrome c oxidase assembly factor 7 (putative),65260,0.121351,0.00145,4.06,-0.86186,0.704
8178074,C6orf25,chromosome 6 open reading frame 25,80739,0.121351,0.00145,4.06,-0.86189,0.852
8029368,ZNF284,zinc finger protein 284,342909,0.123965,0.00152,4.03,-0.90796,0.836
8172225,EFHC2,EF-hand domain containing 2,80258,0.123965,0.00153,4.03,-0.91424,0.724
8136115,STRIP2,striatin interacting protein 2,57464,0.124271,0.00156,4.02,-0.93076,1.01
8069711,LTN1,listerin E3 ubiquitin protein ligase 1,26046,0.124602,0.00157,4.01,-0.93557,0.694
8150877,SNORD54,"small nucleolar RNA, C/D box 54",26795,0.12463,0.0016,4,-0.95504,0.916
8162039,C9orf64,chromosome 9 open reading frame 64,84267,0.125489,0.00166,3.98,-0.98963,0.82
8060977,SLX4IP,SLX4 interacting protein,128710,0.125489,0.00167,3.98,-0.9968,0.732
8144669,FDFT1,farnesyl-diphosphate farnesyltransferase 1///farnesyl-diphosphate farnesyltransferase 1,2222,0.125489,0.00169,3.97,-1.00635,0.714
7920123,S100A10,S100 calcium binding protein A10,6281,0.125489,0.0017,3.97,-1.0091,1.54
8079407,CCRL2,C-C motif chemokine receptor like 2///C-C motif chemokine receptor like 2,9034,0.127113,0.00176,3.95,-1.04319,0.696
7978066,AP1G2,adaptor related protein complex 1 gamma 2 subunit,8906,0.127113,0.00176,3.95,-1.04332,0.726
8036389,ZNF585B,zinc finger protein 585B,92285,0.128438,0.0018,3.94,-1.06588,0.992
7969835,PCCA,propionyl-CoA carboxylase alpha subunit,5095,0.130187,0.00185,3.92,-1.09162,0.712
7933947,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4,26091,0.133403,0.00193,3.9,-1.12861,0.724
7937079,BNIP3,BCL2 interacting protein 3,664,0.135459,0.002,3.88,-1.16167,0.708
8110920,FASTKD3,FAST kinase domains 3,79072,0.137725,0.00208,3.86,-1.20114,0.702
8158059,STXBP1,syntaxin binding protein 1,6812,0.139949,0.00215,3.84,-1.22948,0.746
8081953,GTF2E1,general transcription factor IIE subunit 1,2960,0.14233,0.00225,3.82,-1.27122,0.792
7922412,SNORD77,"small nucleolar RNA, C/D box 77",692197,0.14233,0.00226,3.82,-1.27681,1.31
8132097,INMT-FAM188B,INMT-FAM188B readthrough (NMD candidate)///family with sequence similarity 188 member B,100526825,0.143782,0.00229,3.81,-1.28882,0.732
8004940,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",56985,0.147278,0.00246,3.77,-1.35562,0.978
7909601,SNORA16B,"small nucleolar RNA, H/ACA box 16B",692157,0.149438,0.00254,3.75,-1.38685,0.936
8041225,EHD3,EH domain containing 3,30845,0.149438,0.00257,3.75,-1.39563,0.686
7957793,ACTR6,ARP6 actin-related protein 6 homolog,64431,0.149438,0.00257,3.75,-1.39611,0.742
8091972,MECOM,MDS1 and EVI1 complex locus,2122,0.149485,0.00258,3.75,-1.39905,0.738
8005110,ZNF286B,zinc finger protein 286B///zinc finger protein 286A,729288,0.150706,0.00263,3.74,-1.41739,0.8
8091385,CP,ceruloplasmin (ferroxidase),1356,0.152291,0.00272,3.72,-1.4502,1.15
8084128,TTC14,tetratricopeptide repeat domain 14,151613,0.152291,0.00272,3.72,-1.45064,0.764
8030950,ZNF701,zinc finger protein 701,55762,0.153569,0.00278,3.71,-1.47068,0.94
8077353,TRNT1,tRNA nucleotidyl transferase 1,51095,0.153916,0.0028,3.7,-1.47607,0.968
7995096,ITGAM,integrin subunit alpha M,3684,0.154681,0.00283,3.7,-1.48653,0.792
7950067,DHCR7,7-dehydrocholesterol reductase,1717,0.154681,0.00283,3.7,-1.48675,0.998
8133057,ZNF138,zinc finger protein 138,7697,0.154681,0.00283,3.7,-1.48677,0.784
7980580,GALC,galactosylceramidase,2581,0.154681,0.00283,3.7,-1.48686,0.784
7932186,DCLRE1C,DNA cross-link repair 1C,64421,0.160462,0.00307,3.65,-1.56311,0.708
8063755,FAM217B,family with sequence similarity 217 member B,63939,0.16134,0.00311,3.65,-1.57557,0.682
7991566,LINS1,lines homolog 1,55180,0.16134,0.00312,3.64,-1.57834,0.772
8132013,CHN2,chimerin 2,1124,0.161784,0.00317,3.64,-1.59341,0.87
7998434,TPSB2,tryptase beta 2 (gene/pseudogene)///tryptase delta 1///tryptase alpha/beta 1,64499,0.163153,0.00327,3.62,-1.62161,1.31
8151056,CYP7B1,cytochrome P450 family 7 subfamily B member 1,9420,0.164303,0.00333,3.61,-1.63854,0.692
8062571,FAM83D,family with sequence similarity 83 member D,81610,0.164303,0.00334,3.61,-1.64195,0.682
8160332,MLLT3,"MLLT3, super elongation complex subunit",4300,0.164303,0.00335,3.61,-1.64348,0.772
7982187,APBA2,amyloid beta precursor protein binding family A member 2,321,0.165124,0.00342,3.6,-1.66295,0.73
8025828,LDLR,low density lipoprotein receptor,3949,0.165124,0.00342,3.6,-1.66312,0.784
8035803,ZNF708,zinc finger protein 708,7562,0.165752,0.00344,3.59,-1.67072,0.698
7923119,ZBTB41,zinc finger and BTB domain containing 41,360023,0.166166,0.00347,3.59,-1.67843,0.79
8030978,ZNF845,zinc finger protein 845,91664,0.167544,0.00351,3.58,-1.68881,1.08
8147307,FAM92A1,family with sequence similarity 92 member A1,137392,0.169139,0.00356,3.57,-1.70166,0.718
8057578,CALCRL,calcitonin receptor like receptor,10203,0.169797,0.00358,3.57,-1.70661,0.886
8044882,EPB41L5,erythrocyte membrane protein band 4.1 like 5,57669,0.17002,0.00362,3.57,-1.7171,0.722
7920664,THBS3,thrombospondin 3,7059,0.170037,0.00363,3.56,-1.71952,0.724
8030993,ZNF761,zinc finger protein 761,388561,0.170392,0.00367,3.56,-1.73013,0.89
8164833,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1///globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",26301,0.172562,0.00378,3.54,-1.75692,0.712
8039006,ZNF320,zinc finger protein 320,162967,0.172811,0.00381,3.54,-1.76404,0.806
8014264,PEX12,peroxisomal biogenesis factor 12,5193,0.173476,0.00387,3.53,-1.78055,0.898
8008598,PCTP,phosphatidylcholine transfer protein,58488,0.175401,0.00398,3.52,-1.80501,0.71
8113491,STARD4,StAR related lipid transfer domain containing 4,134429,0.176234,0.00406,3.51,-1.82302,0.742
8007471,NBR1,"NBR1, autophagy cargo receptor",4077,0.176234,0.00407,3.5,-1.82605,0.734
8026533,HSH2D,hematopoietic SH2 domain containing,84941,0.176234,0.00408,3.5,-1.82761,0.738
8157058,FSD1L,fibronectin type III and SPRY domain containing 1 like,83856,0.179818,0.00426,3.48,-1.86913,0.704
8138745,HOXA7,homeobox A7,3204,0.180324,0.00429,3.47,-1.87652,0.7
7929831,HIF1AN,hypoxia inducible factor 1 alpha subunit inhibitor,55662,0.18102,0.00434,3.47,-1.88658,0.714
7942596,SERPINH1,serpin family H member 1,871,0.18102,0.00436,3.47,-1.89072,0.69
8030931,ZNF528,zinc finger protein 528,84436,0.183525,0.00446,3.46,-1.91088,0.744
8034320,ZNF433,zinc finger protein 433,163059,0.183851,0.00452,3.45,-1.92348,0.802
7970716,LNX2,ligand of numb-protein X 2,222484,0.184652,0.00455,3.44,-1.93019,0.708
8034344,ZNF625-ZNF20,ZNF625-ZNF20 readthrough (NMD candidate)///zinc finger protein 625,100529855,0.184652,0.00456,3.44,-1.93215,0.754
7993167,ATF7IP2,activating transcription factor 7 interacting protein 2,80063,0.184652,0.00457,3.44,-1.93439,0.686
8024532,ZNF57,zinc finger protein 57,126295,0.184994,0.00461,3.44,-1.94223,0.946
8111941,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1,3157,0.184994,0.00462,3.44,-1.9453,0.896
8012539,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6,146850,0.185327,0.00467,3.43,-1.95556,0.878
8027297,ZNF738,zinc finger protein 738,148203,0.185327,0.0047,3.43,-1.95962,0.69
8046646,OSBPL6,oxysterol binding protein like 6,114880,0.185327,0.00473,3.42,-1.96618,0.962
8025927,ZNF627,zinc finger protein 627///zinc finger protein 627,199692,0.185327,0.00473,3.42,-1.96657,1.15
8034401,ZNF564,zinc finger protein 564,163050,0.185893,0.00479,3.42,-1.97828,0.748
7933619,SGMS1,sphingomyelin synthase 1,259230,0.188893,0.00496,3.4,-2.0115,0.682
