#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EDEM3	SERPINH1	9606.ENSP00000318147	9606.ENSP00000434412	0	0.470	0	0	0.470
EDEM3	ERLIN2	9606.ENSP00000318147	9606.ENSP00000428112	0	0.470	0	0	0.470
EDN3	EDNRB	9606.ENSP00000337128	9606.ENSP00000366416	0	0.544	0.500	0	0.762
EDNRB	GNAI3	9606.ENSP00000366416	9606.ENSP00000358867	0	0	0.900	0	0.900
EDNRB	GNAI1	9606.ENSP00000366416	9606.ENSP00000497260	0	0	0.900	0	0.900
EGF	SH3GL3	9606.ENSP00000265171	9606.ENSP00000320092	0	0	0.500	0	0.499
EGF	RHOA	9606.ENSP00000265171	9606.ENSP00000400175	0	0	0.500	0	0.499
EGF	PDGFA	9606.ENSP00000265171	9606.ENSP00000346508	0	0	0.900	0	0.900
EIF4A2	EIF4E	9606.ENSP00000326381	9606.ENSP00000425561	0	0.407	0.720	0	0.826
ENC1	KCTD5	9606.ENSP00000499185	9606.ENSP00000301738	0	0	0.540	0	0.540
ENC1	KLHL13	9606.ENSP00000499185	9606.ENSP00000419803	0	0.206	0.900	0	0.917
ESRP1	RBPMS2	9606.ENSP00000405738	9606.ENSP00000300069	0	0.551	0	0	0.551
ESRP1	HNRNPF	9606.ENSP00000405738	9606.ENSP00000400433	0	0	0.500	0	0.499
EZH2	RARA	9606.ENSP00000320147	9606.ENSP00000254066	0	0.292	0.500	0	0.630
EZH2	ZBTB16	9606.ENSP00000320147	9606.ENSP00000338157	0	0.457	0	0	0.457
EZR	RHOA	9606.ENSP00000338934	9606.ENSP00000400175	0	0.448	0	0	0.448
F11R	TGFB1	9606.ENSP00000357005	9606.ENSP00000221930	0	0	0.500	0	0.499
F11R	RHOA	9606.ENSP00000357005	9606.ENSP00000400175	0	0	0.800	0	0.800
F2RL2	GNB1	9606.ENSP00000296641	9606.ENSP00000367872	0	0	0.500	0	0.499
FABP4	LIPE	9606.ENSP00000256104	9606.ENSP00000244289	0	0.483	0.700	0	0.838
FAM189A2	YWHAE	9606.ENSP00000304435	9606.ENSP00000264335	0	0.420	0	0	0.420
FAM189A2	YWHAZ	9606.ENSP00000304435	9606.ENSP00000379287	0	0.421	0	0	0.420
FGF2	PTX3	9606.ENSP00000264498	9606.ENSP00000295927	0	0.618	0	0	0.618
FGF2	S100B	9606.ENSP00000264498	9606.ENSP00000291700	0	0.926	0	0	0.926
FGFR1OP	MAPRE1	9606.ENSP00000355812	9606.ENSP00000364721	0	0.457	0	0	0.457
FKBP4	STIP1	9606.ENSP00000001008	9606.ENSP00000351646	0	0.345	0.500	0	0.658
FKBP4	NR3C2	9606.ENSP00000001008	9606.ENSP00000350815	0	0.089	0.800	0	0.810
FKBP4	HSP90AB1	9606.ENSP00000001008	9606.ENSP00000360609	0	0.509	0.500	0	0.744
FN1	HIP1	9606.ENSP00000346839	9606.ENSP00000336747	0	0	0.400	0	0.400
FN1	NRAS	9606.ENSP00000346839	9606.ENSP00000358548	0	0	0.500	0	0.499
FOLR1	SEC23IP	9606.ENSP00000377284	9606.ENSP00000358071	0	0	0.500	0	0.499
FOLR1	SAR1B	9606.ENSP00000377284	9606.ENSP00000385432	0	0	0.500	0	0.499
FOXA1	TLE3	9606.ENSP00000250448	9606.ENSP00000452871	0	0.292	0.800	0	0.852
FOXA1	GATA3	9606.ENSP00000250448	9606.ENSP00000368632	0	0.457	0.900	0	0.943
FRYL	SCCPDH	9606.ENSP00000351113	9606.ENSP00000355467	0	0.476	0	0	0.476
FUS	HNRNPF	9606.ENSP00000254108	9606.ENSP00000400433	0	0.294	0.400	0	0.558
FUS	SRSF3	9606.ENSP00000254108	9606.ENSP00000362820	0	0.205	0.400	0	0.502
FUS	MATR3-2	9606.ENSP00000254108	9606.ENSP00000354346	0	0.464	0	0	0.463
FUS	TNPO1	9606.ENSP00000254108	9606.ENSP00000336712	0	0.958	0	0	0.958
FZD4	WNT5A	9606.ENSP00000434034	9606.ENSP00000264634	0	0.078	0.900	0	0.903
FZD4	GNB1	9606.ENSP00000434034	9606.ENSP00000367872	0	0	0.500	0	0.499
GATA3	USP21	9606.ENSP00000368632	9606.ENSP00000356981	0	0.457	0.700	0	0.830
GATA3	TLE3	9606.ENSP00000368632	9606.ENSP00000452871	0	0.041	0.800	0	0.800
GDI2	RAB5A	9606.ENSP00000369538	9606.ENSP00000273047	0	0.597	0.500	0	0.790
GDI2	RAB14	9606.ENSP00000369538	9606.ENSP00000362946	0	0.200	0.500	0	0.582
GDI2	RAB31	9606.ENSP00000369538	9606.ENSP00000461945	0	0.604	0.500	0	0.793
GDI2	RAB1A	9606.ENSP00000369538	9606.ENSP00000387286	0	0.764	0.500	0	0.877
GHR	JAK1	9606.ENSP00000483403	9606.ENSP00000499900	0	0.292	0.800	0	0.852
GNAI1	GNAL	9606.ENSP00000497260	9606.ENSP00000334051	0	0	0.540	0	0.540
GNAI1	GNAI3	9606.ENSP00000497260	9606.ENSP00000358867	0	0.679	0.900	0	0.966
GNAI1	GNB1	9606.ENSP00000497260	9606.ENSP00000367872	0	0.980	0.650	0	0.992
GNAI3	GNAL	9606.ENSP00000358867	9606.ENSP00000334051	0	0	0.540	0	0.540
GNAI3	GNB1	9606.ENSP00000358867	9606.ENSP00000367872	0	0.977	0.650	0	0.991
GNAL	MAGED2	9606.ENSP00000334051	9606.ENSP00000364193	0	0.661	0	0	0.661
GNAL	GNB1	9606.ENSP00000334051	9606.ENSP00000367872	0	0.362	0.900	0	0.933
GNB1	WNT5A	9606.ENSP00000367872	9606.ENSP00000264634	0	0	0.500	0	0.499
GNB1	OXTR	9606.ENSP00000367872	9606.ENSP00000324270	0	0.809	0	0	0.809
GNB1	PREX1	9606.ENSP00000367872	9606.ENSP00000361009	0	0.900	0	0	0.900
GYG2	STBD1	9606.ENSP00000370555	9606.ENSP00000237642	0	0.584	0	0	0.584
HACD3	PGRMC1	9606.ENSP00000261875	9606.ENSP00000217971	0	0.443	0	0	0.443
HACD3	SCD5	9606.ENSP00000261875	9606.ENSP00000316329	0	0	0.900	0	0.900
HLA-DRA	SAR1B	9606.ENSP00000378786	9606.ENSP00000385432	0	0	0.500	0	0.499
HNRNPF	SRSF3	9606.ENSP00000400433	9606.ENSP00000362820	0	0	0.400	0	0.400
HNRNPF	ZWINT	9606.ENSP00000400433	9606.ENSP00000363055	0	0.724	0	0	0.724
HSP90AB1	HSPD1	9606.ENSP00000360609	9606.ENSP00000340019	0	0.404	0	0	0.404
HSP90AB1	MAPT	9606.ENSP00000360609	9606.ENSP00000340820	0	0.662	0	0	0.662
HSP90AB1	NR3C2	9606.ENSP00000360609	9606.ENSP00000350815	0	0.147	0.500	0	0.555
HSP90AB1	STIP1	9606.ENSP00000360609	9606.ENSP00000351646	0	0.745	0.720	0	0.925
IGF1R	SH3GL3	9606.ENSP00000497069	9606.ENSP00000320092	0	0	0.650	0	0.650
IGF2R	M6PR	9606.ENSP00000349437	9606.ENSP00000000412	0	0	0.900	0	0.900
IGF2R	SCARB2	9606.ENSP00000349437	9606.ENSP00000264896	0	0	0.400	0	0.400
IGF2R	TF	9606.ENSP00000349437	9606.ENSP00000385834	0	0	0.400	0	0.400
IGF2R	TPD52	9606.ENSP00000349437	9606.ENSP00000429309	0	0	0.500	0	0.499
IGFBP6	PDGFA	9606.ENSP00000301464	9606.ENSP00000346508	0	0	0.540	0	0.540
KCTD5	KLHL13	9606.ENSP00000301738	9606.ENSP00000419803	0	0	0.540	0	0.540
KDELR3	RAB1A	9606.ENSP00000386918	9606.ENSP00000387286	0	0	0.500	0	0.499
KDM4B	UBE2N	9606.ENSP00000159111	9606.ENSP00000316176	0	0	0.500	0	0.499
KRT14	KRT15	9606.ENSP00000167586	9606.ENSP00000377546	0	0	0.400	0	0.400
KRT14	KRT5	9606.ENSP00000167586	9606.ENSP00000252242	0	0.967	0	0	0.967
LAPTM4B	LAPTM5	9606.ENSP00000402301	9606.ENSP00000294507	0	0	0.900	0	0.900
LGR6	RSPO3	9606.ENSP00000356247	9606.ENSP00000349131	0	0	0.500	0	0.499
LSM4	PRPF31	9606.ENSP00000469468	9606.ENSP00000324122	0	0.954	0.900	0	0.995
M6PR	SCARB2	9606.ENSP00000000412	9606.ENSP00000264896	0	0	0.400	0	0.400
M6PR	TF	9606.ENSP00000000412	9606.ENSP00000385834	0	0	0.400	0	0.400
MAMDC2	TK1	9606.ENSP00000366387	9606.ENSP00000468425	0	0.421	0	0	0.420
MAPK13	MAPT	9606.ENSP00000211287	9606.ENSP00000340820	0	0.457	0	0	0.457
MAPRE1	MAPT	9606.ENSP00000364721	9606.ENSP00000340820	0	0.600	0	0	0.600
MAPT	YWHAH	9606.ENSP00000340820	9606.ENSP00000248975	0	0.457	0	0	0.457
MAPT	YWHAE	9606.ENSP00000340820	9606.ENSP00000264335	0	0.570	0	0	0.570
MAPT	S100B	9606.ENSP00000340820	9606.ENSP00000291700	0	0.457	0	0	0.457
MAPT	P4HB	9606.ENSP00000340820	9606.ENSP00000327801	0	0.423	0	0	0.422
MAPT	SRPK2	9606.ENSP00000340820	9606.ENSP00000377262	0	0.457	0	0	0.457
MAPT	YWHAZ	9606.ENSP00000340820	9606.ENSP00000379287	0	0.570	0	0	0.570
ME1	PC	9606.ENSP00000358719	9606.ENSP00000498994	0	0.422	0	0	0.422
MEOX1	MID1	9606.ENSP00000321684	9606.ENSP00000414521	0	0.512	0	0	0.512
NDC1	NUP98	9606.ENSP00000360483	9606.ENSP00000316032	0	0.800	0.500	0	0.895
NDC1	RANGAP1	9606.ENSP00000360483	9606.ENSP00000401470	0	0	0.500	0	0.499
NFASC	SCN3A	9606.ENSP00000344786	9606.ENSP00000283254	0	0	0.500	0	0.499
NFASC	SCN4B	9606.ENSP00000344786	9606.ENSP00000322460	0	0	0.500	0	0.499
NIPBL	WAPL	9606.ENSP00000282516	9606.ENSP00000298767	0	0.081	0.500	0	0.520
NIPBL	RAD21	9606.ENSP00000282516	9606.ENSP00000297338	0	0.956	0.500	0	0.977
NOLC1	RAB11FIP1	9606.ENSP00000385410	9606.ENSP00000331342	0	0.588	0	0	0.588
NRAS	VWF	9606.ENSP00000358548	9606.ENSP00000261405	0	0	0.500	0	0.499
NSG1	SRPK2	9606.ENSP00000388823	9606.ENSP00000377262	0	0.421	0	0	0.420
NUP98	RANGAP1	9606.ENSP00000316032	9606.ENSP00000401470	0	0	0.500	0	0.499
NUP98	TNPO1	9606.ENSP00000316032	9606.ENSP00000336712	0	0.516	0.500	0	0.747
PIK3C2A	TPD52	9606.ENSP00000265970	9606.ENSP00000429309	0	0	0.500	0	0.499
PLPP4	PLPP5	9606.ENSP00000381302	9606.ENSP00000392553	0	0	0.900	0	0.900
PPP2R5C	PRR14	9606.ENSP00000412324	9606.ENSP00000441641	0	0.595	0	0	0.595
PTN	PTPRZ1	9606.ENSP00000341170	9606.ENSP00000377047	0	0.457	0.700	0	0.830
RAB14	RAB5A	9606.ENSP00000362946	9606.ENSP00000273047	0	0	0.500	0	0.499
RAB31	RAB5A	9606.ENSP00000461945	9606.ENSP00000273047	0	0.600	0	0	0.600
RAB5A	RABEP1	9606.ENSP00000273047	9606.ENSP00000445408	0	0.960	0.500	0	0.979
RAD21	WAPL	9606.ENSP00000297338	9606.ENSP00000298767	0	0.724	0.500	0	0.856
RARA	SP1	9606.ENSP00000254066	9606.ENSP00000329357	0	0.457	0	0	0.457
RARA	ZBTB16	9606.ENSP00000254066	9606.ENSP00000338157	0	0.292	0.900	0	0.926
RASL10A	RHOA	9606.ENSP00000216101	9606.ENSP00000400175	0	0.511	0	0	0.511
RHOA	ROPN1	9606.ENSP00000400175	9606.ENSP00000184183	0	0	0.500	0	0.499
RHOA	TGFB1	9606.ENSP00000400175	9606.ENSP00000221930	0	0.161	0.500	0	0.562
RHOA	STBD1	9606.ENSP00000400175	9606.ENSP00000237642	0	0.162	0.500	0	0.563
RHOA	RHOB	9606.ENSP00000400175	9606.ENSP00000272233	0	0.399	0.500	0	0.686
RHOA	VAV3	9606.ENSP00000400175	9606.ENSP00000359073	0	0.483	0	0	0.483
ROPN1	ROPN1B	9606.ENSP00000184183	9606.ENSP00000426271	0	0.501	0	0	0.501
S100B	STK38	9606.ENSP00000291700	9606.ENSP00000229812	0	0.525	0	0	0.525
SAA1	SAA4	9606.ENSP00000384906	9606.ENSP00000278222	0	0	0.540	0	0.540
SAE1	UBE2M	9606.ENSP00000270225	9606.ENSP00000253023	0	0.540	0	0	0.540
SAR1B	SEC23IP	9606.ENSP00000385432	9606.ENSP00000358071	0	0	0.500	0	0.499
SCARB2	TF	9606.ENSP00000264896	9606.ENSP00000385834	0	0	0.400	0	0.400
SCN3A	SCN4B	9606.ENSP00000283254	9606.ENSP00000322460	0	0	0.800	0	0.800
SRPK2	SRSF3	9606.ENSP00000377262	9606.ENSP00000362820	0	0.457	0	0	0.457
TAB2	UBE2N	9606.ENSP00000356426	9606.ENSP00000316176	0	0	0.500	0	0.499
VTA1	XPNPEP1	9606.ENSP00000356602	9606.ENSP00000421566	0	0.413	0	0	0.412
VWF	YWHAZ	9606.ENSP00000261405	9606.ENSP00000379287	0	0	0.500	0	0.499
WIF1	WNT5A	9606.ENSP00000286574	9606.ENSP00000264634	0	0.405	0.500	0	0.689
YIF1B	YIPF5	9606.ENSP00000343435	9606.ENSP00000274496	0	0.629	0	0	0.629
YWHAE	YWHAH	9606.ENSP00000264335	9606.ENSP00000248975	0	0.617	0.500	0	0.800
YWHAE	ZFP36L2	9606.ENSP00000264335	9606.ENSP00000282388	0	0.457	0	0	0.457
YWHAE	YWHAZ	9606.ENSP00000264335	9606.ENSP00000379287	0	0.616	0.500	0	0.799
YWHAH	ZFP36L2	9606.ENSP00000248975	9606.ENSP00000282388	0	0.457	0	0	0.457
YWHAH	YWHAZ	9606.ENSP00000248975	9606.ENSP00000379287	0	0.725	0.500	0	0.856
YWHAZ	ZFP36L2	9606.ENSP00000379287	9606.ENSP00000282388	0	0.457	0	0	0.457
