ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
10012668092	0.0053059	6.78e-06	-5.28	3.74054	-4.35e-01	POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	5427
10012689170	0.0057994	7.68e-06	5.24	3.62854	5.79e-01	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	3708
10012676203	0.0066922	9.34e-06	5.17	3.45113	3.32e-01	PLXNB2	plexin B2	23654
10012667448	0.0066922	9.52e-06	-5.17	3.43421	-5.61e-01	NHLRC1	NHL repeat containing 1	378884
10012672536	0.0066922	1.01e-05	5.15	3.38341	2.83e-01	RAB5C	RAB5C, member RAS oncogene family	5878
10012679865	0.0066922	1.01e-05	5.15	3.38251	5.24e-01	SYTL3	synaptotagmin-like 3	94120
10012669316	0.0068923	1.07e-05	-5.13	3.32892	-6.50e-01	KLF4	Kruppel-like factor 4 (gut)	9314
10012686959	0.0072401	1.16e-05	-5.10	3.25826	-3.76e-01	HCST	hematopoietic cell signal transducer	10870
10012681563	0.0075392	1.24e-05	5.08	3.19623	4.81e-01			
10012674290	0.0081929	1.38e-05	5.04	3.09633	3.53e-01	PSCD1	pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)	9267
10012688532	0.0083167	1.44e-05	-5.03	3.05867	-3.24e-01	HSPE1	heat shock 10kDa protein 1 (chaperonin 10)	3336
10012676816	0.0090286	1.61e-05	-4.99	2.96098	-6.84e-01	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	8555
10012684619	0.0093531	1.71e-05	-4.97	2.90619	-3.83e-01	PUS7	pseudouridylate synthase 7 homolog (S. cerevisiae)	54517
10012689076	0.0101993	1.91e-05	4.94	2.8056	3.08e-01	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	3678
10012667708	0.0103379	2.00e-05	4.92	2.76467	6.22e-01	TYROBP	TYRO protein tyrosine kinase binding protein	7305
10012684084	0.0103379	2.03e-05	-4.92	2.75035	-4.68e-01			
10012683256	0.0104161	2.09e-05	-4.91	2.72276	-3.75e-01	CEP72	centrosomal protein 72kDa	55722
10012686044	0.0105184	2.16e-05	-4.90	2.69361	-2.83e-01	C5orf33	chromosome 5 open reading frame 33	133686
10012677821	0.0105851	2.22e-05	4.89	2.66804	5.05e-01	CD5	CD5 molecule	921
10012678320	0.0108569	2.33e-05	-4.87	2.62568	-7.90e-01	GRTP1	growth hormone regulated TBC protein 1	79774
10012682838	0.0113645	2.49e-05	-4.85	2.56535	-1.19	C9orf125	chromosome 9 open reading frame 125	84302
10012676900	0.0119709	2.68e-05	-4.82	2.49973	-5.87e-01	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	25976
10012682644	0.0128498	2.93e-05	-4.79	2.41742	-7.19e-01	NFIA	nuclear factor I/A	4774
10012674491	0.0128507	2.99e-05	4.79	2.39946	4.60e-01			
10012674235	0.0133294	3.16e-05	-4.77	2.34885	-2.72e-01	NOLC1	nucleolar and coiled-body phosphoprotein 1	9221
10012666655	0.0139763	3.38e-05	4.75	2.2888	4.66e-01			
10012674873	0.0143354	3.53e-05	-4.73	2.24897	-6.25e-01	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	7128
10012679164	0.0152866	3.88e-05	-4.70	2.16437	-3.95e-01	BTG2	BTG family, member 2	7832
10012671755	0.0152866	3.92e-05	4.70	2.1548	3.72e-01			
10012679847	0.0152866	3.98e-05	4.69	2.14204	5.22e-01			
10012686674	0.0154002	4.08e-05	-4.68	2.11963	-3.01e-01	AMT	aminomethyltransferase	275
10012682251	0.015445	4.16e-05	4.68	2.10155	5.62e-01			
10012685918	0.0157534	4.34e-05	-4.66	2.06313	-3.47e-01	CCDC99	coiled-coil domain containing 99	54908
10012684185	0.0157534	4.43e-05	-4.66	2.04465	-4.73e-01	NCOA7	nuclear receptor coactivator 7	135112
10012681883	0.0157534	4.46e-05	-4.65	2.03886	-5.03e-01	RMI1	RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)	80010
10012680915	0.0158011	4.55e-05	-4.65	2.01959	-2.72e-01	NCAPD3	non-SMC condensin II complex, subunit D3	23310
10012670180	0.0158011	4.68e-05	-4.64	1.99561	-5.08e-01	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	23764
10012683432	0.0158011	4.75e-05	4.63	1.98113	3.41e-01	PSCD1	pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)	9267
10012688189	0.0158011	4.76e-05	4.63	1.97962	9.57e-01			
10012668069	0.0161376	4.93e-05	-4.62	1.947	-5.26e-01	PNMT	phenylethanolamine N-methyltransferase	5409
10012667301	0.0168783	5.27e-05	-4.60	1.88761	-8.62e-01	CRHBP	corticotropin releasing hormone binding protein	1393
10012670718	0.0168783	5.31e-05	-4.60	1.87986	-2.22e-01	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	8555
10012668518	0.0172029	5.50e-05	-4.58	1.84964	-4.78e-01	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	7538
10012688385	0.0174142	5.66e-05	-4.58	1.8235	-3.37e-01	H2AFX	H2A histone family, member X	3014
10012669424	0.0174142	5.89e-05	-4.56	1.78641	-3.27e-01	RECQL4	RecQ protein-like 4	9401
10012676835	0.0174142	5.92e-05	-4.56	1.78279	-8.34e-01	C3orf14	chromosome 3 open reading frame 14	57415
10012674932	0.0174142	5.94e-05	-4.56	1.77997	-8.88e-01	LOC644538	hypothetical protein LOC644538	644538
10012673285	0.0174142	5.96e-05	4.56	1.77627	4.16e-01	KIAA1618	KIAA1618	57714
10012685651	0.0179045	6.22e-05	4.54	1.73706	2.03e-01	PRR13	proline rich 13	54458
10012688274	0.0179045	6.29e-05	4.54	1.72741	4.81e-01			
10012672580	0.01828	6.54e-05	-4.53	1.69179	-6.57e-01	TCEAL7	transcription elongation factor A (SII)-like 7	56849
10012667859	0.01828	6.62e-05	-4.52	1.68113	-3.01e-01	UNG	uracil-DNA glycosylase	7374
10012686422	0.01828	6.67e-05	-4.52	1.67412	-2.93e-01	LYAR	Ly1 antibody reactive homolog (mouse)	55646
10012668095	0.0185563	6.86e-05	-4.51	1.64935	-9.57e-01	EGR1	early growth response 1	1958
10012667103	0.0196663	7.40e-05	4.49	1.58026	2.04e-01	SLC22A18	solute carrier family 22, member 18	5002
10012670525	0.0196663	7.49e-05	-4.48	1.57003	-2.45e-01	GOPC	golgi associated PDZ and coiled-coil motif containing	57120
10012682071	0.0196663	7.54e-05	4.48	1.56401	6.17e-01	SLC15A3	solute carrier family 15, member 3	51296
10012676299	0.0200901	7.79e-05	4.47	1.53406	5.42e-01			
10012679537	0.0219674	8.66e-05	4.43	1.43914	2.77e-01	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	867
10012679018	0.0219674	8.73e-05	4.43	1.43107	2.82e-01	CHMP4B	chromatin modifying protein 4B	128866
10012678347	0.0219674	8.83e-05	-4.43	1.42164	-4.33e-01	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	9709
10012668204	0.0219674	8.92e-05	-4.42	1.41185	-2.68e-01	LMNB2	lamin B2	84823
10012682915	0.022015	9.12e-05	4.41	1.39178	5.97e-01			
10012666523	0.022015	9.14e-05	4.41	1.38983	3.96e-01			
10012678314	0.0220931	9.28e-05	-4.41	1.37676	-1.07	C10orf30	chromosome 10 open reading frame 30	222389
10012665724	0.022543	9.57e-05	-4.40	1.34879	-1.03	AREG	amphiregulin (schwannoma-derived growth factor)	374
10012680879	0.0228947	9.82e-05	-4.39	1.32495	-6.64e-01	DCBLD2	discoidin, CUB and LCCL domain containing 2	131566
10012675455	0.0228947	9.93e-05	4.39	1.3156	7.44e-01	IFI30	interferon, gamma-inducible protein 30	10437
10012674878	0.0229924	1.01e-04	4.38	1.2972	5.65e-01	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	7127
10012672384	0.0229924	1.02e-04	-4.38	1.28963	-3.68e-01	GPSM2	G-protein signaling modulator 2 (AGS3-like, C. elegans)	29899
10012675269	0.0229924	1.04e-04	4.37	1.27568	2.16e-01	RTN4	reticulon 4	57142
10012669468	0.0229924	1.04e-04	-4.37	1.27452	-3.58e-01			
10012672593	0.0233542	1.07e-04	4.36	1.25135	5.10e-01	SOCS2	suppressor of cytokine signaling 2	8835
10012669062	0.0235111	1.08e-04	-4.36	1.23633	-4.86e-01	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	3309
10012681242	0.0235721	1.10e-04	-4.35	1.22471	-8.63e-01	LOC100131938///PBX1	hypothetical LOC100131938///pre-B-cell leukemia homeobox 1	100131938///5087
10012688746	0.0235721	1.11e-04	-4.35	1.21628	-8.18e-01	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2628
10012688531	0.0241291	1.15e-04	-4.34	1.18648	-1.98e-01	HSPD1	heat shock 60kDa protein 1 (chaperonin)	3329
10012688550	0.0245801	1.18e-04	-4.33	1.16113	-1.34	EREG	epiregulin	2069
10012689547	0.024671	1.19e-04	4.32	1.14924	4.85e-01	CENTB2	centaurin, beta 2	23527
10012667543	0.0249578	1.22e-04	4.32	1.13033	5.20e-01	SYK	spleen tyrosine kinase	6850
10012671944	0.0254862	1.26e-04	4.31	1.10303	3.88e-01	FNBP1	formin binding protein 1	23048
10012665132	0.0264399	1.32e-04	4.29	1.06156	4.26e-01	AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	84883
10012665381	0.0265188	1.33e-04	4.29	1.05063	4.58e-01			
10012671589	0.0267863	1.36e-04	-4.28	1.03341	-5.65e-01	HIST1H2AE	histone cluster 1, H2ae	3012
10012682482	0.0269551	1.40e-04	4.27	1.00457	3.66e-01	RNPC3	RNA-binding region (RNP1, RRM) containing 3	55599
10012683426	0.0269551	1.40e-04	-4.27	1.00224	-4.34e-01	PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B	84919
10012671349	0.0269551	1.41e-04	-4.27	0.9991	-4.99e-01	DUSP2	dual specificity phosphatase 2	1844
10012688316	0.0269551	1.41e-04	4.27	0.99579	6.84e-01			
10012672200	0.0274737	1.45e-04	4.26	0.97079	2.45e-01	PYCARD	PYD and CARD domain containing	29108
10012678232	0.0279905	1.49e-04	-4.25	0.94623	-3.18e-01	HSPH1	heat shock 105kDa/110kDa protein 1	10808
10012679927	0.0281285	1.53e-04	-4.24	0.92752	-2.57e-01	NCAPD2	non-SMC condensin I complex, subunit D2	9918
10012676473	0.0281285	1.55e-04	-4.24	0.91291	-3.14e-01	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	2550
10012682083	0.0281285	1.57e-04	-4.23	0.90212	-4.15e-01	GTF2A1	general transcription factor IIA, 1, 19/37kDa	2957
10012689273	0.0281285	1.57e-04	4.23	0.90074	4.48e-01	YPEL2	yippee-like 2 (Drosophila)	388403
10012672794	0.0281285	1.59e-04	-4.23	0.89042	-2.47e-01			
10012678624	0.0281285	1.60e-04	-4.22	0.88282	-5.79e-01	SLC30A1	solute carrier family 30 (zinc transporter), member 1	7779
10012677578	0.0281285	1.61e-04	-4.22	0.87911	-2.53e-01	OPRS1	opioid receptor, sigma 1	10280
10012687821	0.0281285	1.61e-04	-4.22	0.87736	-4.41e-01	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	3309
10012667131	0.0281285	1.62e-04	-4.22	0.87495	-2.99e-01	TIRAP	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	114609
10012676378	0.0283852	1.65e-04	-4.21	0.85685	-2.28e-01	PFAS	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)	5198
10012676966	0.0283852	1.66e-04	4.21	0.85255	4.68e-01			
10012669551	0.0304423	1.79e-04	4.19	0.78244	2.74e-01	PTPN6	protein tyrosine phosphatase, non-receptor type 6	5777
10012677486	0.0306227	1.83e-04	-4.18	0.76163	-5.24e-01	FRMD6	FERM domain containing 6	122786
10012665195	0.0306227	1.84e-04	-4.18	0.75793	-2.62e-01	HOMEZ	homeobox and leucine zipper encoding	57594
10012680026	0.0306227	1.87e-04	4.17	0.74594	4.58e-01	C1orf54	chromosome 1 open reading frame 54	79630
10012688692	0.0306227	1.87e-04	-4.17	0.74233	-2.41e-01	SLC37A4	solute carrier family 37 (glucose-6-phosphate transporter), member 4	2542
10012671766	0.0306227	1.88e-04	4.17	0.73996	4.04e-01	MFF	mitochondrial fission factor	56947
10012685627	0.0306227	1.90e-04	4.17	0.73181	5.09e-01	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	7133
10012669832	0.0306227	1.91e-04	-4.16	0.72306	-2.36e-01	PUS1	pseudouridylate synthase 1	80324
10012667331	0.0306227	1.91e-04	4.16	0.72286	5.36e-01			
10012668760	0.0312157	1.97e-04	4.15	0.69902	3.34e-01	PRKCB1	protein kinase C, beta 1	5579
10012686836	0.0326826	2.07e-04	-4.14	0.65111	-6.46e-01	CXorf57	chromosome X open reading frame 57	55086
10012686604	0.0327682	2.09e-04	-4.13	0.6423	-2.35e-01	C1orf109	chromosome 1 open reading frame 109	54955
10012675534	0.0330013	2.12e-04	4.13	0.62949	3.78e-01			
10012668869	0.0330857	2.14e-04	-4.13	0.62082	-4.37e-01	C13orf3	chromosome 13 open reading frame 3	221150
10012681463	0.0333976	2.18e-04	4.12	0.60604	4.70e-01			
10012668168	0.0336782	2.21e-04	-4.11	0.59222	-3.57e-01	FBLN2	fibulin 2	2199
10012666863	0.0341559	2.27e-04	4.11	0.57033	8.17e-01			
10012679075	0.0341559	2.28e-04	-4.10	0.5671	-1.44e-01	BMS1	BMS1 homolog, ribosome assembly protein (yeast)	9790
10012679525	0.0344702	2.31e-04	-4.10	0.5527	-8.55e-01	C9orf125	chromosome 9 open reading frame 125	84302
10012679440	0.0344736	2.33e-04	4.10	0.54479	3.44e-01			
10012674261	0.0344736	2.35e-04	-4.09	0.53882	-3.41e-01	TROAP	trophinin associated protein (tastin)	10024
10012679443	0.0344736	2.36e-04	4.09	0.53441	2.20e-01	ZFAND3	zinc finger, AN1-type domain 3	60685
10012670393	0.0347541	2.39e-04	-4.09	0.52112	-4.19e-01	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	699
10012671869	0.0351784	2.44e-04	4.08	0.50425	5.47e-01			
10012687802	0.0352122	2.46e-04	-4.08	0.49723	-2.39e-01	WDR90	WD repeat domain 90	197335
10012675990	0.0352122	2.48e-04	-4.08	0.48994	-7.45e-01	TSPYL5	TSPY-like 5	85453
10012672258	0.0352122	2.49e-04	4.07	0.48577	4.28e-01			
10012675290	0.0352221	2.52e-04	-4.07	0.47467	-4.93e-01	UBE2C	ubiquitin-conjugating enzyme E2C	11065
10012666238	0.0352221	2.53e-04	-4.07	0.47196	-6.87e-01			
10012669355	0.0352221	2.54e-04	-4.07	0.46825	-3.72e-01	HIST1H2AB	histone cluster 1, H2ab	8335
10012689271	0.035488	2.58e-04	-4.06	0.4558	-2.50e-01	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	3301
10012667183	0.0355541	2.60e-04	-4.06	0.44659	-1.87e-01	PAFAH1B3	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa	5050
10012668451	0.0355541	2.61e-04	-4.06	0.44286	-3.45e-01	FKBP5	FK506 binding protein 5	2289
10012679105	0.0359993	2.66e-04	4.05	0.42608	2.59e-01	C15orf39	chromosome 15 open reading frame 39	56905
10012687846	0.0360057	2.68e-04	4.05	0.42038	1.95e-01	FYN	FYN oncogene related to SRC, FGR, YES	2534
10012671577	0.0363079	2.73e-04	4.04	0.40217	3.26e-01	ZSWIM6	zinc finger, SWIM-type containing 6	57688
10012678407	0.0363079	2.73e-04	-4.04	0.40187	-8.04e-01	MT1G	metallothionein 1G	4495
10012667283	0.0363356	2.75e-04	4.04	0.39574	2.99e-01			
10012676634	0.0366165	2.79e-04	4.03	0.3834	2.00e-01	MRCL3	myosin regulatory light chain MRCL3	10627
10012668935	0.0372045	2.85e-04	4.03	0.36291	4.12e-01			
10012681118	0.0372045	2.87e-04	-4.03	0.35834	-5.32e-01	RNF182	ring finger protein 182	221687
10012687796	0.0376704	2.92e-04	-4.02	0.34182	-3.39e-01	TSPYL2	TSPY-like 2	64061
10012672376	0.0377048	2.94e-04	4.02	0.33572	3.25e-01	C15orf5	chromosome 15 open reading frame 5	81698
10012674798	0.0379405	2.98e-04	-4.01	0.32486	-2.47e-01	WDR57	WD repeat domain 57 (U5 snRNP specific)	9410
10012665873	0.0382955	3.05e-04	-4.00	0.30203	-3.54e-01	E2F8	E2F transcription factor 8	79733
10012670342	0.0382955	3.07e-04	-4.00	0.29824	-2.60e-01	RLN2	relaxin 2	6019
10012670056	0.0382955	3.07e-04	-4.00	0.297	-2.15e-01	NME4	non-metastatic cells 4, protein expressed in	4833
10012670707	0.0382955	3.08e-04	-4.00	0.29579	-2.42e-01			
10012684223	0.0386061	3.12e-04	4.00	0.28292	5.82e-01			
10012689434	0.0386061	3.15e-04	-3.99	0.27346	-5.16e-01	GSTM3	glutathione S-transferase M3 (brain)	2947
10012677232	0.0386061	3.15e-04	3.99	0.27331	6.97e-01	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	64919
10012683644	0.038798	3.20e-04	-3.99	0.26133	-8.24e-01			
10012669907	0.038798	3.20e-04	3.99	0.25884	3.76e-01			
10012685272	0.0393356	3.27e-04	3.98	0.2415	6.51e-01	FAM49A	family with sequence similarity 49, member A	81553
10012673419	0.0406731	3.40e-04	-3.97	0.20649	-1.81e-01	NCL	nucleolin	4691
10012665436	0.0414578	3.48e-04	3.96	0.18439	2.68e-01	PDLIM2	PDZ and LIM domain 2 (mystique)	64236
10012688789	0.0417507	3.52e-04	3.95	0.17318	1.50e-01	GNB1	guanine nucleotide binding protein (G protein), beta polypeptide 1	2782
10012682669	0.0435465	3.71e-04	-3.94	0.12684	-2.38e-01	TMEM48	transmembrane protein 48	55706
10012684935	0.0435465	3.72e-04	3.94	0.1251	4.61e-01			
10012683700	0.0435465	3.74e-04	3.93	0.11944	4.82e-01			
10012665892	0.0435465	3.76e-04	3.93	0.11607	5.69e-01			
10012677957	0.0439604	3.81e-04	-3.93	0.10216	-2.11e-01	RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)	51018
10012672635	0.0439604	3.83e-04	3.93	0.09809	2.37e-01	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	8874
10012670757	0.0446969	3.92e-04	-3.92	0.07776	-3.30e-01	EXO1	exonuclease 1	9156
10012681445	0.0446969	3.94e-04	3.92	0.07379	5.24e-01	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	10396
10012681379	0.0450775	4.02e-04	3.91	0.05537	2.81e-01			
10012665617	0.0450775	4.02e-04	-3.91	0.05429	-3.70e-01	DNA2	DNA replication helicase 2 homolog (yeast)	1763
10012668676	0.0450775	4.04e-04	-3.91	0.05062	-2.48e-01	FXC1	fracture callus 1 homolog (rat)	26515
10012681918	0.0450775	4.05e-04	-3.91	0.04772	-6.57e-01	NFIA	nuclear factor I/A	4774
10012676578	0.0453102	4.09e-04	-3.90	0.03854	-3.39e-01	SPAG5	sperm associated antigen 5	10615
10012687748	0.0460769	4.19e-04	3.89	0.01708	3.47e-01	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	5033
10012679628	0.0460769	4.21e-04	-3.89	0.01291	-1.97e-01	PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	5717
10012678903	0.0460769	4.23e-04	3.89	0.00994	2.43e-01	CMTM3	CKLF-like MARVEL transmembrane domain containing 3	123920
10012675597	0.0472724	4.39e-04	-3.88	-0.02333	-2.16e-01	NXF1	nuclear RNA export factor 1	10482
10012676697	0.0472724	4.39e-04	-3.88	-0.02389	-1.81e-01	TRIM28	tripartite motif-containing 28	10155
10012680255	0.0472724	4.40e-04	-3.88	-0.0264	-9.58e-01	FREM1	FRAS1 related extracellular matrix 1	158326
10012668963	0.0473251	4.43e-04	3.88	-0.03179	2.96e-01	N4BP2L2	NEDD4 binding protein 2-like 2	10443
10012670601	0.0474329	4.46e-04	3.87	-0.03821	5.37e-01	IFITM1	interferon induced transmembrane protein 1 (9-27)	8519
10012667677	0.0476347	4.50e-04	-3.87	-0.04637	-2.57e-01	HIRA	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	7290
10012680020	0.0476382	4.52e-04	-3.87	-0.05077	-3.73e-01	ZNF652	zinc finger protein 652	22834
10012673749	0.0478811	4.58e-04	-3.86	-0.06224	-2.89e-01	CTAGE5	CTAGE family, member 5	4253
10012676584	0.0478811	4.59e-04	-3.86	-0.06394	-5.68e-01	KIF20A	kinesin family member 20A	10112
10012671919	0.0481265	4.63e-04	-3.86	-0.0728	-2.09e-01	CCDC21	coiled-coil domain containing 21	64793
10012665503	0.048237	4.67e-04	-3.86	-0.07911	-5.50e-01	C21orf63	chromosome 21 open reading frame 63	59271
10012681949	0.0489322	4.79e-04	3.85	-0.10157	4.64e-01			
10012687757	0.0489322	4.84e-04	3.84	-0.11199	2.77e-01	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	867
10012675369	0.0489322	4.85e-04	-3.84	-0.11453	-4.18e-01	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	23645
10012689536	0.0489322	4.86e-04	3.84	-0.11483	5.04e-01	IL2RB	interleukin 2 receptor, beta	3560
10012685343	0.0489322	4.87e-04	-3.84	-0.11738	-4.00e-01			
10012668864	0.0489322	4.88e-04	3.84	-0.11998	3.25e-01	SNN	stannin	8303
10012672873	0.0489322	4.92e-04	-3.84	-0.12704	-2.34e-01	TUBA1A	tubulin, alpha 1a	7846
10012683437	0.0489322	4.93e-04	-3.84	-0.12874	-3.70e-01	PKLR	pyruvate kinase, liver and RBC	5313
10012665964	0.0489322	4.96e-04	-3.84	-0.13341	-2.55e-01	PRMT3	protein arginine methyltransferase 3	10196
10012676206	0.0489322	4.99e-04	-3.83	-0.13857	-2.96e-01	TLN2	talin 2	83660
10012677653	0.0489322	5.01e-04	3.83	-0.14292	4.09e-01	LOC283070	hypothetical protein LOC283070	283070
10012665314	0.0489322	5.03e-04	3.83	-0.14608	6.48e-01	SULF2	sulfatase 2	55959
10012680917	0.0489322	5.04e-04	-3.83	-0.14843	-4.28e-01			
10012672504	0.0489322	5.05e-04	-3.83	-0.1494	-4.47e-01	PKP2	plakophilin 2	5318
10012682805	0.0489959	5.08e-04	-3.83	-0.15453	-2.61e-01	SGOL2	shugoshin-like 2 (S. pombe)	151246
10012678619	0.0490848	5.11e-04	-3.83	-0.16011	-3.78e-01	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	79872
10012682186	0.0510339	5.34e-04	3.81	-0.20019	5.92e-01			
10012680889	0.0510339	5.36e-04	-3.81	-0.20291	-1.81e-01	GMCL1	germ cell-less homolog 1 (Drosophila)	64395
10012688406	0.0514079	5.42e-04	-3.80	-0.21336	-4.02e-01	C1orf59	chromosome 1 open reading frame 59	113802
10012679302	0.0516914	5.47e-04	-3.80	-0.22218	-4.53e-01	DEPDC1B	DEP domain containing 1B	55789
10012666420	0.0520594	5.54e-04	3.80	-0.23241	4.02e-01			
10012669423	0.0524497	5.60e-04	-3.79	-0.24295	-3.04e-01	HIST1H3D	histone cluster 1, H3d	8351
10012688529	0.052457	5.63e-04	-3.79	-0.24691	-7.71e-01	HSPA6	heat shock 70kDa protein 6 (HSP70B')	3310
10012683146	0.052682	5.67e-04	-3.79	-0.25456	-3.48e-01	CDCA8	cell division cycle associated 8	55143
10012681813	0.0526988	5.72e-04	-3.79	-0.26107	-2.11e-01	STARD5	StAR-related lipid transfer (START) domain containing 5	80765
10012689359	0.0526988	5.72e-04	-3.79	-0.26242	-2.38e-01	C21orf45	chromosome 21 open reading frame 45	54069
10012677683	0.0530178	5.78e-04	-3.78	-0.2716	-3.14e-01	ATAD5	ATPase family, AAA domain containing 5	79915
10012675570	0.0536038	5.89e-04	-3.78	-0.28759	-2.96e-01	WDHD1	WD repeat and HMG-box DNA binding protein 1	11169
10012680764	0.0536038	5.90e-04	-3.78	-0.28894	-4.35e-01	C4A	complement component 4A (Rodgers blood group)	720
