#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H2BC9	UBE2B	9606.ENSP00000479169	9606.ENSP00000265339	0	0	0.500	0	0.499
H2BC9	UBE2N	9606.ENSP00000479169	9606.ENSP00000316176	0	0	0.500	0	0.499
H2BC9	SMC4	9606.ENSP00000479169	9606.ENSP00000341382	0	0	0.500	0	0.499
H2BC9	WAC	9606.ENSP00000479169	9606.ENSP00000346986	0	0	0.500	0	0.499
H2BC9	SMC3	9606.ENSP00000479169	9606.ENSP00000354720	0	0	0.500	0	0.499
H2BC9	H2BS1	9606.ENSP00000479169	9606.ENSP00000481622	0	0.172	0.400	0	0.481
H2BS1	UBE2N	9606.ENSP00000481622	9606.ENSP00000316176	0	0	0.500	0	0.499
H2BS1	SMC4	9606.ENSP00000481622	9606.ENSP00000341382	0	0	0.500	0	0.499
H2BS1	SMC3	9606.ENSP00000481622	9606.ENSP00000354720	0	0	0.500	0	0.499
HACD3	PGRMC1	9606.ENSP00000261875	9606.ENSP00000217971	0	0.443	0	0	0.443
HACD3	SCD5	9606.ENSP00000261875	9606.ENSP00000316329	0	0	0.900	0	0.900
HBB	HSP90AB1	9606.ENSP00000494175	9606.ENSP00000360609	0	0	0.500	0	0.499
HIP1	PRKAR1A	9606.ENSP00000336747	9606.ENSP00000376475	0	0	0.400	0	0.400
HIP1	TPM4	9606.ENSP00000336747	9606.ENSP00000494125	0	0	0.500	0	0.499
HIPK2	SIAH2	9606.ENSP00000385571	9606.ENSP00000322457	0	0.457	0	0	0.457
HIPK2	MAP3K7	9606.ENSP00000385571	9606.ENSP00000358335	0	0.457	0	0	0.457
HLA-DRA	SAR1B	9606.ENSP00000378786	9606.ENSP00000385432	0	0	0.500	0	0.499
HNRNPC	SRSF1	9606.ENSP00000451291	9606.ENSP00000258962	0	0.129	0.400	0	0.455
HNRNPC	SRSF3	9606.ENSP00000451291	9606.ENSP00000362820	0	0.165	0.400	0	0.477
