hsa:339451	CDS	1:960584..965719	KLHL17, AF; kelch-like protein 17
hsa:84069	CDS	1:966482..975865	PLEKHN1, CLPABP; pleckstrin homology domain-containing family N member 1 isoform a
hsa:84808	CDS	1:complement(975198..982093)	PERM1, C1orf170; PGC-1 and ERR-induced regulator in muscle protein 1 isoform 1
hsa:57801	CDS	1:complement(998964..1000097)	HES4, bHLHb42; transcription factor HES-4 isoform 2
hsa:9636	CDS	1:1013497..1014540	ISG15, G1P2, IFI15, IMD38, IP17, UCRP, hUCRP; ubiquitin-like protein ISG15
hsa:375790	CDS	1:1020120..1056116	AGRN, AGRIN, CMS8, CMSPPD; agrin isoform 1 precursor
hsa:401934	CDS	1:complement(1070967..1074306)	RNF223; RING finger protein 223
hsa:54991	CDS	1:complement(1081823..1116089)	C1orf159; uncharacterized protein C1orf159 isoform 1 precursor
hsa:124905565	CDS	1:complement(1093849..1113782)	espin-like
hsa:124905588	tRNA	1:1133722..1133792	TRNAG-CCC; tRNA-Gly
hsa:124905566	CDS	1:complement(1140386..1140956)	FAM231A/C-like protein LOC102723383
hsa:406984	ncRNA	1:1167124..1167145	MIR200B, MIRN200B, mir-200b; hsa-miR-200b-5p
hsa:406983	ncRNA	1:1167878..1167899	MIR200A, MIRN200A, mir-200a; hsa-miR-200a-5p
hsa:554210	ncRNA	1:1169055..1169076	MIR429, MIRN429, mir-429; hsa-miR-429
hsa:254173	CDS	1:1173880..1197936	TTLL10, TTLL5; inactive polyglycylase TTLL10 isoform 1
hsa:8784	CDS	1:complement(1203508..1206592)	TNFRSF18, AITR, CD357, ENERGEN, GITR, GITR-D; tumor necrosis factor receptor superfamily member 18 isoform 1 precursor
hsa:7293	CDS	1:complement(1211340..1214153)	TNFRSF4, ACT35, CD134, IMD16, OX40, TXGP1L; tumor necrosis factor receptor superfamily member 4 isoform 1 precursor
hsa:51150	CDS	1:complement(1216931..1232001)	SDF4, Cab45, SDF-4; 45 kDa calcium-binding protein isoform 2 precursor
hsa:126792	CDS	1:1232237..1235041	B3GALT6, ALGAZ, EDSP2, EDSSPD2, SEMDJL1, beta3GalT6; beta-1,3-galactosyltransferase 6 precursor
hsa:388581	CDS	1:complement(1242453..1247280)	C1QTNF12, C1QDC2, CTRP12, FAM132A; adipolin precursor
hsa:118424	CDS	1:complement(1253912..1273854)	UBE2J2, NCUBE-2, NCUBE2, PRO2121, UBC6; ubiquitin-conjugating enzyme E2 J2 isoform 2
hsa:6339	CDS	1:1280436..1292025	SCNN1D, ENaCd, ENaCdelta, SCNED, dNaCh; epithelial sodium channel subunit delta
hsa:116983	CDS	1:complement(1292391..1307930)	ACAP3, CENTB5; arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3
hsa:102465434	ncRNA	1:complement(1296110..1296129)	MIR6726, hsa-mir-6726; hsa-miR-6726-3p
hsa:109623456	ncRNA	1:complement(1304729..1304812)	SNORD167; small nucleolar RNA, C/D box 167
hsa:126789	CDS	1:1308597..1311677	PUSL1; tRNA pseudouridine synthase-like 1 isoform 2
hsa:54973	CDS	1:complement(1311600..1324660)	INTS11, CPSF3L, CPSF73L, INT11, NEDMLOB, PSF3L, RC-68, RC68; integrator complex subunit 11 isoform 2
hsa:102465435	ncRNA	1:complement(1312502..1312521)	MIR6727, hsa-mir-6727; hsa-miR-6727-3p
hsa:80772	CDS	1:1324802..1328896	CPTP, GLTPD1; ceramide-1-phosphate transfer protein
hsa:83756	CDS	1:1331280..1335314	TAS1R3, T1R3; taste receptor type 1 member 3 precursor
hsa:1855	CDS	1:complement(1335278..1349418)	DVL1, DRS2, DVL, DVL1L1, DVL1P1; segment polarity protein dishevelled homolog DVL-1 isoform 1
hsa:102466740	ncRNA	1:complement(1339650..1339670)	MIR6808, hsa-mir-6808; hsa-miR-6808-3p
hsa:54587	CDS	1:complement(1352689..1363541)	MXRA8, ASP3; matrix remodeling-associated protein 8 isoform 2 precursor
hsa:54998	CDS	1:complement(1373736..1375207)	AURKAIP1, AIP, AKIP, MRP-S38, mS38; small ribosomal subunit protein mS38
hsa:81669	CDS	1:complement(1385711..1399335)	CCNL2, ANIA-6B, CCNM, CCNS, HCLA-ISO, HLA-ISO, PCEE, SB138; cyclin-L2 isoform A
hsa:55052	CDS	1:complement(1401909..1407293)	MRPL20, L20mt, MRP-L20, bL20m; large ribosomal subunit protein bL20m isoform 1
hsa:441869	CDS	1:complement(1418420..1421276)	ANKRD65; ankyrin repeat domain-containing protein 65 isoform 1
hsa:643965	CDS	1:1425871..1430255	TMEM278, TMEM88B; transmembrane protein 278
hsa:107985729	CDS	1:1433233..1435549	uncharacterized protein LOC107985729
hsa:64856	CDS	1:1435690..1442882	VWA1, HMNMYO, HMNR7, WARP; von Willebrand factor A domain-containing protein 1 isoform 1 precursor
hsa:219293	CDS	1:1449689..1470163	ATAD3C; ATPase family AAA domain-containing protein 3C
hsa:83858	CDS	1:1471765..1509466	ATAD3B, AAA-TOB3, TOB3; ATPase family AAA domain-containing protein 3B isoform AAA-TOB3l
hsa:55210	CDS	1:1512162..1534685	ATAD3A, HAYOS, PHRINL; ATPase family AAA domain-containing protein 3A isoform 2
hsa:339453	CDS	1:complement(1534778..1540624)	TMEM240, C1orf70, SCA21; transmembrane protein 240
hsa:29101	CDS	1:complement(1541673..1574863)	SSU72, HSPC182, PNAS-120; RNA polymerase II subunit A C-terminal domain phosphatase SSU72
hsa:643988	CDS	1:complement(1598012..1600135)	FNDC10, C1orf233; fibronectin type III domain-containing protein 10 precursor
hsa:142678	CDS	1:1613731..1630605	MIB2, ZZANK1, ZZZ5; E3 ubiquitin-protein ligase MIB2 isoform 1
hsa:8510	CDS	1:1632173..1634654	MMP23B, MIFR, MIFR-1, MMP22, MMP23A; matrix metalloproteinase-23 precursor
hsa:984	CDS	1:complement(1635225..1659004)	CDK11B, CDC2L1, CDK11, CDK11-p110, CDK11-p46, CDK11-p58, CLK-1, PITSLREA, PK58, p58, p58CDC2L1, p58CLK-1; cyclin-dependent kinase 11B isoform 1
hsa:728661	CDS	1:complement(1661478..1692795)	SLC35E2B, SLC35E2; solute carrier family 35 member E2B
hsa:728642	CDS	1:complement(1702379..1724357)	CDK11A, CDC2L2, CDC2L3, CDK11-p110, CDK11-p46, CDK11-p58, PITSLRE, p58GTA; cyclin-dependent kinase 11A isoform 5
hsa:65220	CDS	1:complement(1751232..1780514)	NADK, NADK1, dJ283E3.1; NAD kinase isoform 1
hsa:2782	CDS	1:complement(1785286..1891087)	GNB1, HG2A, MDS, MRD42; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 isoform 1
hsa:163688	CDS	1:1915260..1917296	CALML6, CAGLP; calmodulin-like protein 6 isoform 1
hsa:339456	CDS	1:complement(1917591..1919279)	TMEM52; transmembrane protein 52 precursor
hsa:85452	CDS	1:complement(1921957..2003786)	CFAP74, C1orf222, CILD49, KIAA1751; cilia- and flagella-associated protein 74
hsa:2563	CDS	1:2019345..2030758	GABRD, EIG10, EJM7, GABAARdelta, GEFSP5; gamma-aminobutyric acid receptor subunit delta precursor
hsa:5590	CDS	1:2048504..2185395	PRKCZ, PKC-ZETA, PKC2; protein kinase C zeta type isoform 1
hsa:199990	CDS	1:complement(2184477..2212720)	FAAP20, C1orf86, FP7162; Fanconi anemia core complex-associated protein 20 isoform 2
hsa:6497	CDS	1:2228319..2310213	SKI, SGS, SKV; ski oncogene
hsa:79906	CDS	1:complement(2321253..2391554)	MORN1; MORN repeat-containing protein 1 isoform 1
hsa:11079	CDS	1:2391841..2405436	RER1; protein RER1
hsa:5192	CDS	1:complement(2403974..2413827)	PEX10, NALD, PBD6A, PBD6B, RNF69; peroxisome biogenesis factor 10 isoform 2
hsa:9651	CDS	1:2415943..2505532	PLCH2, PLC-L4, PLC-eta2, PLCL4, PLCeta2; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform 1
hsa:55229	CDS	1:complement(2508537..2526596)	PANK4, CTRCT49; 4'-phosphopantetheine phosphatase
hsa:388585	CDS	1:complement(2528745..2530263)	HES5, bHLHb38; transcription factor HES-5
hsa:8764	CDS	1:2554234..2563829	TNFRSF14, ATAR, CD270, HVEA, HVEM, LIGHTR, TR2; tumor necrosis factor receptor superfamily member 14 isoform 1 precursor
hsa:127281	CDS	1:2586523..2591468	PRXL2B, C1orf93, FAM213B; prostamide/prostaglandin F synthase isoform b
hsa:79258	CDS	1:complement(2590639..2633016)	MMEL1, MMEL2, NEP2, NEPII, NL1, NL2, SEP; membrane metallo-endopeptidase-like 1
hsa:100287898	CDS	1:complement(2636986..2801693)	TTC34; tetratricopeptide repeat protein 34
hsa:140625	CDS	1:3021467..3022903	ACTRT2, ARPM2, ARPT2, Arp-T2, HARPM2; actin-related protein T2
hsa:124903827	CDS	1:complement(3055423..3075562)	translation initiation factor IF-2
hsa:63976	CDS	1:3069203..3438621	PRDM16, CMD1LL, KMT8F, LVNC8, MEL1, PFM13; histone-lysine N-methyltransferase PRDM16 isoform 1
hsa:100422968	ncRNA	1:3128009..3128025	MIR4251; hsa-miR-4251
hsa:124903828	CDS	1:3266945..3297275	collagen alpha-5(IV) chain-like
hsa:27237	CDS	1:3454665..3481113	ARHGEF16, GEF16, NBR; rho guanine nucleotide exchange factor 16
hsa:1953	CDS	1:complement(3487951..3624786)	MEGF6, EGFL3; multiple epidermal growth factor-like domains protein 6 isoform 1 precursor
hsa:693135	ncRNA	1:complement(3560710..3560730)	MIR551A, MIRN551A, mir-551a; hsa-miR-551a
hsa:127262	CDS	1:3625015..3630127	TPRG1L, FAM79A, SVAP30, TPRGL, h-mover, mover; tumor protein p63-regulated gene 1-like protein
hsa:49856	CDS	1:complement(3630770..3650103)	WRAP73, WDR8; WD repeat-containing protein WRAP73
hsa:7161	CDS	1:3652516..3736201	TP73, CILD47, P73; tumor protein p73 isoform a
hsa:148870	CDS	1:3752450..3771645	CCDC27; coiled-coil domain-containing protein 27
hsa:388588	CDS	1:3772749..3775956	SMIM1, Vel; small integral membrane protein 1
hsa:57470	CDS	1:complement(3778559..3796498)	LRRC47; leucine-rich repeat-containing protein 47
hsa:9731	CDS	1:complement(3812086..3857211)	CEP104, CFAP256, GlyBP, JBTS25, KIAA0562, MRT77, ROC22; centrosomal protein of 104 kDa
hsa:1677	CDS	1:3857476..3885429	DFFB, CAD, CPAN, DFF-40, DFF2, DFF40; DNA fragmentation factor subunit beta isoform 2
hsa:339448	CDS	1:complement(3889133..3900272)	C1orf174; UPF0688 protein C1orf174
hsa:55966	CDS	1:4654609..4792534	AJAP1, MOT8, SHREW-1, SHREW1; adherens junction-associated protein 1 precursor
hsa:124900451	ncRNA	1:5680952..5681026	small nucleolar RNA SNORD66
hsa:100616421	ncRNA	1:complement(5862711..5862732)	MIR4689, mir-4689; hsa-miR-4689
hsa:261734	CDS	1:complement(5862811..5992425)	NPHP4, POC10, SLSN4; nephrocystin-4 isoform a
hsa:8514	CDS	1:5992676..6101180	KCNAB2, AKR6A5, HKvbeta2, HKvbeta2.1, HKvbeta2.2, KCNA2B, KV-BETA-2; voltage-gated potassium channel subunit beta-2 isoform 1
hsa:26038	CDS	1:complement(6101787..6180321)	CHD5, CHD-5, PMNDS; chromodomain-helicase-DNA-binding protein 5
hsa:6146	CDS	1:complement(6185020..6199595)	RPL22, EAP, HBP15, HBP15/L22, L22, eL22; large ribosomal subunit protein eL22
hsa:388591	CDS	1:6206119..6221299	RNF207, C1orf188; RING finger protein 207
hsa:23463	CDS	1:complement(6221193..6235964)	ICMT, HSTE14, MST098, MSTP098, PCCMT, PCMT, PPMT; protein-S-isoprenylcysteine O-methyltransferase
hsa:390992	CDS	1:6244179..6245578	HES3, bHLHb43; transcription factor HES-3
hsa:387509	CDS	1:complement(6247353..6261098)	GPR153, PGR1; probable G-protein coupled receptor 153
hsa:11332	CDS	1:complement(6264272..6393767)	ACOT7, ACH1, ACT, BACH, CTE-II, LACH, LACH1, hBACH; cytosolic acyl coenzyme A thioester hydrolase isoform hBACHb
hsa:54626	CDS	1:complement(6415232..6419919)	HES2, bHLHb40; transcription factor HES-2
hsa:83715	CDS	1:6424776..6461370	ESPN, DFNB36, LP2654, USH1M; espin isoform 1
hsa:100422975	ncRNA	1:complement(6429844..6429862)	MIR4252; hsa-miR-4252
hsa:8718	CDS	1:complement(6460786..6466173)	TNFRSF25, APO-3, DDR3, DR3, GEF720, LARD, PLEKHG5, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR; tumor necrosis factor receptor superfamily member 25 isoform 2 precursor
hsa:57449	CDS	1:complement(6467122..6520092)	PLEKHG5, ARHGEF45, CMTRIC, DSMA4, GEF720, HMNR4, Syx, Tech; pleckstrin homology domain-containing family G member 5 isoform a
hsa:79707	CDS	1:complement(6521347..6554513)	NOL9, Grc3, NET6; polynucleotide 5'-hydroxyl-kinase NOL9
hsa:80835	CDS	1:6555307..6579755	TAS1R1, GM148, GPR70, T1R1, TR1; taste receptor type 1 member 1 isoform b precursor
hsa:3104	CDS	1:6579994..6589280	ZBTB48, HKR3, TZAP, ZNF855, pp9964; zinc finger and BTB domain-containing protein 48
hsa:9903	CDS	1:complement(6590724..6602869)	KLHL21; kelch-like protein 21 isoform 1
hsa:148479	CDS	1:6613731..6624030	PHF13, PHF5, SPOC1; PHD finger protein 13
hsa:90326	CDS	1:6624868..6635595	THAP3; THAP domain-containing protein 3 isoform 3
hsa:55735	CDS	1:complement(6634170..6701816)	DNAJC11, dJ126A5.1; dnaJ homolog subfamily C member 11
hsa:124904847	ncRNA	1:6752723..6752821	small nucleolar RNA U13
hsa:23261	CDS	1:6785454..7769706	CAMTA1, CANPMR, CECBA; calmodulin-binding transcription activator 1 isoform a
hsa:9341	CDS	1:7771296..7781432	VAMP3, CEB; vesicle-associated membrane protein 3
hsa:8863	CDS	1:7784291..7845177	PER3, FASPS3, GIG13; period circadian protein homolog 3 isoform 4
hsa:10911	CDS	1:complement(7847612..7913249)	UTS2, PRO1068, U-II, UCN2, UII; urotensin-2 isoform b preproprotein
hsa:3604	CDS	1:complement(7915871..7940839)	TNFRSF9, 4-1BB, CD137, CDw137, ILA, IMD109; tumor necrosis factor receptor superfamily member 9 precursor
hsa:11315	CDS	1:7961711..7985505	PARK7, DJ-1, DJ1, GATD2, HEL-S-67p; Parkinson disease protein 7
hsa:54206	CDS	1:complement(8011727..8026309)	ERRFI1, GENE-33, MIG-6, MIG6, RALT; ERBB receptor feedback inhibitor 1
hsa:50651	CDS	1:8318114..8344165	SLC45A1, DNB5, IDDNPF, PAST-A; proton-associated sugar transporter A isoform 2
hsa:473	CDS	1:complement(8352404..8817640)	RERE, ARG, ARP, ATN1L, DNB1, NEDBEH; arginine-glutamic acid dipeptide repeats protein isoform a
hsa:106632271	ncRNA	1:complement(8494800..8494913)	SNORD128, ZL43; small nucleolar RNA, C/D box 128
hsa:124900452	ncRNA	1:complement(8511795..8511919)	small nucleolar RNA SNORA77
hsa:2023	CDS	1:complement(8861000..8878686)	ENO1, ENO1-IT1, ENO1L1, HEL-S-17, MPB1, NNE, PPH; alpha-enolase isoform 1
hsa:102465436	ncRNA	1:complement(8866502..8866522)	MIR6728, hsa-mir-6728; hsa-miR-6728-3p
hsa:765	CDS	1:8945868..8975092	CA6, CA-VI, GUSTIN; carbonic anhydrase 6 isoform 1 precursor
hsa:155184	CDS	1:complement(8992534..9026423)	SLC2A7, GLUT-7, GLUT7, hGLUT7; solute carrier family 2, facilitated glucose transporter member 7
hsa:6518	CDS	1:complement(9035106..9094195)	SLC2A5, GLUT-5, GLUT5; solute carrier family 2, facilitated glucose transporter member 5 isoform 1
hsa:124900441	ncRNA	1:9082696..9082879	small Cajal body-specific RNA 16
hsa:80045	CDS	1:complement(9100305..9129102)	GPR157; G-protein coupled receptor 157
hsa:407040	ncRNA	1:complement(9151693..9151714)	MIR34A, MIRN34A, miRNA34A, mir-34, mir-34a; hsa-miR-34a-3p
hsa:9563	CDS	1:9234774..9271337	H6PD, CORTRD1, G6PDH, GDH, H6PDH; GDH/6PGL endoplasmic bifunctional protein isoform 2 precursor
hsa:80176	CDS	1:9292894..9369532	SPSB1, SSB-1, SSB1; SPRY domain-containing SOCS box protein 1
hsa:84275	CDS	1:9539465..9585173	SLC25A33, BMSC-MCP, PNC1; solute carrier family 25 member 33
hsa:199953	CDS	1:9588911..9614877	TMEM201, Ima1, NET5, SAMP1; transmembrane protein 201 isoform 1
hsa:124903837	CDS	1:9614664..9622316	uncharacterized protein LOC124903837
hsa:5293	CDS	1:9627258..9729114	PIK3CD, APDS, IMD14, IMD14A, IMD14B, P110DELTA, PI3K, ROCHIS, p110D; phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform 1
hsa:22883	CDS	1:complement(9728926..9824526)	CLSTN1, ALC-ALPHA, CDHR12, CST-1, CSTN1, PIK3CD, XB31alpha, alcalpha1, alcalpha2; calsyntenin-1 isoform 1 precursor
hsa:56998	CDS	1:complement(9848276..9910269)	CTNNBIP1, ICAT; beta-catenin-interacting protein 1
hsa:84328	CDS	1:complement(9922118..9943391)	LZIC; protein LZIC isoform a
hsa:64802	CDS	1:9942923..9996892	NMNAT1, LCA9, NMNAT, PNAT1, SHILCA; nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 isoform 1
hsa:100847055	ncRNA	1:9967390..9967411	MIR5697; hsa-miR-5697
hsa:124903840	CDS	1:complement(9996719..9998089)	translation initiation factor IF-2-like
hsa:116362	CDS	1:9997228..10016021	RBP7, CRABP4, CRBP4, CRBPIV; retinoid-binding protein 7
hsa:10277	CDS	1:10032958..10181239	UBE4B, E4, HDNB1, UBOX3, UFD2, UFD2A; ubiquitin conjugation factor E4 B isoform 1
hsa:23095	CDS	1:10210570..10381603	KIF1B, CMT2, CMT2A, CMT2A1, HMSNII, KLP, NBLST1; kinesin-like protein KIF1B isoform c
hsa:5226	CDS	1:10399064..10420511	PGD, 6PGD; 6-phosphogluconate dehydrogenase, decarboxylating isoform 1
hsa:100526739	CDS	1:10430433..10452153	CENPS-CORT, APITD1, APITD1-CORT, CENP-S, CENPS, FAAP16, MHF1; APITD1-CORT protein isoform 4
hsa:378708	CDS	1:10430433..10442808	CENPS, APITD1, CENP-S, FAAP16, MHF1; centromere protein S
hsa:1325	CDS	1:10450031..10451998	CORT, CST-14, CST-17, CST-29, SST2; cortistatin preproprotein
hsa:1676	CDS	1:complement(10456522..10472529)	DFFA, DFF-45, DFF1, ICAD; DNA fragmentation factor subunit alpha isoform 1
hsa:5195	CDS	1:10474950..10630758	PEX14, NAPP2, PBD13A, Pex14p, dJ734G22.2; peroxisomal membrane protein PEX14
hsa:54897	CDS	1:complement(10636604..10796646)	CASZ1, CAS11, CST, SRG, ZNF693, dJ734G22.1; zinc finger protein castor homolog 1 isoform a
hsa:148345	CDS	1:complement(10946475..10982076)	CIROZ, C1orf127, HTX14; ciliated left-right organizer ZP-N domains-containing protein isoform 1 precursor
hsa:23435	CDS	1:11012654..11030528	TARDBP, ALS10, TDP-43; TAR DNA-binding protein 43
hsa:10747	CDS	1:complement(11026523..11047239)	MASP2, MAP-2, MAP19, MASP-2, MASP1P1, sMAP; mannan-binding lectin serine protease 2 isoform 1 preproprotein
hsa:6723	CDS	1:complement(11054589..11060018)	SRM, PAPT, SPDSY, SPS1, SRML1; spermidine synthase
hsa:5394	CDS	1:complement(11066618..11099869)	EXOSC10, PM-Scl, PM/Scl-100, PMSCL, PMSCL2, RRP6, Rrp6p, p2, p3, p4; exosome complex component 10 isoform 1
hsa:2475	CDS	1:complement(11106535..11262551)	MTOR, FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS; serine/threonine-protein kinase mTOR isoform 1
hsa:124904848	ncRNA	1:complement(11169507..11169613)	small nucleolar RNA U13
hsa:10218	CDS	1:11189355..11195981	ANGPTL7, AngX, CDT6, dJ647M16.1; angiopoietin-related protein 7 precursor
hsa:29914	CDS	1:11273198..11299574	UBIAD1, SCCD, TERE1; ubiA prenyltransferase domain-containing protein 1 isoform 1
