Entrez ID,Gene Symbol,LogFC,p-value,Oncogene Score
55435,AP1AR,2.48029,3.31752e-06,0.00600384
79006,METRN,2.92795,0.000579894,0.00987517
10894,LYVE1,-4.63869,1.04425e-05,0.0724206
8270,LAGE3,3.15822,1.59776e-05,0.0999552
51167,CYB5R4,2.461,2.81256e-06,0.00242682
55022,PID1,-3.83017,1.43089e-10,0.191173
57103,C12orf5,2.98702,8.90589e-07,
54845,ESRP1,5.72996,4.90684e-05,0.111273
55974,SLC50A1,2.66807,0.000281674,0.0855721
5950,RBP4,-8.83049,0.000111019,0.122224
58494,JAM2,-3.0513,3.33696e-13,0.0425819
55273,TMEM100,-4.89552,2.70029e-05,0.0788498
79134,TMEM185B,2.31614,3.51643e-07,0.0267298
57415,C3orf14,2.5387,2.37109e-05,
26577,PCOLCE2,-6.6788,3.19082e-05,0.0259555
26289,AK5,-4.01075,1.29068e-05,0.0394606
10678,B3GNT2,2.98915,3.18556e-07,0.0122246
63924,CIDEC,-7.09194,0.000106432,0.021905
25788,RAD54B,3.40774,6.51157e-05,0.0671857
65987,KCTD14,-3.53334,6.01303e-09,0.0352787
64221,ROBO3,-2.90863,8.08449e-11,0.0516087
25837,RAB26,3.75273,0.000642807,0.081216
79686,LINC00341,-3.01639,1.63265e-06,
757,TMEM50B,2.53691,2.30846e-06,
79183,TTPAL,2.7613,0.000600568,0.0110874
79656,BEND5,-2.34322,1.9815e-11,0.0708921
56920,SEMA3G,-4.88668,9.36516e-09,0.0169881
54847,SIDT1,2.39496,2.94134e-05,0.0881966
1894,ECT2,4.49933,5.5657e-05,0.115334
26468,LHX6,-2.60836,1.62435e-12,0.043676
59349,KLHL12,2.35703,0.000300578,0.00329185
11096,ADAMTS5,-4.735,1.07504e-19,0.0523067
11226,GALNT6,3.02463,0.00034529,0.108494
51377,UCHL5,2.38039,4.37135e-05,0.0177359
54922,RASIP1,-2.92689,6.7768e-16,0.00837404
54988,ACSM5,-3.90202,5.47567e-06,0.0198428
79966,SCD5,-4.1933,2.70872e-15,0.0914925
55791,LRIF1,3.04319,2.46544e-05,
27190,IL17B,-2.66131,6.62378e-05,0.0662128
79785,RERGL,-4.02803,9.80553e-06,0.0104314
63916,ELMO2,2.52231,0.000919273,0.0430145
63970,TP53AIP1,-2.49454,1.65714e-08,0.0938126
152015,ROPN1B,-5.2396,5.99852e-08,0.00526138
55567,DNAH3,-3.11592,7.72709e-12,0.00552317
10826,FAXDC2,-2.87671,2.24232e-05,0.00967269
55679,LIMS2,-3.18875,1.48187e-11,0.00656847
51129,ANGPTL4,-3.52089,8.00921e-11,0.125318
83439,TCF7L1,-2.61529,2.93497e-09,0.0386071
81034,SLC25A32,2.59553,3.8395e-06,0.0547738
81031,SLC2A10,3.90622,8.75556e-05,0.0150711
50807,ASAP1,2.75964,4.16558e-05,0.108145
26503,SLC17A5,2.97359,0.000120521,0.0647005
55798,METTL2A,2.7451,5.53206e-06,0.0266905
51085,MLXIPL,-3.97446,1.35649e-05,0.206698
54964,C1orf56,2.32267,0.000728843,0.00364977
1149,CIDEA,-5.47547,0.000111197,0.0163509
81555,YIPF5,2.8209,9.87991e-06,0.0036958
79718,TBL1XR1,2.39942,3.14879e-05,0.579481
6646,SOAT1,3.24034,1.88844e-05,0.0944424
29980,DONSON,2.9653,1.50329e-05,0.0793516
1290,COL5A2,2.96155,0.000378941,0.0678805
54431,DNAJC10,2.90367,4.03885e-06,0.0412102
58986,TMEM8A,2.33926,7.09653e-06,
?,ACACB,-3.89459,1.35853e-07,0.0545847
100506076,LOC100506076,2.42172,0.000193653,
29127,RACGAP1,3.29133,2.29342e-05,0.0437686
29956,CERS2,2.83523,5.77859e-08,0.0667939
51114,ZDHHC9,2.34018,1.62014e-06,0.0984455
283871,PGP,2.61803,3.87511e-07,0.0977729
8436,SDPR,-5.31772,0.000732097,
55248,TMEM206,3.77075,1.38342e-06,
64105,CENPK,2.70294,0.000186866,0.0339812
28982,FLVCR1,3.00572,2.11257e-06,0.0788535
252839,TMEM9,2.55688,4.14775e-06,0.0239843
58505,OSTC,2.59531,1.099e-05,0.0164472
23731,TMEM245,3.04422,0.000511648,0.014044
51534,VTA1,3.02999,5.4761e-06,0.00568886
51649,MRPS23,2.31915,0.00087636,0.0899307
10783,NEK6,2.35563,3.66885e-06,0.0538819
83666,PARP9,3.24171,5.94409e-05,0.0979968
29089,UBE2T,5.69158,5.40303e-05,0.115737
84520,C14orf142,2.56014,1.209e-05,
55170,PRMT6,2.4874,0.000570762,0.088037
83643,CCDC3,-3.34902,0.000106852,0.0149348
60592,SCOC,2.81485,0.000194533,0.00301906
83540,NUF2,3.82881,0.000176011,0.130197
26996,GPR160,4.807,1.07611e-05,0.0168372
25923,ATL3,2.33624,0.000489773,0.0656283
56963,RGMA,-4.26468,9.23515e-12,0.0481876
83690,CRISPLD1,-3.15639,5.29832e-09,0.0509187
83987,CCDC8,-2.82936,9.67176e-10,0.0223165
10673,TNFSF13B,2.90541,0.000876589,0.0996147
84417,C2orf40,-7.64196,1.23807e-17,
64073,C19orf33,2.73977,0.000384443,0.00584408
51629,SLC25A39,2.60038,1.33177e-05,0.0036958
79937,CNTNAP3,-4.05624,6.01535e-07,
85329,LGALS12,-5.15441,0.0005771,0.0111384
56477,CCL28,-3.07233,8.97139e-05,0.0935209
11185,INMT,-4.67343,4.52032e-12,0.00937359
91653,BOC,-3.04108,1.75321e-16,0.021298
54763,ROPN1,-4.36261,3.36279e-05,0.0813575
23671,TMEFF2,-3.76675,3.90856e-10,0.0209593
84298,LLPH,2.51344,0.000682346,
84299,MIEN1,4.58306,6.17875e-05,0.0720946
84803,AGPAT9,-3.20512,4.99687e-05,
199692,ZNF627,2.35693,4.6876e-05,0.00335452
54625,PARP14,2.31403,0.000206629,0.0939016
113130,CDCA5,2.81608,0.000123125,0.116986
54331,GNG2,-2.40783,0.000263833,0.0846917
147495,APCDD1,-3.06682,1.46088e-07,0.0298061
26800,LRRC75A-AS1,-2.41039,1.29109e-09,
94056,SYAP1,2.46446,0.000366172,0.00409295
285381,DPH3,2.49661,5.01703e-06,0.00355608
140809,SRXN1,2.30396,0.000295814,0.0115437
91461,PKDCC,-3.08075,3.9918e-06,0.00317123
112858,TP53RK,3.17607,1.02713e-05,0.00886992
135293,PM20D2,-2.38798,3.4832e-09,0.0150423
4133,MAP2,-2.5079,3.20461e-11,0.0170804
57685,CACHD1,-3.50518,2.00036e-14,0.0298718
29128,UHRF1,4.16116,0.000704574,0.1114
1303,COL12A1,2.9848,0.000427042,0.0367934
115908,CTHRC1,4.01228,1.05344e-05,0.120188
140707,BRI3BP,2.8258,2.5188e-05,0.0831473
57674,RNF213,2.56354,4.24645e-05,0.286416
54510,PCDH18,-2.66509,1.16103e-09,0.0140563
222166,MTURN,-3.03437,9.44224e-05,0.014432
54538,ROBO4,-2.94058,2.82036e-12,0.0577974
5284,PIGR,-7.16706,2.8336e-09,0.122418
5239,PGM5,-3.40916,1.21742e-10,0.0881837
126393,HSPB6,-4.25009,0.000858327,0.0851896
10189,ALYREF,4.54949,1.08578e-05,0.0986211
116028,RMI2,2.59699,0.000524245,0.532555
80031,SEMA6D,-3.204,4.76189e-07,0.0450119
389792,IER5L,2.52937,2.3472e-05,
160418,TMTC3,2.33137,2.08758e-06,0.0760264
642587,MIR205HG,-4.89677,3.90421e-07,0.0018479
56999,ADAMTS9,-3.05217,2.71878e-12,0.118985
375346,MUSTN1,-2.82394,7.50715e-05,0.00813076
642273,FAM110C,2.42153,0.000436908,0.00695121
133584,EGFLAM,-2.82997,2.21153e-06,0.0139992
84624,FNDC1,3.69363,0.000835764,0.0869086
387103,CENPW,2.34899,0.000139988,0.0943269
133686,NADK2,2.31447,0.000528388,
94274,PPP1R14A,-4.61274,5.02179e-12,0.0282798
201266,SLC39A11,2.73607,0.000707308,0.0184847
84171,LOXL4,-3.95693,2.86027e-05,0.0993727
130271,PLEKHH2,-2.54032,6.62158e-09,0.0222546
59271,EVA1C,-2.68353,2.74008e-12,0.0117462
253738,EBF3,-2.83551,3.5932e-05,0.0955799
222962,SLC29A4,-2.75685,0.000943864,0.00441443
57526,PCDH19,-2.30185,2.39979e-08,0.00494119
4784,NFIX,-2.53231,3.40898e-12,0.10836
219348,PLAC9,-5.18955,2.05368e-09,0.0193461
1879,EBF1,-4.11103,5.48948e-09,0.671822
57484,RNF150,-3.96897,0.000620921,0.0157461
219844,HYLS1,2.39472,3.4479e-05,
56849,TCEAL7,-2.5983,0.000453379,0.0860545
4093,SMAD9,-2.35823,7.39079e-11,0.0130435
286827,TRIM59,3.73914,1.41688e-05,0.0940829
59352,LGR6,-4.12403,5.10778e-10,0.438763
90293,KLHL13,-4.19485,1.37874e-08,0.0370094
399668,LINC00086,-2.89612,8.62213e-08,
152687,ZNF595,-3.76024,2.57459e-09,
54756,IL17RD,-4.14907,4.20849e-13,0.0814248
57221,KIAA1244,2.92407,0.000125399,
84870,RSPO3,-5.34546,0.000285835,0.509934
155465,AGR3,4.6569,0.000403059,0.11076
5010,CLDN11,-3.56551,8.92787e-14,0.0937613
130497,OSR1,-2.44414,3.14812e-06,0.290349
729359,PLIN4,-6.54917,2.46552e-05,0.0234375
153579,BTNL9,-5.09679,4.04991e-06,0.050247
116441,TM4SF18,-3.01691,5.61327e-05,0.0297695
117248,GALNT15,-2.55894,0.00072497,0.00937793
80309,SPHKAP,-2.51321,0.000147103,0.0191424
375033,PEAR1,-3.71185,2.86037e-13,0.0802762
389432,SAMD5,-4.57759,1.76795e-08,0.0926551
116159,CYYR1,-3.16981,2.42759e-11,0.0404744
80243,PREX2,-2.74815,9.64525e-07,0.567726
79974,CPED1,-2.40276,0.000104478,0.0148987
115330,GPR146,-4.24371,5.6161e-07,0.0134464
348093,RBPMS2,-3.02798,0.000106933,0.00446027
11016,ATF7,2.37343,4.17001e-05,0.0391436
221303,FAM162B,-2.92313,4.1868e-06,0.0086708
339983,NAT8L,-2.46888,5.57091e-06,0.00714139
256691,MAMDC2,-4.40033,8.56134e-12,0.0464303
342667,STAC2,-3.07345,6.67255e-06,0.0555653
84913,ATOH8,-3.77657,0.000157225,0.0549647
148898,C1orf213,-2.66426,0.00078891,
260436,FDCSP,-2.72471,7.48835e-05,0.052469
148808,MFSD4,-3.45643,6.26815e-08,
147463,ANKRD29,-3.15713,6.66825e-09,0.0363389
153,ADRB1,-3.13561,0.00095026,0.306591
114818,KLHL29,-4.57097,1.01774e-09,0.0829571
?,RP1-193H18.2,-3.89388,2.89013e-05,
147372,CCBE1,-2.30763,6.0604e-07,0.0619097
286133,SCARA5,-7.60644,2.15596e-06,0.0414511
126669,SHE,-2.75389,4.65712e-07,0.00991506
102723775,LINC01315,-2.48123,1.24741e-15,0.0581827
51050,PI15,-5.67565,0.000153657,0.0639227
145270,PRIMA1,-2.58588,1.39541e-08,0.0220147
27115,PDE7B,-3.30123,1.65093e-13,0.122995
342035,GLDN,-3.05459,7.49002e-05,0.00542882
92304,SCGB3A1,-7.87935,4.68073e-05,0.0703186
57452,GALNT16,-2.41961,1.33829e-07,0.0782926
79192,IRX1,-6.34539,2.1035e-12,0.0625023
572558,PGM5-AS1,-4.59148,1.33057e-05,
196883,ADCY4,-2.47772,4.26821e-11,0.0855168
131873,COL6A6,-5.45177,5.9033e-07,0.0806612
28999,KLF15,-2.7911,1.28522e-05,0.0996065
654466,KGFLP2,-3.00691,3.96958e-11,
148741,ANKRD35,-3.82201,2.93176e-15,0.174495
26270,FBXO6,2.81147,3.71834e-05,0.0267701
57451,TENM2,-2.5691,1.66197e-06,0.0319122
140706,CCM2L,-2.96172,3.03825e-05,0.00405048
92070,CTBP1-AS2,-2.60652,0.000998117,
?,AK021804,-2.43706,1.37999e-17,
92126,DSEL,-2.66598,0.000271167,0.009842
92293,TMEM132C,-4.1882,0.000258432,0.0371344
401052,LOC401052,-2.30626,3.53691e-05,
140849,LINC00266-1,-2.57225,2.90921e-06,
285955,SPDYE1,-2.40655,2.1059e-08,
100190986,LOC100190986,3.71604,0.000600776,
122769,LRR1,3.21463,0.000180172,
10350,ABCA9,-3.36786,2.35738e-07,0.083525
57381,RHOJ,-2.581,5.2034e-09,0.0855727
646962,HRCT1,-2.55829,9.55124e-05,0.0060366
3200,HOXA3,-3.42939,1.24849e-20,0.0664139
27303,RBMS3,-3.22636,4.93921e-11,0.119315
22925,PLA2R1,-2.61342,1.24572e-12,0.0930692
?,RP11-2E11.9,-3.95176,1.43195e-06,
6330,SCN4B,-5.13672,1.24784e-14,0.0482462
100288911,LOC100288911,-3.87433,4.53818e-13,
?,AX747132,-3.57599,1.53363e-08,
100874392,ANKRD20A12P,-2.55957,1.08952e-05,
338328,GPIHBP1,-5.29055,2.65674e-07,0.0606951
116362,RBP7,-5.01065,3.70996e-08,0.103418
286097,MICU3,-2.81385,0.00078184,0.0302695
55137,FIGN,-3.40904,4.81587e-11,0.0161318
57604,KIAA1456,-2.9778,1.40937e-08,
286753,TUSC5,-6.12272,2.53527e-06,
643733,LOC643733,-2.32864,4.35792e-08,
285512,FAM13A-AS1,-2.6803,2.03721e-08,
349136,WDR86,-3.18654,1.17602e-05,0.0245585
100507311,LOC100507311,-4.13282,1.13461e-13,
