ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
233868_x_at,ADAM33,ADAM metallopeptidase domain 33,80332,1.89e-10,6.88e-12,-9.52,16.9316,-1.4236
210235_s_at,PPFIA1,PTPRF interacting protein alpha 1,8500,1.9e-10,6.91e-12,9.51,16.9272,2.6817
200669_s_at,UBE2D3,ubiquitin conjugating enzyme E2 D3,7323,1.91e-10,6.96e-12,9.51,16.9206,1.67079
226667_x_at,EPN1,epsin 1,29924,1.93e-10,7.02e-12,-9.51,16.9108,-1.08322
211349_at,SLC15A1,solute carrier family 15 member 1,6564,1.94e-10,7.09e-12,-9.5,16.901,-1.11918
244495_x_at,TMEM241,transmembrane protein 241,85019,1.96e-10,7.17e-12,-9.5,16.8911,-1.89937
202971_s_at,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,8445,1.96e-10,7.17e-12,9.5,16.8898,2.59484
201222_s_at,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",5887,1.97e-10,7.2e-12,9.5,16.8867,1.65009
215076_s_at,COL3A1,collagen type III alpha 1 chain,1281,1.97e-10,7.21e-12,9.5,16.8842,2.22544
235093_at,PEX13,peroxisomal biogenesis factor 13,5194,1.98e-10,7.26e-12,9.5,16.8784,1.93716
217971_at,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",8649,2e-10,7.34e-12,9.49,16.8668,1.79744
202278_s_at,SPTLC1,serine palmitoyltransferase long chain base subunit 1,10558,2.01e-10,7.39e-12,9.49,16.8604,2.81798
228557_at,L3MBTL4,l(3)mbt-like 4 (Drosophila),91133,2.03e-10,7.46e-12,-9.49,16.8512,-1.79106
201571_s_at,DCTD,dCMP deaminase,1635,2.03e-10,7.46e-12,9.49,16.8506,2.98053
204174_at,ALOX5AP,arachidonate 5-lipoxygenase activating protein,241,2.06e-10,7.61e-12,9.48,16.8312,3.98051
227541_at,WDR20,WD repeat domain 20,91833,2.07e-10,7.63e-12,9.48,16.8288,1.26155
231956_at,RNF213,ring finger protein 213,57674,2.08e-10,7.71e-12,9.48,16.8186,3.22588
202763_at,CASP3,caspase 3,836,2.09e-10,7.73e-12,9.48,16.816,1.18837
213564_x_at,LDHB,lactate dehydrogenase B,3945,2.1e-10,7.77e-12,-9.47,16.81,-2.0588
202814_s_at,HEXIM1,hexamethylene bisacetamide inducible 1,10614,2.11e-10,7.81e-12,9.47,16.8053,2.1336
51228_at,RBM12B,RNA binding motif protein 12B,389677,2.12e-10,7.88e-12,9.47,16.7967,2.26736
209761_s_at,SP110,SP110 nuclear body protein,3431,2.14e-10,7.94e-12,9.47,16.7889,3.59454
223010_s_at,OCIAD1,OCIA domain containing 1,54940,2.15e-10,7.98e-12,9.47,16.7834,2.96846
207974_s_at,SKP1,S-phase kinase-associated protein 1,6500,2.17e-10,8.08e-12,9.46,16.7712,1.37398
224883_at,BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6,26258,2.18e-10,8.13e-12,9.46,16.7656,1.90065
204482_at,CLDN5,claudin 5,7122,2.2e-10,8.23e-12,-9.45,16.7526,-2.78448
202636_at,RNF103,ring finger protein 103,7844,2.2e-10,8.25e-12,9.45,16.7506,1.90494
224207_x_at,MMP28,matrix metallopeptidase 28,79148,2.21e-10,8.27e-12,-9.45,16.7481,-1.22506
201075_s_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",6599,2.21e-10,8.31e-12,9.45,16.7436,3.12315
217555_at,SMC1A,structural maintenance of chromosomes 1A,8243,2.22e-10,8.33e-12,-9.45,16.7404,-0.95992
200927_s_at,RAB14,"RAB14, member RAS oncogene family",51552,2.22e-10,8.35e-12,9.45,16.738,2.94486
210840_s_at,IQGAP1,IQ motif containing GTPase activating protein 1,8826,2.23e-10,8.4e-12,9.45,16.7331,1.94114
232219_x_at,USP21,ubiquitin specific peptidase 21,27005,2.25e-10,8.49e-12,9.44,16.7215,3.02245
1557759_at,ATP5SL,ATP5S like,55101,2.26e-10,8.55e-12,-9.44,16.715,-1.12848
230867_at,COL6A6,collagen type VI alpha 6 chain,131873,2.27e-10,8.59e-12,-9.44,16.7109,-4.75479
206180_x_at,ZNF747,zinc finger protein 747,65988,2.3e-10,8.7e-12,-9.44,16.6973,-1.75224
203851_at,IGFBP6,insulin like growth factor binding protein 6,3489,2.3e-10,8.73e-12,-9.44,16.6947,-2.99568
201364_s_at,OAZ2,ornithine decarboxylase antizyme 2,4947,2.35e-10,8.94e-12,9.43,16.6703,2.82962
222531_s_at,AP5M1,adaptor related protein complex 5 mu 1 subunit,55745,2.39e-10,9.11e-12,9.42,16.6517,2.41716
201435_s_at,EIF4E,eukaryotic translation initiation factor 4E,1977,2.39e-10,9.13e-12,9.42,16.65,2.7093
239381_at,KLK7,kallikrein related peptidase 7,5650,2.42e-10,9.24e-12,-9.42,16.6375,-2.60488
203715_at,TBCE,tubulin folding cofactor E,6905,2.53e-10,9.73e-12,9.4,16.5865,1.73551
201001_s_at,TMEM189-UBE2V1,TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1,387522,2.54e-10,9.78e-12,9.4,16.5814,2.24533
220477_s_at,TMEM230,transmembrane protein 230,29058,2.54e-10,9.79e-12,9.4,16.5801,4.04444
204881_s_at,UGCG,UDP-glucose ceramide glucosyltransferase,7357,2.56e-10,9.86e-12,9.39,16.5725,3.50397
215984_s_at,ARFRP1,ADP ribosylation factor related protein 1,10139,2.56e-10,9.89e-12,9.39,16.5701,2.32468
208938_at,PRCC,papillary renal cell carcinoma (translocation-associated),5546,2.56e-10,9.9e-12,9.39,16.5693,2.09963
211048_s_at,PDIA4,protein disulfide isomerase family A member 4,9601,2.56e-10,9.91e-12,9.39,16.568,1.47784
204088_at,P2RX4,purinergic receptor P2X 4,5025,2.56e-10,9.92e-12,9.39,16.5672,3.17815
224635_s_at,BIRC6,baculoviral IAP repeat containing 6,57448,2.59e-10,1e-11,9.39,16.5576,1.8052
224455_s_at,ADPGK,ADP dependent glucokinase,83440,2.59e-10,1e-11,9.39,16.5553,1.8142
1554510_s_at,GHITM,growth hormone inducible transmembrane protein,27069,2.64e-10,1.02e-11,9.38,16.5368,2.3146
219711_at,ZNF586,zinc finger protein 586,54807,2.64e-10,1.02e-11,9.38,16.5349,2.03784
1559096_x_at,FBXO9,F-box protein 9,26268,2.64e-10,1.03e-11,9.38,16.5328,2.50584
212766_s_at,ISG20L2,interferon stimulated exonuclease gene 20 like 2,81875,2.65e-10,1.03e-11,9.38,16.5301,2.01436
203544_s_at,STAM,signal transducing adaptor molecule,8027,2.68e-10,1.04e-11,9.38,16.5176,2.22487
228378_at,C12orf29,chromosome 12 open reading frame 29,91298,2.71e-10,1.06e-11,9.37,16.5036,1.79598
212730_at,SYNM,synemin,23336,2.71e-10,1.06e-11,-9.37,16.5027,-5.41064
212229_s_at,FBXO21,F-box protein 21,23014,2.72e-10,1.06e-11,9.37,16.4994,2.9651
212093_s_at,MTUS1,microtubule associated tumor suppressor 1,57509,2.72e-10,1.06e-11,9.37,16.4985,3.14132
210621_s_at,RASA1,RAS p21 protein activator 1,5921,2.73e-10,1.07e-11,9.37,16.4934,3.73973
202455_at,HDAC5,histone deacetylase 5,10014,2.74e-10,1.07e-11,-9.37,16.4887,-1.39818
201591_s_at,NISCH,nischarin,11188,2.76e-10,1.08e-11,-9.36,16.4802,-1.16075
213320_at,PRMT3,protein arginine methyltransferase 3,10196,2.8e-10,1.1e-11,9.36,16.4645,2.38654
217717_s_at,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,7529,2.81e-10,1.1e-11,9.36,16.4605,1.6745
1566901_at,TGIF1,TGFB induced factor homeobox 1,7050,2.82e-10,1.11e-11,9.36,16.4575,3.00366
238974_at,C2orf69,chromosome 2 open reading frame 69,205327,2.83e-10,1.11e-11,9.35,16.4531,1.0136
201784_s_at,C11orf58,chromosome 11 open reading frame 58,10944,2.84e-10,1.12e-11,9.35,16.4483,1.36149
209053_s_at,WHSC1,Wolf-Hirschhorn syndrome candidate 1,7468,2.85e-10,1.12e-11,9.35,16.442,2.56112
228308_at,FKBP11,FK506 binding protein 11,51303,2.85e-10,1.12e-11,9.35,16.4419,1.83465
212030_at,RBM25,RNA binding motif protein 25,58517,2.85e-10,1.13e-11,9.35,16.441,1.7102
217813_s_at,SPIN1,spindlin 1,10927,2.87e-10,1.13e-11,9.35,16.4347,2.575
203431_s_at,ARHGAP32,Rho GTPase activating protein 32,9743,2.87e-10,1.14e-11,9.35,16.4321,3.51882
218947_s_at,MTPAP,mitochondrial poly(A) polymerase,55149,2.87e-10,1.14e-11,9.35,16.4321,2.48408
229082_at,CCDC125,coiled-coil domain containing 125,202243,2.89e-10,1.15e-11,9.34,16.424,2.60918
228291_s_at,KIZ,kizuna centrosomal protein,55857,2.9e-10,1.15e-11,-9.34,16.4191,-1.18047
40446_at,PHF1,PHD finger protein 1,5252,2.92e-10,1.16e-11,-9.34,16.4124,-1.23671
227145_at,LOXL4,lysyl oxidase like 4,84171,2.92e-10,1.16e-11,-9.34,16.4103,-2.94454
216479_at,RPL21P28,"ribosomal protein L21 pseudogene 28///small nucleolar RNA, H/ACA box 27///small nucleolar RNA, C/D box 102///ribosomal protein L21",100131205,2.92e-10,1.16e-11,-9.34,16.4098,-1.331
218049_s_at,MRPL13,mitochondrial ribosomal protein L13,28998,2.95e-10,1.18e-11,9.34,16.3976,1.95669
203057_s_at,PRDM2,PR/SET domain 2,7799,2.96e-10,1.18e-11,9.33,16.393,2.01182
202721_s_at,GFPT1,glutamine--fructose-6-phosphate transaminase 1,2673,2.96e-10,1.18e-11,9.33,16.3917,2.37391
202035_s_at,SFRP1,secreted frizzled related protein 1,6422,2.96e-10,1.18e-11,-9.33,16.3914,-5.483
217746_s_at,PDCD6IP,programmed cell death 6 interacting protein,10015,2.97e-10,1.19e-11,9.33,16.3882,1.20167
230006_s_at,SVIP,small VCP interacting protein,258010,2.97e-10,1.19e-11,9.33,16.3876,1.65536
204257_at,FADS3,fatty acid desaturase 3,3995,2.98e-10,1.2e-11,-9.33,16.3806,-1.50395
214456_x_at,SAA2,serum amyloid A2///serum amyloid A1,6289,3.01e-10,1.21e-11,-9.33,16.3718,-4.42334
204756_at,MAP2K5,mitogen-activated protein kinase kinase 5,5607,3.06e-10,1.23e-11,-9.32,16.3513,-1.28892
223242_s_at,MFSD11,major facilitator superfamily domain containing 11,79157,3.07e-10,1.24e-11,9.32,16.3471,1.65679
221225_at,DCAKD,dephospho-CoA kinase domain containing,79877,3.14e-10,1.27e-11,-9.31,16.3247,-1.18003
1558143_a_at,BCL2L11,BCL2 like 11,10018,3.14e-10,1.27e-11,9.31,16.3224,2.74593
234312_s_at,ACSS2,acyl-CoA synthetase short-chain family member 2,55902,3.16e-10,1.28e-11,-9.31,16.315,-2.22399
204186_s_at,PPID,peptidylprolyl isomerase D,5481,3.18e-10,1.29e-11,9.31,16.3081,2.17074
219689_at,SEMA3G,semaphorin 3G,56920,3.19e-10,1.29e-11,-9.3,16.3041,-3.74141
204754_at,HLF,"HLF, PAR bZIP transcription factor",3131,3.19e-10,1.29e-11,-9.3,16.3023,-3.40028
210988_s_at,PRUNE1,prune exopolyphosphatase,58497,3.21e-10,1.3e-11,9.3,16.2943,2.61678
203100_s_at,CDYL,chromodomain Y-like,9425,3.21e-10,1.31e-11,9.3,16.2915,2.33318
232180_at,UGP2,UDP-glucose pyrophosphorylase 2,7360,3.23e-10,1.32e-11,-9.3,16.2845,-1.67713
201259_s_at,SYPL1,synaptophysin like 1,6856,3.24e-10,1.32e-11,9.3,16.2797,3.18912
212211_at,ANKRD17,ankyrin repeat domain 17,26057,3.25e-10,1.33e-11,9.3,16.278,2.35253
221558_s_at,LEF1,lymphoid enhancer binding factor 1,51176,3.27e-10,1.34e-11,9.29,16.2703,2.86065
209866_s_at,ADGRL3,adhesion G protein-coupled receptor L3,23284,3.28e-10,1.34e-11,-9.29,16.2675,-2.09263
234307_s_at,KIF26A,kinesin family member 26A,26153,3.3e-10,1.35e-11,-9.29,16.2576,-2.02055
44696_at,TBC1D13,TBC1 domain family member 13,54662,3.32e-10,1.36e-11,-9.29,16.2517,-0.859813
212986_s_at,TLK2,tousled like kinase 2,11011,3.32e-10,1.36e-11,9.29,16.251,2.45106
215499_at,LOC100996792,dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3,100996792,3.32e-10,1.36e-11,-9.29,16.2498,-1.42033
208860_s_at,ATRX,"ATRX, chromatin remodeler",546,3.39e-10,1.4e-11,9.28,16.2271,2.5804
222545_s_at,TMEM254,transmembrane protein 254,80195,3.39e-10,1.4e-11,9.28,16.2237,1.97254
225964_at,ZXDC,ZXD family zinc finger C,79364,3.42e-10,1.42e-11,9.27,16.2125,1.34492
203338_at,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon,5529,3.44e-10,1.42e-11,9.27,16.2084,1.51853
229821_at,LRRC37A4P,"leucine rich repeat containing 37 member A4, pseudogene",55073,3.45e-10,1.43e-11,-9.27,16.2039,-1.4139
215075_s_at,GRB2,growth factor receptor bound protein 2,2885,3.46e-10,1.43e-11,9.27,16.2008,2.05105
203997_at,PTPN3,"protein tyrosine phosphatase, non-receptor type 3",5774,3.46e-10,1.44e-11,9.27,16.1982,2.35233
222333_at,ALS2CL,ALS2 C-terminal like,259173,3.46e-10,1.44e-11,-9.27,16.1981,-0.831556
201617_x_at,CALD1,caldesmon 1,800,3.46e-10,1.44e-11,9.27,16.1953,3.51999
1555812_a_at,ARHGDIB,Rho GDP dissociation inhibitor beta,397,3.46e-10,1.44e-11,9.27,16.1949,4.04667
228278_at,NFIX,nuclear factor I X,4784,3.46e-10,1.44e-11,-9.27,16.1934,-2.44612
240890_at,LOC643733,"caspase 4, apoptosis-related cysteine peptidase pseudogene",643733,3.47e-10,1.45e-11,-9.27,16.1899,-2.17174
218073_s_at,NDC1,NDC1 transmembrane nucleoporin,55706,3.49e-10,1.46e-11,9.26,16.182,2.35085
222691_at,SLC35B3,solute carrier family 35 member B3,51000,3.56e-10,1.49e-11,9.26,16.1597,1.26536
218229_s_at,POGK,pogo transposable element with KRAB domain,57645,3.56e-10,1.49e-11,9.26,16.1594,3.27008
230793_at,CARMIL1,capping protein regulator and myosin 1 linker 1,55604,3.58e-10,1.5e-11,9.25,16.1532,3.41386
203415_at,PDCD6,programmed cell death 6,10016,3.61e-10,1.52e-11,9.25,16.1442,1.44575
214251_s_at,NUMA1,nuclear mitotic apparatus protein 1,4926,3.66e-10,1.54e-11,9.25,16.1294,2.89224
209421_at,MSH2,mutS homolog 2,4436,3.66e-10,1.54e-11,9.25,16.1277,1.93574
205408_at,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",8028,3.72e-10,1.57e-11,9.24,16.1103,1.59983
202610_s_at,MED14,mediator complex subunit 14,9282,3.75e-10,1.58e-11,9.24,16.1001,1.08528
213617_s_at,TPGS2,tubulin polyglutamylase complex subunit 2,25941,3.75e-10,1.59e-11,9.24,16.0995,2.43512
200611_s_at,WDR1,WD repeat domain 1,9948,3.75e-10,1.59e-11,9.24,16.0993,1.43448
225208_s_at,FAM103A1,family with sequence similarity 103 member A1,83640,3.76e-10,1.59e-11,9.24,16.0976,1.85471
219098_at,MYBBP1A,MYB binding protein 1a,10514,3.76e-10,1.59e-11,-9.23,16.095,-1.32972
214531_s_at,SNX1,sorting nexin 1,6642,3.78e-10,1.6e-11,9.23,16.0899,2.44235
227594_at,ZMYM6,zinc finger MYM-type containing 6,9204,3.8e-10,1.61e-11,9.23,16.0842,1.87516
209270_at,LAMB3,laminin subunit beta 3,3914,3.8e-10,1.61e-11,-9.23,16.0825,-3.42308
201397_at,PHGDH,phosphoglycerate dehydrogenase,26227,3.81e-10,1.62e-11,-9.23,16.0793,-3.10093
232247_at,ZNF502,zinc finger protein 502,91392,3.84e-10,1.63e-11,-9.23,16.0717,-1.87012
212134_at,MIR6716,microRNA 6716///pleckstrin homology like domain family B member 1,102466719,3.91e-10,1.66e-11,-9.22,16.0511,-1.57633
239750_x_at,VAPA,VAMP associated protein A,9218,3.92e-10,1.67e-11,-9.22,16.0482,-1.00841
228638_at,FAM76A,family with sequence similarity 76 member A,199870,3.95e-10,1.69e-11,9.22,16.0389,3.35158
210951_x_at,RAB27A,"RAB27A, member RAS oncogene family",5873,3.95e-10,1.69e-11,9.22,16.0374,2.67748
219633_at,TTPAL,alpha tocopherol transfer protein like,79183,3.95e-10,1.69e-11,9.21,16.0354,2.27699
213909_at,LRRC15,leucine rich repeat containing 15,131578,3.95e-10,1.69e-11,9.21,16.0351,5.59577
201708_s_at,NIPSNAP1,nipsnap homolog 1 (C. elegans),8508,3.96e-10,1.7e-11,9.21,16.0312,2.65358
205078_at,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,5281,4.05e-10,1.74e-11,9.21,16.0079,2.58198
1555419_a_at,ASAH1,N-acylsphingosine amidohydrolase 1,427,4.09e-10,1.76e-11,9.2,15.9967,4.40735
229773_at,SNAP23,synaptosome associated protein 23,8773,4.14e-10,1.78e-11,9.2,15.9822,1.95289
201773_at,ADNP,activity dependent neuroprotector homeobox,23394,4.15e-10,1.79e-11,9.2,15.9792,2.19576
242021_at,XBP1,X-box binding protein 1,7494,4.15e-10,1.79e-11,-9.2,15.979,-1.32387
204654_s_at,TFAP2A,transcription factor AP-2 alpha,7020,4.15e-10,1.79e-11,9.2,15.9789,3.24927
218721_s_at,C1orf27,chromosome 1 open reading frame 27,54953,4.23e-10,1.83e-11,9.19,15.9569,1.91654
242123_at,PAQR7,progestin and adipoQ receptor family member 7,164091,4.24e-10,1.84e-11,-9.19,15.9534,-1.54391
204552_at,INPP4A,inositol polyphosphate-4-phosphatase type I A,3631,4.24e-10,1.84e-11,9.19,15.9522,2.0254
209699_x_at,LOC101930400,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400,4.25e-10,1.84e-11,-9.19,15.9497,-4.99417
235165_at,PARD6B,par-6 family cell polarity regulator beta,84612,4.26e-10,1.85e-11,9.18,15.9449,3.7185
212911_at,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16,23341,4.27e-10,1.86e-11,9.18,15.9413,1.70881
203142_s_at,AP3B1,adaptor related protein complex 3 beta 1 subunit,8546,4.29e-10,1.87e-11,9.18,15.9359,2.7302
1552617_a_at,RFWD2,ring finger and WD repeat domain 2,64326,4.29e-10,1.87e-11,9.18,15.935,2.71039
212099_at,RHOB,ras homolog family member B,388,4.3e-10,1.87e-11,9.18,15.9332,2.5403
203575_at,CSNK2A2,casein kinase 2 alpha 2,1459,4.3e-10,1.88e-11,-9.18,15.9321,-1.42748
1554351_a_at,TIPRL,TOR signaling pathway regulator,261726,4.36e-10,1.9e-11,9.18,15.9171,1.63214
221024_s_at,SLC2A10,solute carrier family 2 member 10,81031,4.36e-10,1.91e-11,9.17,15.9157,3.65197
224740_at,SMIM15,small integral membrane protein 15,643155,4.39e-10,1.92e-11,9.17,15.9097,1.89412
203812_at,SLIT3,slit guidance ligand 3,6586,4.42e-10,1.94e-11,-9.17,15.8997,-2.34806
201378_s_at,UBAP2L,ubiquitin associated protein 2 like,9898,4.45e-10,1.95e-11,9.17,15.8918,1.47619
217807_s_at,SNORD23,"small nucleolar RNA, C/D box 23///glioma tumor suppressor candidate region gene 2",692091,4.47e-10,1.96e-11,-9.17,15.8879,-1.18861
209087_x_at,MCAM,melanoma cell adhesion molecule,4162,4.5e-10,1.98e-11,-9.16,15.8808,-2.45377
242432_at,LRRC37A2,leucine rich repeat containing 37 member A2,474170,4.54e-10,2e-11,-9.16,15.8699,-0.874515
1559881_s_at,ZNF12,zinc finger protein 12,7559,4.58e-10,2.01e-11,9.16,15.8619,3.40416
218517_at,JADE1,jade family PHD finger 1,79960,4.61e-10,2.03e-11,-9.15,15.8545,-1.77101
208630_at,HADHA,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",3030,4.61e-10,2.03e-11,-9.15,15.8534,-1.15784
221907_at,TRMT61A,tRNA methyltransferase 61A,115708,4.61e-10,2.03e-11,-9.15,15.8518,-0.824505
232953_at,LINC00266-1,long intergenic non-protein coding RNA 266-1,140849,4.62e-10,2.04e-11,-9.15,15.8484,-2.27233
215489_x_at,HOMER3,homer scaffolding protein 3,9454,4.75e-10,2.1e-11,9.14,15.8182,2.52517
214710_s_at,CCNB1,cyclin B1,891,4.75e-10,2.1e-11,9.14,15.8174,2.86002
209580_s_at,MBD4,"methyl-CpG binding domain 4, DNA glycosylase",8930,4.77e-10,2.11e-11,9.14,15.8129,2.67689
225599_s_at,TRIQK,triple QxxK/R motif containing,286144,4.78e-10,2.12e-11,9.14,15.8094,2.53217
35156_at,R3HCC1,R3H domain and coiled-coil containing 1,203069,4.81e-10,2.14e-11,-9.14,15.8031,-1.15086
218119_at,TIMM23B,translocase of inner mitochondrial membrane 23 homolog B///translocase of inner mitochondrial membrane 23,100652748,4.84e-10,2.15e-11,9.13,15.7955,2.37718
227996_at,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",10160,4.84e-10,2.15e-11,9.13,15.7943,2.93987
214041_x_at,RPL37A,ribosomal protein L37a,6168,4.92e-10,2.19e-11,-9.13,15.7763,-2.03634
208607_s_at,SAA2-SAA4,SAA2-SAA4 readthrough///serum amyloid A2///serum amyloid A1,100528017,4.92e-10,2.2e-11,-9.13,15.7733,-5.39198
202348_s_at,TOR1A,torsin family 1 member A,1861,4.92e-10,2.2e-11,9.13,15.7717,2.24862
1560754_at,CMTM7,CKLF like MARVEL transmembrane domain containing 7,112616,4.92e-10,2.2e-11,-9.13,15.7716,-1.982
230003_at,SLC16A7,solute carrier family 16 member 7,9194,4.92e-10,2.2e-11,-9.13,15.7715,-3.38514
208721_s_at,ANAPC5,anaphase promoting complex subunit 5,51433,4.94e-10,2.22e-11,9.13,15.7661,3.35999
201583_s_at,SEC23B,"Sec23 homolog B, coat complex II component",10483,4.97e-10,2.23e-11,9.12,15.7581,2.78793
1552977_a_at,CNPY3,canopy FGF signaling regulator 3,10695,4.99e-10,2.24e-11,9.12,15.7534,2.51768
201720_s_at,LAPTM5,lysosomal protein transmembrane 5,7805,5e-10,2.25e-11,9.12,15.7501,2.78865
204658_at,TRA2A,transformer 2 alpha homolog,29896,5e-10,2.25e-11,9.12,15.7499,2.09869
222682_s_at,FAM114A2,family with sequence similarity 114 member A2,10827,5.01e-10,2.26e-11,9.12,15.7473,1.42585
226353_at,SPPL2A,signal peptide peptidase like 2A,84888,5.03e-10,2.27e-11,9.12,15.7415,1.60319
217743_s_at,TMEM30A,transmembrane protein 30A,55754,5.05e-10,2.28e-11,9.12,15.7382,2.04328
214590_s_at,UBE2D1,ubiquitin conjugating enzyme E2 D1,7321,5.06e-10,2.29e-11,9.11,15.7332,1.29564
48031_r_at,FAXDC2,fatty acid hydroxylase domain containing 2,10826,5.07e-10,2.3e-11,-9.11,15.7306,-2.06631
209585_s_at,MINPP1,multiple inositol-polyphosphate phosphatase 1,9562,5.09e-10,2.31e-11,9.11,15.7249,2.13787
202303_x_at,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",8467,5.1e-10,2.32e-11,9.11,15.7217,2.0661
202635_s_at,POLR2K,RNA polymerase II subunit K,5440,5.1e-10,2.32e-11,9.11,15.7211,2.34057
211793_s_at,ABI2,abl-interactor 2,10152,5.11e-10,2.32e-11,9.11,15.7193,1.21766
201043_s_at,ANP32A,acidic nuclear phosphoprotein 32 family member A,8125,5.11e-10,2.32e-11,9.11,15.7189,2.71825
222451_s_at,ZDHHC9,zinc finger DHHC-type containing 9,51114,5.12e-10,2.33e-11,9.11,15.7164,2.05822
204170_s_at,CKS2,CDC28 protein kinase regulatory subunit 2,1164,5.13e-10,2.34e-11,9.11,15.7129,3.2655
1555173_at,STX19,syntaxin 19,415117,5.13e-10,2.34e-11,-9.11,15.7119,-1.01499
1570345_at,LINC00474,long intergenic non-protein coding RNA 474,58483,5.2e-10,2.37e-11,-9.1,15.6972,-0.924633
219444_at,BCORL1,BCL6 corepressor-like 1,63035,5.2e-10,2.37e-11,-9.1,15.6972,-0.975653
218751_s_at,FBXW7,F-box and WD repeat domain containing 7,55294,5.22e-10,2.39e-11,-9.1,15.6916,-1.09379
220425_x_at,ROPN1B,rhophilin associated tail protein 1B,152015,5.28e-10,2.42e-11,-9.1,15.6777,-4.17631
216064_s_at,AGA,aspartylglucosaminidase,175,5.35e-10,2.46e-11,9.09,15.6624,2.74155
208934_s_at,LGALS8,galectin 8,3964,5.35e-10,2.46e-11,9.09,15.6623,2.74451
200046_at,DAD1,defender against cell death 1,1603,5.38e-10,2.48e-11,9.09,15.6545,1.55603
202731_at,MIR4680,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor),100616113,5.38e-10,2.48e-11,9.09,15.6545,3.22671
235060_at,LOC100190986,uncharacterized LOC100190986,100190986,5.38e-10,2.48e-11,9.09,15.6543,4.60916
235496_at,HRCT1,histidine rich carboxyl terminus 1,646962,5.4e-10,2.49e-11,-9.09,15.6504,-2.27933
214992_s_at,DNASE2,"deoxyribonuclease 2, lysosomal",1777,5.45e-10,2.51e-11,9.08,15.6403,2.0148
215084_s_at,LRRC42,leucine rich repeat containing 42,115353,5.48e-10,2.53e-11,9.08,15.6345,1.34788
229254_at,MFSD4A,major facilitator superfamily domain containing 4A,148808,5.48e-10,2.53e-11,-9.08,15.6331,-2.78573
235911_at,MELTF,melanotransferrin,4241,5.5e-10,2.55e-11,-9.08,15.6282,-2.53913
212175_s_at,AK2,adenylate kinase 2,204,5.55e-10,2.57e-11,9.08,15.6176,2.18256
1555226_s_at,C1orf43,chromosome 1 open reading frame 43,25912,5.55e-10,2.57e-11,9.08,15.6171,4.60238
222263_at,SLC35E1,solute carrier family 35 member E1,79939,5.56e-10,2.58e-11,9.08,15.6153,2.2064
233559_s_at,WDFY1,WD repeat and FYVE domain containing 1,57590,5.61e-10,2.6e-11,9.07,15.6056,2.64793
219913_s_at,CRNKL1,crooked neck pre-mRNA splicing factor 1,51340,5.64e-10,2.62e-11,9.07,15.5994,2.13072
223040_at,NAA20,"N(alpha)-acetyltransferase 20, NatB catalytic subunit",51126,5.64e-10,2.62e-11,9.07,15.5983,1.84866
220199_s_at,AIDA,"axin interactor, dorsalization associated",64853,5.68e-10,2.64e-11,9.07,15.5909,3.16544
37424_at,CCHCR1,coiled-coil alpha-helical rod protein 1,54535,5.68e-10,2.64e-11,-9.07,15.59,-1.04659
222401_s_at,TMEM50A,transmembrane protein 50A,23585,5.7e-10,2.66e-11,9.07,15.5852,1.56096
202162_s_at,CNOT8,CCR4-NOT transcription complex subunit 8,9337,5.7e-10,2.66e-11,9.07,15.585,2.22103
222527_s_at,RBM22,RNA binding motif protein 22,55696,5.71e-10,2.67e-11,9.06,15.5822,2.64385
200828_s_at,ZNF207,zinc finger protein 207,7756,5.79e-10,2.7e-11,9.06,15.5685,3.23882
1567250_at,OR10A3,olfactory receptor family 10 subfamily A member 3,26496,5.79e-10,2.71e-11,-9.06,15.5673,-0.905698
223328_at,ARMC10,armadillo repeat containing 10,83787,5.79e-10,2.71e-11,9.06,15.5667,2.38345
205008_s_at,CIB2,calcium and integrin binding family member 2,10518,5.8e-10,2.71e-11,-9.06,15.5647,-2.06685
200615_s_at,AP2B1,adaptor related protein complex 2 beta 1 subunit,163,5.84e-10,2.74e-11,9.06,15.5564,3.21121
