ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
10012683145,EFHC1,EF-hand domain (C-terminal) containing 1,114327,0.0866778,0.00182,3.37,-1.29633,0.209
10012683309,VPS13D,vacuolar protein sorting 13 homolog D (S. cerevisiae),55187,0.0878788,0.00187,3.36,-1.3201,0.366
10012678849,TPPP3,tubulin polymerization-promoting protein family member 3,51673,0.0902124,0.00194,3.35,-1.3529,0.57
10012681696,KLC1,kinesin light chain 1,3831,0.0904918,0.00195,3.35,-1.35754,0.279
10012678920,USP34,ubiquitin specific peptidase 34,9736,0.0908242,0.00197,3.34,-1.36601,0.272
10012677170,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,11252,0.0909583,0.00199,3.34,-1.37759,0.194
10012678165,BRI3,brain protein I3,25798,0.0909583,0.00199,3.34,-1.37801,0.25
10012671137,ISG15,ISG15 ubiquitin-like modifier,9636,0.0909583,0.00203,3.33,-1.39148,0.377
10012669667,ARHGDIB,Rho GDP dissociation inhibitor (GDI) beta,397,0.0909583,0.00203,3.33,-1.39339,0.157
10012684690,KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1",3784,0.0909583,0.00203,3.33,-1.39477,0.535
10012683872,LOC100128751,INM04,100128751,0.0917025,0.00207,3.33,-1.40985,0.549
10012684811,ZFP14,zinc finger protein 14 homolog (mouse),57677,0.0917374,0.00208,3.32,-1.41407,0.195
10012687379,CLIC1,chloride intracellular channel 1,1192,0.0920042,0.00209,3.32,-1.42073,0.179
10012667547,OLIG1,oligodendrocyte transcription factor 1,116448,0.0922866,0.00212,3.32,-1.43153,0.555
10012679499,ASB7,ankyrin repeat and SOCS box-containing 7,140460,0.0931084,0.00214,3.31,-1.44167,0.169
10012671417,DKFZP434K028,DKFZP434K028 protein,26070,0.0931084,0.00215,3.31,-1.44442,0.29
10012679163,LAPTM5,lysosomal associated multispanning membrane protein 5,7805,0.0938739,0.0022,3.3,-1.4659,0.265
10012675562,TRIM38,tripartite motif-containing 38,10475,0.0941389,0.00221,3.3,-1.47013,0.3
10012672298,KSR1,kinase suppressor of ras 1,8844,0.0950492,0.00224,3.3,-1.48303,0.189
10012687799,LOC730051,similar to hCG2044798,730051,0.0950544,0.00227,3.29,-1.49383,0.233
10012686081,C1orf144,chromosome 1 open reading frame 144,26099,0.0950544,0.00227,3.29,-1.49473,0.193
10012686523,GPX1,glutathione peroxidase 1,2876,0.0950544,0.00228,3.29,-1.49594,0.242
10012670260,PRKX,"protein kinase, X-linked",5613,0.0951846,0.00231,3.28,-1.50971,0.191
10012679883,CCNI,cyclin I,10983,0.0962147,0.00236,3.28,-1.52597,0.155
10012669391,SLC9A3R1,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",9368,0.0962147,0.00236,3.28,-1.52688,0.223
10012672632,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8869,0.0965027,0.00238,3.27,-1.53576,0.359
10012673856,ALOX12,arachidonate 12-lipoxygenase,239,0.0965027,0.00239,3.27,-1.5384,0.169
10012666139,SNX2,sorting nexin 2,6643,0.0965027,0.0024,3.27,-1.54077,0.21
10012674790,LPXN,leupaxin,9404,0.0969772,0.00241,3.27,-1.54675,0.281
10012672505,KYNU,kynureninase (L-kynurenine hydrolase),8942,0.0971236,0.00242,3.27,-1.54971,0.614
10012666303,MPG,N-methylpurine-DNA glycosylase,4350,0.0979594,0.00245,3.26,-1.56218,0.215
10012665118,MEI1,meiosis inhibitor 1,150365,0.098613,0.00249,3.26,-1.57451,0.25
10012680566,FGFBP2,fibroblast growth factor binding protein 2,83888,0.0991304,0.00252,3.25,-1.58463,0.679
10012687768,GTF3A,general transcription factor IIIA,2971,0.0991998,0.00253,3.25,-1.58776,0.217
10012666459,S1PR5,sphingosine-1-phosphate receptor 5,53637,0.100231,0.00256,3.25,-1.60043,0.564
10012673610,SLC7A7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",9056,0.100595,0.00258,3.24,-1.60671,0.468
10012665338,TLE4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",7091,0.102378,0.00269,3.23,-1.64231,0.357
10012686019,GLMN,"glomulin, FKBP associated protein",11146,0.1033,0.00272,3.22,-1.65487,0.207
10012677883,PHF20L1,PHD finger protein 20-like 1,51105,0.106132,0.00284,3.21,-1.691,0.395
10012681631,SORT1,sortilin 1,6272,0.106351,0.00285,3.21,-1.69502,0.495
10012673344,TTYH2,tweety homolog 2 (Drosophila),94015,0.106351,0.00286,3.21,-1.69735,0.337
10012686970,IL3RA,"interleukin 3 receptor, alpha (low affinity)",3563,0.10653,0.00287,3.2,-1.70184,0.382
10012666529,CCND3,cyclin D3,896,0.1073,0.00291,3.2,-1.71209,0.237
10012684270,SLC2A6,"solute carrier family 2 (facilitated glucose transporter), member 6",11182,0.1073,0.00291,3.2,-1.71419,0.343
10012671395,ABL1,"c-abl oncogene 1, receptor tyrosine kinase",25,0.109145,0.00299,3.19,-1.73579,0.154
10012685074,FLJ20160,FLJ20160 protein,54842,0.109145,0.00299,3.19,-1.73669,0.281
10012673956,WDSOF1,WD repeats and SOF1 domain containing,25879,0.109229,0.00301,3.19,-1.74178,0.176
10012687310,DLEU2,"deleted in lymphocytic leukemia, 2",8847,0.109298,0.00301,3.19,-1.74381,0.346
10012669852,EPAS1,endothelial PAS domain protein 1,2034,0.110892,0.00308,3.18,-1.76297,0.668
10012671498,NPFF,neuropeptide FF-amide peptide precursor,8620,0.110892,0.00308,3.18,-1.76392,0.236
10012673598,TMEM154,transmembrane protein 154,201799,0.112799,0.00316,3.17,-1.78479,0.395
10012678795,CYLD,cylindromatosis (turban tumor syndrome),1540,0.113217,0.00317,3.17,-1.78968,0.237
10012678116,PLCH2,"phospholipase C, eta 2",9651,0.113245,0.00319,3.16,-1.79546,0.456
10012671190,IDS,iduronate 2-sulfatase (Hunter syndrome),3423,0.113454,0.00322,3.16,-1.8028,0.162
10012683793,ZCCHC7,"zinc finger, CCHC domain containing 7",84186,0.114656,0.00327,3.16,-1.81616,0.412
10012688192,SFXN3,sideroflexin 3,81855,0.114794,0.00328,3.15,-1.81885,0.151
10012666569,CD47,CD47 molecule,961,0.115449,0.00331,3.15,-1.8267,0.367
10012675516,CORO1A,"coronin, actin binding protein, 1A",11151,0.117525,0.00339,3.14,-1.84806,0.29
10012669420,PSMB9,"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)",5698,0.119681,0.00348,3.13,-1.87108,0.308
10012673291,MAF,v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian),4094,0.120418,0.00351,3.13,-1.87927,0.454
10012684154,CG012,hypothetical gene CG012,116829,0.121648,0.00358,3.12,-1.89513,0.376
10012682404,RABGAP1L,RAB GTPase activating protein 1-like,9910,0.122407,0.00364,3.12,-1.91078,0.305
10012686393,ANXA4,annexin A4,307,0.122407,0.00365,3.11,-1.91409,0.259
10012667805,CFP,complement factor properdin,5199,0.123566,0.00371,3.11,-1.92793,0.37
10012689352,IL10RA,"interleukin 10 receptor, alpha",3587,0.123716,0.00373,3.11,-1.93248,0.45
10012676926,MRPL16,mitochondrial ribosomal protein L16,54948,0.125168,0.0038,3.1,-1.94996,0.272
10012675620,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast)",10487,0.127468,0.0039,3.09,-1.97137,0.156
10012667814,PFDN5,prefoldin subunit 5,5204,0.127468,0.0039,3.09,-1.97262,0.183
10012681920,ZNF687,zinc finger protein 687,57592,0.130054,0.00402,3.08,-1.99818,0.171
10012665591,MARCKS,myristoylated alanine-rich protein kinase C substrate,4082,0.130528,0.00406,3.07,-2.00769,0.583
10012680330,COL23A1,"collagen, type XXIII, alpha 1",91522,0.131583,0.00411,3.07,-2.01894,0.588
10012670159,DFNB31,"deafness, autosomal recessive 31",25861,0.131583,0.00412,3.07,-2.0192,0.251
10012683439,MVP,major vault protein,9961,0.131858,0.00416,3.06,-2.02934,0.278
10012672906,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",10312,0.131876,0.00417,3.06,-2.03103,0.251
10012670868,RAB6A,"RAB6A, member RAS oncogene family",5870,0.13277,0.00421,3.06,-2.03952,0.123
10012672047,IL1RL1,interleukin 1 receptor-like 1,9173,0.133203,0.00424,3.06,-2.04619,0.304
10012671353,UNC119,unc-119 homolog (C. elegans),9094,0.134572,0.00431,3.05,-2.06046,0.205
10012676832,ITCH,itchy E3 ubiquitin protein ligase homolog (mouse),83737,0.134621,0.00436,3.05,-2.06921,0.148
10012667013,CD52,CD52 molecule,1043,0.134621,0.00436,3.05,-2.06929,0.362
10012679683,IL1RAP,interleukin 1 receptor accessory protein,3556,0.13543,0.00443,3.04,-2.0842,0.213
10012681061,SH3PXD2B,SH3 and PX domains 2B,285590,0.135465,0.00444,3.04,-2.0859,0.421
10012682131,ZBTB7B,zinc finger and BTB domain containing 7B,51043,0.136076,0.00449,3.04,-2.09547,0.224
10012672201,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)",1622,0.136076,0.00449,3.04,-2.09648,0.172
10012676595,ARID3B,AT rich interactive domain 3B (BRIGHT-like),10620,0.137809,0.0046,3.03,-2.11679,0.201
10012671838,IFI35,interferon-induced protein 35,3430,0.138038,0.00463,3.02,-2.12305,0.232
10012669422,PSMB10,"proteasome (prosome, macropain) subunit, beta type, 10",5699,0.138202,0.00466,3.02,-2.12908,0.188
10012673327,NDRG1,N-myc downstream regulated gene 1,10397,0.138202,0.00467,3.02,-2.13007,0.31
10012680147,IFT20,intraflagellar transport 20 homolog (Chlamydomonas),90410,0.139623,0.00477,3.01,-2.14852,0.127
10012673331,MYL9,"myosin, light chain 9, regulatory",10398,0.140513,0.00483,3.01,-2.15935,0.191
10012667835,PLXNA2,plexin A2,5362,0.141549,0.00489,3,-2.17049,0.395
10012676833,ZMIZ1,"zinc finger, MIZ-type containing 1",57178,0.141549,0.0049,3,-2.17341,0.142
10012687082,CASP4,"caspase 4, apoptosis-related cysteine peptidase",837,0.141585,0.00493,3,-2.17825,0.155
10012673196,TRIM22,tripartite motif-containing 22,10346,0.141842,0.00496,3,-2.18428,0.276
10012684508,PCF11,"PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)",51585,0.141842,0.00496,3,-2.18443,0.269
10012670415,GATAD2B,GATA zinc finger domain containing 2B,57459,0.143163,0.00504,2.99,-2.19814,0.154
10012675483,LRRN2,leucine rich repeat neuronal 2,10446,0.144306,0.00509,2.99,-2.20643,0.444
10012666280,MMP19,matrix metallopeptidase 19,4327,0.144526,0.00513,2.98,-2.21262,0.302
10012665438,LGALS3,"lectin, galactoside-binding, soluble, 3",3958,0.144973,0.00515,2.98,-2.21726,0.478
10012668469,GBP2,"guanylate binding protein 2, interferon-inducible",2634,0.145364,0.00519,2.98,-2.22283,0.348
10012667002,GBP5,guanylate binding protein 5,115362,0.145364,0.00519,2.98,-2.223,0.357
10012689260,PRMT2,protein arginine methyltransferase 2,3275,0.145676,0.00524,2.98,-2.23141,0.241
10012677314,RHOA,"ras homolog gene family, member A",387,0.145676,0.00524,2.98,-2.2316,0.209
10012678975,TBKBP1,TBK1 binding protein 1,9755,0.145885,0.00526,2.98,-2.23436,0.233
10012666984,TIMP2,TIMP metallopeptidase inhibitor 2,7077,0.146443,0.00535,2.97,-2.25045,0.244
10012677796,PTAR1,protein prenyltransferase alpha subunit repeat containing 1,375743,0.146962,0.00538,2.97,-2.25478,0.192
10012677412,TWF2,"twinfilin, actin-binding protein, homolog 2 (Drosophila)",11344,0.147902,0.00545,2.96,-2.26583,0.167
10012684216,UBE2W,ubiquitin-conjugating enzyme E2W (putative),55284,0.14862,0.00548,2.96,-2.27117,0.207
10012665349,MTA3,"metastasis associated 1 family, member 3",57504,0.148998,0.00556,2.95,-2.28434,0.356
10012686169,FAM13A1OS,"family with sequence similarity 13, member A1 opposite strand",285512,0.148998,0.00557,2.95,-2.28522,0.222
10012679650,LOC100131564,hypothetical protein LOC100131564///hypothetical protein LOC100130531,100131564,0.149104,0.0056,2.95,-2.29077,0.188
10012683554,TRAPPC6A,trafficking protein particle complex 6A,79090,0.149586,0.00563,2.95,-2.29512,0.199
10012673119,TBX21,T-box 21,30009,0.149685,0.00565,2.95,-2.29783,0.455
10012686665,ADCY4,adenylate cyclase 4,196883,0.15039,0.00572,2.94,-2.30885,0.359
10012689237,BCL9L,B-cell CLL/lymphoma 9-like,283149,0.151393,0.00582,2.94,-2.32373,0.213
10012676441,GNLY,granulysin,10578,0.151997,0.00586,2.93,-2.33015,0.261
10012671668,EIF3H,"eukaryotic translation initiation factor 3, subunit H",8667,0.152055,0.00588,2.93,-2.33229,0.153
10012672655,LOC441108,hypothetical gene supported by AK128882,441108,0.152055,0.00588,2.93,-2.333,0.336
10012671996,RPL32P3,ribosomal protein L32 pseudogene 3,132241,0.152055,0.00588,2.93,-2.33359,0.245
10012679977,ARHGAP25,Rho GTPase activating protein 25,9938,0.153791,0.00605,2.92,-2.35832,0.197
10012682788,HOMER1,homer homolog 1 (Drosophila),9456,0.153791,0.00605,2.92,-2.35856,0.418
10012682229,KLHDC9,kelch domain containing 9,126823,0.153791,0.00608,2.92,-2.36161,0.294
10012665758,ME1,"malic enzyme 1, NADP(+)-dependent, cytosolic",4199,0.153791,0.00612,2.92,-2.36809,0.591
10012680379,SLC5A12,"solute carrier family 5 (sodium/glucose cotransporter), member 12",159963,0.153791,0.00614,2.91,-2.37083,0.287
10012681486,LOC550643,hypothetical LOC550643,550643,0.153791,0.00615,2.91,-2.3728,0.131
10012688640,IL7R,interleukin 7 receptor,3575,0.153791,0.00618,2.91,-2.37588,0.497
10012671050,TMSB10,thymosin beta 10,9168,0.153791,0.00618,2.91,-2.37712,0.212
10012682693,XPO1,"exportin 1 (CRM1 homolog, yeast)",7514,0.153936,0.00623,2.91,-2.38382,0.342
10012672598,OPTN,optineurin,10133,0.153936,0.00624,2.91,-2.38496,0.283
10012673992,SYNJ1,synaptojanin 1,8867,0.153936,0.00626,2.91,-2.38824,0.34
10012688617,PAPLN,"papilin, proteoglycan-like sulfated glycoprotein",89932,0.154092,0.00629,2.91,-2.39153,0.209
10012684289,NKIRAS2,NFKB inhibitor interacting Ras-like 2,28511,0.154197,0.00631,2.9,-2.39495,0.124
10012688830,TIGD7,tigger transposable element derived 7,91151,0.154197,0.00631,2.9,-2.39506,0.206
10012669634,PXN,paxillin,5829,0.154486,0.00635,2.9,-2.39962,0.225
10012689245,FKBP1A,"FK506 binding protein 1A, 12kDa",2280,0.154896,0.00639,2.9,-2.40569,0.128
10012673996,GZMA,"granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)",3001,0.154896,0.00639,2.9,-2.40582,0.46
10012670652,CREBL1,cAMP responsive element binding protein-like 1,1388,0.15534,0.0065,2.89,-2.42016,0.24
10012679114,SIPA1,signal-induced proliferation-associated gene 1,6494,0.15534,0.00654,2.89,-2.42552,0.168
10012672198,SP110,SP110 nuclear body protein,3431,0.155837,0.00661,2.89,-2.43499,0.158
10012687295,KCNJ16,"potassium inwardly-rectifying channel, subfamily J, member 16",3773,0.15585,0.00661,2.89,-2.436,0.772
