ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
10012688009,DHX9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1660,4.95e-27,1.87e-29,18.9703,56.7348,0.392463
10012685640,C6orf35,chromosome 6 open reading frame 35,729515,1.12e-26,4.7e-29,18.6776,55.8215,0.613682
10012681110,BCAT1,"branched chain aminotransferase 1, cytosolic",586,1.15e-26,4.95e-29,18.6614,55.7708,1.00426
10012671476,TIMM9,translocase of inner mitochondrial membrane 9 homolog (yeast),26520,1.84e-26,8.17e-29,18.5032,55.2728,0.539023
10012669095,MCCC2,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),64087,2.1e-26,9.82e-29,18.4454,55.0901,0.427395
10012673399,MAP7D3,MAP7 domain containing 3,79649,3.04e-26,1.52e-28,18.3077,54.6536,0.760595
10012666210,ZNF598,zinc finger protein 598,90850,3.3e-26,1.7e-28,18.2728,54.5423,0.400091
10012676631,ZNF263,zinc finger protein 263,10127,3.8e-26,2e-28,18.2231,54.3841,0.325173
10012665625,SNRPA1,small nuclear ribonucleoprotein polypeptide A',6627,5.22e-26,2.82e-28,18.1163,54.0427,0.555198
10012675416,RDH14,retinol dehydrogenase 14 (all-trans/9-cis/11-cis),57665,5.56e-26,3.1e-28,18.0861,53.946,0.478983
10012688606,FHL1,four and a half LIM domains 1,2273,6.7e-26,3.87e-28,18.018,53.7273,1.01051
10012667914,VDAC1,voltage-dependent anion channel 1,7416,7.54e-26,4.6e-28,17.9643,53.5545,0.483537
10012687393,THSD1,"thrombospondin, type I, domain containing 1",55901,7.55e-26,4.64e-28,17.9613,53.5449,0.57993
10012665612,RFTN1,"raftlin, lipid raft linker 1",23180,7.82e-26,4.85e-28,17.948,53.5022,0.538677
10012677641,SLC25A3,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",5250,1.25e-25,8.42e-28,17.7782,52.9531,0.341261
10012686549,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",501,1.3e-25,8.78e-28,17.7655,52.9119,0.718656
10012672492,CEP70,centrosomal protein 70kDa,80321,1.33e-25,9.08e-28,17.7552,52.8784,0.758086
10012674602,PTPLA,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A",9200,1.72e-25,1.2e-27,17.6699,52.6013,0.788554
10012682623,C14orf179,chromosome 14 open reading frame 179,112752,1.93e-25,1.38e-27,17.6262,52.4587,0.586499
10012676178,CD109,CD109 molecule,135228,1.93e-25,1.39e-27,17.6259,52.4579,1.22017
10012667185,PRDX1,peroxiredoxin 1,5052,3.28e-25,2.55e-27,17.4408,51.8521,0.730754
10012670323,GPSM1,"G-protein signaling modulator 1 (AGS3-like, C. elegans)",26086,4.66e-25,3.82e-27,17.3186,51.4498,0.747923
10012666463,SMYD3,SET and MYND domain containing 3,64754,5.76e-25,4.74e-27,17.2532,51.2338,0.685795
10012681486,LOC550643,hypothetical LOC550643,550643,5.81e-25,4.84e-27,17.2469,51.2132,0.487619
10012688830,TIGD7,tigger transposable element derived 7,91151,6.09e-25,5.13e-27,17.2293,51.1549,0.551689
10012674461,TCTEX1D2,Tctex1 domain containing 2,255758,6.99e-25,6.02e-27,17.1814,50.9961,0.577607
10012675604,PRDX6,peroxiredoxin 6,9588,7.54e-25,6.61e-27,17.1536,50.9038,0.404809
10012676024,RPL37,ribosomal protein L37,6167,7.75e-25,6.82e-27,17.1438,50.8715,0.588604
10012685751,TEX10,testis expressed 10,54881,8.65e-25,7.77e-27,17.105,50.7423,0.524295
10012678280,CLIC4,chloride intracellular channel 4,25932,8.9e-25,8.11e-27,17.0922,50.6998,0.648211
10012670543,RCN1,"reticulocalbin 1, EF-hand calcium binding domain",5954,8.9e-25,8.13e-27,17.0914,50.6973,0.588818
10012673292,DAP3,death associated protein 3,7818,9.54e-25,8.76e-27,17.0691,50.6231,0.321137
10012671117,LYRM4,LYR motif containing 4,57128,1.07e-24,9.83e-27,17.0345,50.5079,0.508869
10012677234,MAST4,microtubule associated serine/threonine kinase family member 4,375449,1.28e-24,1.2e-26,16.975,50.3093,0.62234
10012679016,GNB5,"guanine nucleotide binding protein (G protein), beta 5",10681,1.97e-24,1.91e-26,16.8376,49.849,0.752729
10012665807,PFKP,"phosphofructokinase, platelet",5214,2.05e-24,1.99e-26,16.8243,49.8044,0.659243
10012680676,FOXJ3,forkhead box J3,22887,2.17e-24,2.12e-26,16.8063,49.7438,0.441065
10012679536,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,84303,2.18e-24,2.14e-26,16.8035,49.7343,0.558693
10012669217,DDHD2,DDHD domain containing 2,23259,2.48e-24,2.45e-26,16.7632,49.5989,0.512223
10012680015,B3GNT1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",11041,2.68e-24,2.66e-26,16.7388,49.5166,0.706663
10012671389,SSBP2,single-stranded DNA binding protein 2,23635,2.74e-24,2.75e-26,16.7293,49.4845,0.554979
10012676513,STRAP,serine/threonine kinase receptor associated protein,11171,2.89e-24,2.93e-26,16.7105,49.421,0.433519
10012674107,PDCD5,programmed cell death 5,9141,3.56e-24,3.64e-26,16.6462,49.204,0.449237
10012674005,C6orf66,chromosome 6 open reading frame 66,29078,3.69e-24,3.79e-26,16.6345,49.1642,0.513012
10012673694,TFB2M,"transcription factor B2, mitochondrial",64216,3.78e-24,3.91e-26,16.625,49.1323,0.626289
10012682228,SCD5,stearoyl-CoA desaturase 5,79966,3.8e-24,3.95e-26,16.6221,49.1223,0.93735
10012665986,MRPS35,mitochondrial ribosomal protein S35,60488,4.68e-24,4.94e-26,16.5569,48.9012,0.426291
10012676821,PAQR3,progestin and adipoQ receptor family member III,152559,4.71e-24,5e-26,16.5531,48.8884,0.70522
10012683665,SLC25A33,"solute carrier family 25, member 33",84275,4.71e-24,5.01e-26,16.5525,48.8863,0.601698
10012683763,SHANK3,SH3 and multiple ankyrin repeat domains 3,85358,4.72e-24,5.05e-26,16.5505,48.8797,0.820127
10012674648,TMEM5,transmembrane protein 5,10329,4.76e-24,5.13e-26,16.5454,48.8623,0.493659
10012665569,KDSR,3-ketodihydrosphingosine reductase,2531,5.24e-24,5.73e-26,16.5132,48.7528,0.731316
10012687776,OSBPL3,oxysterol binding protein-like 3,26031,5.92e-24,6.61e-26,16.4714,48.6109,1.00727
10012682571,WDR60,WD repeat domain 60,55112,7.63e-24,8.81e-26,16.3876,48.325,0.516246
10012668058,E2F5,"E2F transcription factor 5, p130-binding",1875,8e-24,9.39e-26,16.3687,48.2605,0.839293
10012673547,MTA1,metastasis associated 1,9112,8.26e-24,9.78e-26,16.357,48.2206,0.469027
10012677701,CTNND1,"catenin (cadherin-associated protein), delta 1",1500,9.67e-24,1.16e-25,16.3067,48.0483,0.538874
10012677606,TGIF2,TGFB-induced factor homeobox 2,60436,1.19e-23,1.46e-25,16.2399,47.8192,0.610465
10012670212,GCN5L2,GCN5 general control of amino-acid synthesis 5-like 2 (yeast),2648,1.4e-23,1.75e-25,16.1879,47.6407,0.522462
10012681082,STARD9,StAR-related lipid transfer (START) domain containing 9,57519,1.72e-23,2.21e-25,16.1205,47.4085,0.69663
10012685898,TCP1,t-complex 1,6950,1.85e-23,2.38e-25,16.0985,47.3324,0.484534
10012669358,HS2ST1,heparan sulfate 2-O-sulfotransferase 1,9653,1.94e-23,2.52e-25,16.083,47.279,0.534194
10012672263,RIOK1,RIO kinase 1 (yeast),83732,1.94e-23,2.52e-25,16.0825,47.2774,0.488525
10012686841,LANCL2,LanC lantibiotic synthetase component C-like 2 (bacterial),55915,2.24e-23,2.94e-25,16.0381,47.1238,0.431881
10012666573,INPP5E,"inositol polyphosphate-5-phosphatase, 72 kDa",56623,2.76e-23,3.67e-25,15.9745,46.9037,0.506981
10012679014,PHF16,PHD finger protein 16,9767,3.34e-23,4.5e-25,15.9155,46.6989,0.739474
10012687040,C1QBP,"complement component 1, q subcomponent binding protein",708,3.76e-23,5.1e-25,15.8797,46.5745,0.520439
10012688034,GRSF1,G-rich RNA sequence binding factor 1,2926,4.23e-23,5.77e-25,15.8446,46.4522,0.462396
10012676431,CCT4,"chaperonin containing TCP1, subunit 4 (delta)",10575,4.47e-23,6.11e-25,15.8282,46.3951,0.486255
10012685947,ZNF16,zinc finger protein 16,7564,4.62e-23,6.39e-25,15.8155,46.3508,0.37376
10012688993,UBXD4,UBX domain containing 4,165324,5.43e-23,7.64e-25,15.7644,46.1724,0.577956
10012668659,ATF7IP2,activating transcription factor 7 interacting protein 2,80063,5.74e-23,8.12e-25,15.7469,46.1113,0.775632
10012673492,USP13,ubiquitin specific peptidase 13 (isopeptidase T-3),8975,7.46e-23,1.08e-24,15.6667,45.8305,0.70575
10012682496,C8orf32,chromosome 8 open reading frame 32,55093,8.57e-23,1.25e-24,15.6248,45.6834,0.567352
10012685181,ESD,esterase D/formylglutathione hydrolase,2098,8.98e-23,1.32e-24,15.6093,45.629,0.351468
10012674736,RFXDC2,regulatory factor X domain containing 2,64864,1e-22,1.48e-24,15.5764,45.5133,0.425894
10012679009,NOL11,nucleolar protein 11,25926,1.08e-22,1.61e-24,15.5534,45.4322,0.521852
10012668513,HSPA9,heat shock 70kDa protein 9 (mortalin),3313,1.27e-22,1.91e-24,15.5037,45.2572,0.391656
10012669670,MTMR2,myotubularin related protein 2,8898,1.29e-22,1.95e-24,15.4984,45.2384,0.627758
10012668938,ZNF302,zinc finger protein 302,55900,1.29e-22,1.97e-24,15.4959,45.2297,0.553526
10012678124,SFRS2B,"splicing factor, arginine/serine-rich 2B",10929,1.54e-22,2.36e-24,15.4447,45.0489,0.617951
10012682258,ZNF32,zinc finger protein 32,7580,1.57e-22,2.42e-24,15.4377,45.0239,0.51163
10012684373,LPHN1,latrophilin 1,22859,1.6e-22,2.48e-24,15.431,45.0004,0.842796
10012682024,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial",10352,1.85e-22,2.87e-24,15.3895,44.8533,0.492975
10012665557,PARP1,"poly (ADP-ribose) polymerase family, member 1",142,1.99e-22,3.12e-24,15.3663,44.7712,0.545446
10012682581,RADIL,Rap GTPase interactor,55698,2.01e-22,3.15e-24,15.3634,44.761,1.01212
10012683173,CCDC104,coiled-coil domain containing 104,112942,2.05e-22,3.25e-24,15.3546,44.7299,0.548735
10012671672,EIF3J,"eukaryotic translation initiation factor 3, subunit J",8669,2.05e-22,3.25e-24,15.3542,44.7284,0.53328
10012674786,MKI67IP,MKI67 (FHA domain) interacting nucleolar phosphoprotein,84365,2.05e-22,3.25e-24,15.354,44.7276,0.497093
10012683643,C6orf70,chromosome 6 open reading frame 70,55780,2.2e-22,3.53e-24,15.3315,44.648,0.360771
10012688442,ANAPC1,anaphase promoting complex subunit 1,64682,2.36e-22,3.84e-24,15.3077,44.5632,0.379917
10012680266,DDX50,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50,79009,2.94e-22,4.86e-24,15.2415,44.3279,0.357915
10012680538,SERBP1,SERPINE1 mRNA binding protein 1,26135,3.15e-22,5.23e-24,15.2211,44.2553,0.544776
10012680754,AHDC1,"AT hook, DNA binding motif, containing 1",27245,3.4e-22,5.72e-24,15.1958,44.1649,0.721844
10012672238,ILF3,"interleukin enhancer binding factor 3, 90kDa",3609,3.43e-22,5.79e-24,15.1926,44.1535,0.361037
10012668584,ZNF74,zinc finger protein 74,7625,3.55e-22,6.08e-24,15.1791,44.1053,0.452263
10012682299,ZBED3,"zinc finger, BED-type containing 3",84327,3.55e-22,6.08e-24,15.1789,44.1046,0.539084
10012680386,WBP11,WW domain binding protein 11,51729,3.59e-22,6.16e-24,15.175,44.0908,0.438251
10012670809,PDCL3,phosducin-like 3,79031,3.93e-22,6.87e-24,15.1449,43.9831,0.379863
10012686292,LOC646778,hypothetical LOC646778,646778,4.07e-22,7.17e-24,15.1329,43.9403,0.689269
10012688350,TMEM41A,transmembrane protein 41A,90407,4.07e-22,7.19e-24,15.1319,43.9369,0.491206
10012682771,HMGN3,high mobility group nucleosomal binding domain 3,9324,4.32e-22,7.71e-24,15.1125,43.8674,0.512057
10012669318,XRN2,5'-3' exoribonuclease 2,22803,4.55e-22,8.21e-24,15.095,43.8048,0.390452
10012679830,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",10962,4.71e-22,8.54e-24,15.0843,43.7663,1.02085
10012670541,AHI1,Abelson helper integration site 1,54806,5.55e-22,1.03e-23,15.0328,43.5816,0.77275
10012678666,SCFD2,sec1 family domain containing 2,152579,6.49e-22,1.21e-23,14.9867,43.4164,0.458489
10012665384,SET,SET nuclear oncogene,6418,7.2e-22,1.36e-23,14.9558,43.3052,0.530482
10012671977,IDI2,isopentenyl-diphosphate delta isomerase 2,91734,7.7e-22,1.48e-23,14.9307,43.2148,0.468414
10012670327,EIF2B3,"eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa",8891,8.57e-22,1.67e-23,14.8986,43.0989,0.31905
10012671811,DDAH1,dimethylarginine dimethylaminohydrolase 1,23576,8.66e-22,1.69e-23,14.8944,43.0838,0.497313
10012675075,CAPRIN1,cell cycle associated protein 1,4076,8.97e-22,1.76e-23,14.8838,43.0458,0.598206
10012667691,AUTS2,autism susceptibility candidate 2,26053,9.1e-22,1.79e-23,14.8794,43.0297,0.716844
10012684541,PLEKHA5,"pleckstrin homology domain containing, family A member 5",54477,9.26e-22,1.82e-23,14.8738,43.0097,0.877268
10012683473,HHAT,hedgehog acyltransferase,55733,1.01e-21,2e-23,14.8485,42.9184,0.559571
10012668488,MCCC1,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha),56922,1.06e-21,2.11e-23,14.8332,42.8629,0.477105
10012670923,PTPLB,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b",201562,1.13e-21,2.27e-23,14.8128,42.7893,0.450292
10012671841,SPTLC3,"serine palmitoyltransferase, long chain base subunit 3",55304,1.36e-21,2.76e-23,14.759,42.5946,1.0606
10012680682,KIAA0907,KIAA0907,22889,1.48e-21,3.03e-23,14.7335,42.5021,0.551981
10012673299,ZNF259,zinc finger protein 259,8882,1.59e-21,3.28e-23,14.7123,42.4251,0.374592
10012671321,LOC144097,hypothetical protein BC007540,144097,1.6e-21,3.29e-23,14.7114,42.4218,0.489418
10012672103,RNASEN,"ribonuclease type III, nuclear",29102,1.72e-21,3.54e-23,14.6907,42.3468,0.405324
10012688304,PDCD2L,programmed cell death 2-like,84306,1.73e-21,3.59e-23,14.6875,42.335,0.481832
10012684924,STRBP,spermatid perinuclear RNA binding protein,55342,1.74e-21,3.6e-23,14.6863,42.3308,0.456768
10012668797,MAPK6,mitogen-activated protein kinase 6,5597,1.95e-21,4.09e-23,14.6514,42.2038,0.687208
10012680745,MTMR15,myotubularin related protein 15,22909,2.09e-21,4.41e-23,14.6306,42.1282,0.424137
10012672927,HOOK2,hook homolog 2 (Drosophila),29911,2.36e-21,5.07e-23,14.5927,41.99,0.43655
10012669127,LOC728705,hypothetical protein LOC728705,728705,2.57e-21,5.54e-23,14.5683,41.9011,0.631319
10012683265,KLHL3,kelch-like 3 (Drosophila),26249,2.62e-21,5.64e-23,14.5632,41.8824,0.857721
10012674620,C18orf19,chromosome 18 open reading frame 19,125228,2.68e-21,5.81e-23,14.5552,41.8534,0.536126
10012670559,NIPSNAP1,nipsnap homolog 1 (C. elegans),8508,2.77e-21,6.06e-23,14.5436,41.8108,0.454669
10012678578,GFM1,"G elongation factor, mitochondrial 1",85476,2.89e-21,6.37e-23,14.5302,41.7621,0.686949
10012671719,MRPL40,mitochondrial ribosomal protein L40,64976,3.06e-21,6.78e-23,14.5132,41.6999,0.388874
10012668324,DNPEP,aspartyl aminopeptidase,23549,3.13e-21,6.98e-23,14.5053,41.671,0.339908
10012670164,ACP1,"acid phosphatase 1, soluble",52,3.18e-21,7.1e-23,14.5003,41.6528,0.549211
10012677141,AOF2,amine oxidase (flavin containing) domain 2,23028,3.18e-21,7.11e-23,14.4999,41.6514,0.32817
10012677552,C1orf2,chromosome 1 open reading frame 2,10712,3.38e-21,7.62e-23,14.4812,41.5827,0.443584
10012677383,MIRN155,microRNA 155,114614,3.47e-21,7.85e-23,14.4731,41.553,1.1742
10012688010,DHX15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,1665,3.63e-21,8.22e-23,14.4604,41.5068,0.578615
10012677461,HRSP12,heat-responsive protein 12,10247,3.86e-21,8.78e-23,14.4427,41.4418,0.500201
10012667324,CSNK1E,"casein kinase 1, epsilon",1454,4.91e-21,1.14e-22,14.3727,41.1849,0.404067
10012673167,TFG,TRK-fused gene,10342,4.95e-21,1.15e-22,14.3692,41.172,0.403276
10012665641,SNRPE,small nuclear ribonucleoprotein polypeptide E,6635,5.66e-21,1.33e-22,14.3308,41.031,0.404923
10012665594,AKR1B1,"aldo-keto reductase family 1, member B1 (aldose reductase)",231,5.88e-21,1.38e-22,14.3197,40.9901,0.601079
10012671369,C3orf17,chromosome 3 open reading frame 17,25871,5.92e-21,1.39e-22,14.3172,40.9811,0.34673
10012686845,C3orf26,chromosome 3 open reading frame 26,84319,5.95e-21,1.4e-22,14.3155,40.9748,0.536788
10012676296,ZNF10,zinc finger protein 10,7556,7.03e-21,1.68e-22,14.2658,40.7917,0.601624
10012667426,SPATS2,"spermatogenesis associated, serine-rich 2",65244,7.5e-21,1.8e-22,14.2476,40.7242,0.476299
10012677472,CGRRF1,cell growth regulator with ring finger domain 1,10668,7.58e-21,1.83e-22,14.2434,40.7088,0.408692
10012668340,TMTC4,transmembrane and tetratricopeptide repeat containing 4,84899,7.75e-21,1.88e-22,14.2359,40.6813,0.607977
10012683175,POLR3E,polymerase (RNA) III (DNA directed) polypeptide E (80kD),55718,8.65e-21,2.11e-22,14.2055,40.5691,0.433163
10012665514,LRP5,low density lipoprotein receptor-related protein 5,4041,9.54e-21,2.35e-22,14.1757,40.4588,0.678469
10012678731,ASPRV1,"aspartic peptidase, retroviral-like 1",151516,9.94e-21,2.46e-22,14.1639,40.415,0.365052
10012678805,CCDC41,coiled-coil domain containing 41,51134,1e-20,2.48e-22,14.1611,40.4046,0.586648
10012679948,ZBTB5,zinc finger and BTB domain containing 5,9925,1.01e-20,2.52e-22,14.1569,40.389,0.490394
10012675657,STK25,"serine/threonine kinase 25 (STE20 homolog, yeast)",10494,1.06e-20,2.65e-22,14.1435,40.3396,0.337126
10012672106,ATXN10,ataxin 10,25814,1.11e-20,2.78e-22,14.131,40.2932,0.409487
10012683727,SF3B3,"splicing factor 3b, subunit 3, 130kDa",23450,1.13e-20,2.84e-22,14.1252,40.2717,0.57132
10012676282,SETD1A,SET domain containing 1A,9739,1.15e-20,2.89e-22,14.1199,40.2521,0.361959
10012687064,CLUAP1,clusterin associated protein 1,23059,1.27e-20,3.21e-22,14.092,40.1488,0.436787
10012681187,TAF4B,"TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa",6875,1.27e-20,3.21e-22,14.0915,40.1468,0.495457
10012688471,RBMX,"RNA binding motif protein, X-linked",27316,1.27e-20,3.23e-22,14.0899,40.1409,0.371845
10012689115,ITPR1,"inositol 1,4,5-triphosphate receptor, type 1",3708,1.27e-20,3.25e-22,14.0889,40.1371,0.726948
10012683262,INTS10,integrator complex subunit 10,55174,1.28e-20,3.26e-22,14.0877,40.1326,0.396025
10012665984,NR1D2,"nuclear receptor subfamily 1, group D, member 2",9975,1.48e-20,3.81e-22,14.046,39.978,0.708196
10012676034,DDX21,DEAD (Asp-Glu-Ala-Asp) box polypeptide 21,9188,1.66e-20,4.31e-22,14.0129,39.855,0.6459
10012669668,SUPT3H,suppressor of Ty 3 homolog (S. cerevisiae),8464,1.66e-20,4.32e-22,14.0123,39.8526,0.647401
10012681514,PI4KAP1,"phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 1",728233,1.78e-20,4.63e-22,13.9934,39.7823,0.36304
10012684656,BXDC2,brix domain containing 2,55299,2.12e-20,5.58e-22,13.9438,39.5973,0.368882
10012670044,CIAPIN1,cytokine induced apoptosis inhibitor 1,57019,2.28e-20,6.01e-22,13.9236,39.522,0.326563
10012678558,RAB15,"RAB15, member RAS onocogene family",376267,2.29e-20,6.05e-22,13.9219,39.5158,0.815863
10012688345,STK35,serine/threonine kinase 35,140901,2.37e-20,6.34e-22,13.9096,39.4698,0.313744
10012678875,WDSOF1,WD repeats and SOF1 domain containing,25879,2.51e-20,6.75e-22,13.8928,39.4071,0.454544
10012680072,DNMT3B,DNA (cytosine-5-)-methyltransferase 3 beta,1789,2.54e-20,6.83e-22,13.8897,39.3954,0.789402
10012675001,POLR1C,"polymerase (RNA) I polypeptide C, 30kDa",9533,2.78e-20,7.53e-22,13.8634,39.2972,0.467763
10012681007,IHPK2,inositol hexaphosphate kinase 2,51447,2.87e-20,7.8e-22,13.854,39.2621,0.727043
10012675466,PPP3CC,"protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform",5533,3.48e-20,9.62e-22,13.7982,39.053,0.492914
10012678972,TCERG1,transcription elongation regulator 1,10915,3.48e-20,9.63e-22,13.7979,39.0518,0.432461
10012687787,FKBP3,"FK506 binding protein 3, 25kDa",2287,3.54e-20,9.83e-22,13.7925,39.0317,0.445339
10012665798,ATP1B3,"ATPase, Na+/K+ transporting, beta 3 polypeptide",483,3.55e-20,9.87e-22,13.7914,39.0277,0.410005
10012683145,EFHC1,EF-hand domain (C-terminal) containing 1,114327,3.58e-20,9.97e-22,13.7886,39.0172,0.421107
10012683620,LOC728769,hypothetical protein LOC728769,728769,3.58e-20,9.99e-22,13.7883,39.0158,0.639144
10012686428,RG9MTD1,RNA (guanine-9-) methyltransferase domain containing 1,54931,3.7e-20,1.04e-21,13.7779,38.9769,0.584066
10012684412,CD2AP,CD2-associated protein,23607,3.76e-20,1.06e-21,13.7724,38.9564,0.614299
10012668890,TMEM64,transmembrane protein 64,169200,4.18e-20,1.19e-21,13.7425,38.8441,0.646518
10012677865,SELI,selenoprotein I,85465,4.26e-20,1.21e-21,13.7366,38.8218,0.483617
10012681239,PTCD3,Pentatricopeptide repeat domain 3,55037,4.36e-20,1.24e-21,13.7303,38.7982,0.646359
10012670081,PLEKHG4,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4",25894,4.43e-20,1.27e-21,13.7249,38.778,0.688868
10012670619,COX11,"COX11 homolog, cytochrome c oxidase assembly protein (yeast)",1353,4.63e-20,1.33e-21,13.7122,38.73,0.562867
10012675780,ADCY6,adenylate cyclase 6,112,4.95e-20,1.43e-21,13.6925,38.656,0.791576
10012668333,TM9SF3,transmembrane 9 superfamily member 3,56889,5.26e-20,1.53e-21,13.6758,38.5931,0.477758
10012670715,ABCE1,"ATP-binding cassette, sub-family E (OABP), member 1",6059,5.37e-20,1.56e-21,13.6695,38.5695,0.484231
10012671892,FAM35A,"family with sequence similarity 35, member A",54537,5.58e-20,1.63e-21,13.6582,38.5269,0.436376
10012674830,FBXO32,F-box protein 32,114907,5.85e-20,1.71e-21,13.6451,38.4776,0.662542
10012683877,PCTK3,PCTAIRE protein kinase 3,5129,5.95e-20,1.75e-21,13.6401,38.4587,0.584046
10012670309,GTPBP4,GTP binding protein 4,23560,6.32e-20,1.87e-21,13.6221,38.3909,0.386352
10012682816,DPH5,DPH5 homolog (S. cerevisiae),51611,6.32e-20,1.87e-21,13.6217,38.3896,0.472206
10012672905,BZW2,basic leucine zipper and W2 domains 2,28969,6.4e-20,1.9e-21,13.618,38.3754,0.458417
10012665348,SLC39A10,"solute carrier family 39 (zinc transporter), member 10",57181,6.46e-20,1.92e-21,13.6142,38.3613,0.684171
10012685701,C9orf46,chromosome 9 open reading frame 46,55848,6.47e-20,1.93e-21,13.6137,38.3594,0.350214
10012674548,MTCP1,mature T-cell proliferation 1,4515,6.82e-20,2.06e-21,13.5965,38.2945,0.316456
10012681853,ARHGAP21,Rho GTPase activating protein 21,57584,6.88e-20,2.08e-21,13.5938,38.2843,0.726898
10012675417,KIF3A,kinesin family member 3A,11127,7.77e-20,2.37e-21,13.5589,38.1524,0.950774
10012669308,RRAS2,related RAS viral (r-ras) oncogene homolog 2,22800,7.83e-20,2.4e-21,13.5559,38.1412,0.796368
10012685875,BLMH,bleomycin hydrolase,642,8.29e-20,2.56e-21,13.5388,38.0765,0.359136
10012675403,ARIH2,ariadne homolog 2 (Drosophila),10425,9.68e-20,3.01e-21,13.496,37.9143,0.259636
10012682829,THAP4,THAP domain containing 4,51078,9.78e-20,3.05e-21,13.4925,37.9014,0.303955
10012672772,PLDN,pallidin homolog (mouse),26258,1.01e-19,3.18e-21,13.482,37.8614,0.395001
10012678756,NIP7,nuclear import 7 homolog (S. cerevisiae),51388,1.05e-19,3.28e-21,13.4733,37.8284,0.394417
10012689508,NOLA1,"nucleolar protein family A, member 1 (H/ACA small nucleolar RNPs)",54433,1.05e-19,3.31e-21,13.4708,37.8192,0.433182
10012672881,C12orf24,chromosome 12 open reading frame 24,29902,1.09e-19,3.44e-21,13.4609,37.7816,0.534955
10012680693,SKP1,S-phase kinase-associated protein 1,6500,1.13e-19,3.59e-21,13.45,37.74,0.360393
10012668210,C12orf30,chromosome 12 open reading frame 30,80018,1.18e-19,3.75e-21,13.4382,37.6953,0.793801
10012678204,RPP40,ribonuclease P/MRP 40kDa subunit,10799,1.22e-19,3.89e-21,13.4286,37.6588,0.827063
10012675005,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,441024,1.26e-19,4.04e-21,13.4187,37.6212,0.767713
